date,sensor_temp_mean,sensor_salinity_min,sensor_salinity_mean,sensor_turbidity_max,sensor_turbidity_mean,sensor_ph_mean,sensor_do_mean,sensor_chla_mean
2014-01-18,9.337465277777778,19.084,23.17853472222222,3.11,1.5059027777777778,8.209409722222222,9.902916666666666,1.3135069444444445
2014-01-19,9.611909722222222,23.412,25.31656597222222,5.13,1.911149825783972,8.195347222222223,9.403958333333334,1.259965277777778
2014-01-20,10.431041666666665,22.934,25.885975694444443,15.98,2.6805902777777777,8.15017361111111,8.858576388888888,1.6728819444444445
2014-01-21,9.218576388888888,19.345,23.528277777777777,15.31,7.774202898550724,8.195774647887324,9.590590277777778,3.677364620938628
2014-01-22,8.788680555555555,21.935,24.693663194444444,19.21,11.732326388888888,8.190729166666666,9.278229166666668,3.3660416666666664
2014-01-23,8.790373134328359,18.019,22.273388059701492,22.58,12.550190839694658,8.22246153846154,9.746934865900382,3.3299607843137253
2014-01-24,9.90045138888889,13.737,19.535036437246966,40.48,24.752992700729926,8.227,10.12175438596491,2.820107913669065
2014-01-25,10.593705179282868,13.676,20.74934027777778,67.0,35.73541516245487,8.13579646017699,9.10956,2.073516483516484
2014-01-26,11.126145833333332,21.511,23.657038194444443,473.67,152.10498023715414,8.120624999999999,8.722256944444446,2.4633582089552237
2014-01-27,11.326653696498054,22.64,24.436260700389102,814.45,624.7001945525292,8.114630350194552,8.770933852140079,3.078148148148148
2014-01-28,11.651319444444445,20.445,21.789104166666664,834.9,400.60039568345326,8.03386524822695,8.403617021276597,2.776992481203007
2014-01-29,11.52719696969697,21.227,23.538451388888888,88.15,3.771145833333333,8.093595505617976,8.961944444444445,1.3266920152091255
2014-01-30,12.963541666666666,22.112,23.42464236111111,211.19,64.7048028673835,8.084340277777777,8.920555555555556,2.274782608695652
2014-01-31,12.80232638888889,21.934,22.869336805555555,1139.51,554.4668055555555,8.07263888888889,9.03375,8.90383512544803
2014-02-01,13.165173611111111,23.099,23.92926041666667,1128.68,564.645390625,7.999618055555555,8.611631944444445,5.734028776978417
2014-02-02,13.999097222222224,22.377,23.1975625,896.44,327.8796527777778,7.952708333333334,8.671631944444444,7.6113333333333335
2014-02-03,13.039930555555555,22.411,24.026847222222223,1107.92,312.42815972222223,7.91857638888889,7.963125000000001,2.556875
2014-02-04,9.353715277777777,21.46,23.06420486111111,125.82,54.493559999999995,8.071423611111111,8.704097222222224,3.9158680555555554
2014-02-05,9.060798611111112,21.089,21.743472222222223,27.01,24.884027777777778,8.101805555555556,9.112916666666667,5.148933823529411
2014-02-06,9.804305555555555,20.736,22.147020833333332,23.77,23.320208333333333,8.067013888888889,8.4375,4.649392857142857
2014-02-07,10.509374999999999,23.684,25.38801736111111,23.77,22.92,8.0565625,7.566770833333333,4.200106007067137
2014-02-08,11.060729166666667,21.356,23.594239583333334,21.55,19.532569444444444,8.122569444444444,8.683090277777778,5.742465277777778
2014-02-09,11.479826388888888,23.477,25.441065972222223,18.18,16.952916666666667,8.082291666666666,7.72892361111111,5.907118055555555
2014-02-10,9.823205574912892,20.504,21.91705574912892,15.2,8.487509293680297,8.108810408921933,8.290446096654275,3.9673461538461536
2014-02-11,10.594027777777777,23.969,24.792628472222223,1.11,0.6763636363636364,8.169722222222223,8.832430555555556,1.3942361111111112
2014-02-12,10.87871527777778,24.123,24.93267361111111,1.06,0.6737412587412588,8.155451388888888,8.667256944444444,2.0327715355805243
2014-02-13,10.126319444444444,23.805,24.795569444444443,0.96,0.7042805755395684,8.121701388888889,8.325590277777778,2.51581881533101
2014-02-14,9.493541666666665,22.898,24.339,0.84,0.6713286713286714,8.034548611111111,7.437986111111111,2.8850000000000002
2014-02-15,11.530138888888889,22.728,24.57171875,1.35,0.7618897637795276,8.117708333333333,8.762777777777778,2.5283980582524275
2014-02-16,11.8121875,21.907,24.305128472222222,1.73,0.9638961038961039,8.1028125,8.53,1.7062934362934363
2014-02-17,11.3675,23.033,25.395163194444443,1.28,0.9923297491039427,8.0521875,7.2302430555555555,1.1201742160278747
2014-02-18,10.07017361111111,21.457,24.196902777777776,1.91,1.316326530612245,7.9968055555555555,6.630381944444444,1.2517957746478874
2014-02-19,9.846319444444443,19.623,23.826347222222225,2.1,1.4882771535580523,8.090451388888889,7.514270833333334,1.3600701754385964
2014-02-20,11.292743055555555,18.663,20.65893402777778,2.8,1.138314606741573,8.059270833333334,8.38482638888889,1.5861648745519714
2014-02-21,12.812522123893805,19.249,23.764084444444443,0.67,0.21309352517985614,7.7857079646017695,6.470752212389381,1.188392857142857
2014-02-22,14.79719696969697,24.797,25.379734848484848,0.2,0.07217391304347825,7.94598484848485,7.183863636363636,1.1956060606060606
2014-02-23,12.378641114982578,24.121,26.16866898954704,0.57,0.17455555555555557,7.800696864111499,4.854982578397213,1.1534146341463414
2014-02-24,12.298854166666667,18.875,23.203,0.41,0.255589519650655,8.035590277777779,7.74625,1.281388888888889
2014-02-25,13.7759375,17.111,20.66476388888889,0.49,0.1716949152542373,7.698680555555555,4.958020833333333,1.3994097222222222
2014-02-26,11.06611111111111,16.9,21.359288194444446,0.6,0.3039426523297491,7.8156944444444445,5.444166666666667,1.3893055555555556
2014-02-27,13.924510489510489,15.794,19.32751291512915,3.94,1.012716535433071,8.003698113207546,8.7088679245283,1.927624521072797
2014-02-28,10.547567567567567,21.314,24.44581756756757,104.2,6.801770833333333,8.294618055555555,9.1075,3.9254887218045114
2014-03-01,,,,8.59,5.160839694656489,8.271840277777777,8.531701388888889,3.490415094339623
2014-03-02,,,,19.68,6.8442293906810034,8.283888888888889,8.588169014084507,6.388781362007169
2014-03-03,11.43859375,23.289,26.771546875,9.89,7.762676056338028,8.310347222222223,8.885,7.837756653992395
2014-03-04,11.136354166666667,24.139,27.755379562043796,14.66,10.49673835125448,8.30875,8.967622377622376,11.955035211267605
2014-03-05,11.352534722222224,25.239,28.54392361111111,15.87,11.217074074074075,8.304756944444444,8.805972222222222,15.690381944444445
2014-03-06,10.654756944444445,25.128,27.115309859154927,14.54,12.154381625441696,8.33454861111111,9.3390625,8.637912087912088
2014-03-07,10.354270833333334,24.853,26.934225694444443,12.47,9.720642857142858,8.333159722222222,9.46815331010453,13.24943859649123
2014-03-08,10.261767955801105,24.457,26.066392265193368,10.16,8.444887640449439,8.339723756906077,9.794611111111111,14.603333333333333
2014-03-09,,,,,,,,
2014-03-10,10.38703947368421,18.207,22.784193333333334,7.14,4.996241610738255,8.396614173228345,10.54875,5.751984126984127
2014-03-11,9.436354166666668,13.022,16.41265625,16.98,10.874823943661971,8.414270833333333,10.847430555555555,4.823531598513011
2014-03-12,9.834094488188978,13.899,18.630866141732284,16.16,13.808925619834712,8.376535433070865,10.372047244094489,5.185833333333333
2014-03-13,,,,,,,,
2014-03-14,8.688823529411765,4.757,10.018752100840336,6.81,4.048634146341463,8.304873949579832,10.687866108786611,7.842887029288703
2014-03-15,9.64634730538922,10.512,14.20780638722555,7.43,4.408799076212471,8.360778443113773,10.248962075848304,6.1320944558521555
2014-03-16,10.112430555555555,7.373,13.103447916666667,8.89,5.037429718875502,8.311527777777776,10.290902777777779,7.276713780918728
2014-03-17,10.560833333333333,13.986,14.802583333333333,9.2,6.540597609561753,8.3304609929078,10.49271375464684,9.460799999999999
2014-03-18,13.256652173913045,9.723,14.2187,17.11,10.136756756756757,8.278958333333334,10.198461538461538,6.904548611111111
2014-03-19,13.520069444444445,18.215,22.399315972222222,25.67,13.25361111111111,8.224340277777777,8.769618055555556,6.435365853658537
2014-03-20,13.420381944444445,16.407,21.235850694444444,16.19,14.515729166666667,8.258576388888889,9.441006944444444,6.944444444444445
2014-03-21,13.92388888888889,21.875,23.177895833333334,27.22,20.766527777777778,8.209583333333335,9.394220532319391,6.5696336996337
2014-03-22,13.437916666666666,16.696,21.053368055555556,70.65,38.412187499999995,8.101770833333333,9.284930555555555,6.626503496503497
2014-03-23,13.187743055555556,13.184,19.661413194444446,83.04,58.50878472222222,8.132152777777778,9.501041666666667,7.593024911032028
2014-03-24,13.255520833333334,13.588,16.63976736111111,91.07,72.6128125,8.159409722222222,9.82581560283688,5.730247349823322
2014-03-25,13.475868055555557,14.002,15.943107638888888,131.29,80.26111111111112,8.039236111111112,9.487916666666667,4.792996515679442
2014-03-26,13.663402777777778,12.694,14.772430555555555,275.19,202.94229166666665,7.9411805555555555,9.230486111111112,5.025853658536586
2014-03-27,14.160138888888888,10.951,13.407940972222223,497.95,347.7271180555556,7.913402777777778,9.425069444444444,5.0026132404181185
2014-03-28,14.28326388888889,10.249,12.763559027777779,661.62,386.90944444444443,8.01513888888889,9.670277777777777,6.069859649122807
2014-03-29,14.485405405405407,10.034,11.584645569620253,19.41,15.947260273972605,8.257826086956522,9.742463768115943,7.129722222222223
2014-03-30,,,,,,,,
2014-03-31,16.038676470588236,12.164,16.406742647058824,18.65,6.697669172932331,8.241985294117647,9.090514705882352,3.544135338345865
2014-04-01,15.366284722222222,6.941,10.63454861111111,255.25,59.68055555555556,8.285034722222223,9.963693379790941,7.757375886524822
2014-04-02,15.882077464788733,9.073,11.846055555555557,764.92,413.74510416666664,8.228993055555556,9.536319444444445,7.418617021276597
2014-04-03,16.07642857142857,9.991,13.658368055555556,996.99,376.29080139372826,8.209583333333335,9.442222222222222,6.464250871080139
2014-04-04,15.829166666666667,11.135,14.284923611111111,101.38,40.98634146341463,8.218923611111112,9.321979166666667,7.356271777003484
2014-04-05,15.68871527777778,11.032,14.412534722222224,1006.68,448.915331010453,8.184583333333332,8.914930555555555,10.020701754385966
2014-04-06,15.33847222222222,13.17,15.862506944444444,1016.06,1006.4429861111112,8.182847222222222,8.644965277777779,6.40021978021978
2014-04-07,15.40559027777778,11.49,15.048840277777778,1004.01,659.244375,8.102256944444443,8.415520833333334,5.272578397212544
2014-04-08,15.861527777777777,11.819,16.29901736111111,441.32,234.13722807017544,8.037500000000001,7.749479166666666,5.394055944055944
2014-04-09,16.089756944444446,7.961,14.91146527777778,1016.62,676.2877777777778,8.045798611111111,7.76298611111111,5.722785714285715
2014-04-10,15.731493055555555,12.448,18.18811458333333,968.21,457.11003558718863,8.164390243902439,8.278611111111111,4.760421052631579
2014-04-11,14.974791666666667,15.462,19.73753125,40.41,18.027272727272727,8.285173611111112,8.538055555555555,9.96867857142857
2014-04-12,14.904791666666666,12.887,21.20540625,112.02,46.74024305555556,8.27545138888889,8.300416666666667,10.143579335793357
2014-04-13,14.877812500000001,13.622,19.133645833333333,596.07,284.09898916967506,8.180381944444443,7.878993055555556,8.741041666666668
2014-04-14,15.50982638888889,19.313,22.523937500000002,592.1,442.57248226950355,8.1115625,7.727921146953405,7.029219858156028
2014-04-15,15.901272084805655,21.342,23.388899305555555,522.63,445.4872569444444,8.110520833333332,7.476111111111111,6.809368421052632
2014-04-16,16.578680555555554,21.731,24.026399305555557,350.52,254.15788194444445,8.145694444444445,7.619290780141844,6.628939393939394
2014-04-17,16.02935943060498,13.313,19.739105633802815,222.37,110.05402826855124,8.170780141843972,7.869225352112677,4.279148936170213
2014-04-18,15.633993055555557,11.302,18.480611111111113,34.25,11.051219512195122,8.172083333333333,7.897013888888889,2.3717328519855596
2014-04-19,15.023645833333335,16.503,19.33807986111111,43.16,23.905244755244755,8.218229166666667,7.750347222222222,2.6595620437956207
2014-04-20,15.445069444444446,16.889,18.642583333333334,140.79,74.8571875,8.228854166666666,8.095492957746478,3.9277695167286244
2014-04-21,16.34510416666667,17.345,20.086225694444444,131.96,68.94815972222221,8.230729166666666,7.995173611111111,4.08177304964539
2014-04-22,17.50510416666667,15.074,17.526041666666668,151.88,64.30292682926829,8.121979166666668,8.101527777777777,5.394827586206897
2014-04-23,17.604375,17.932,20.45146527777778,189.84,108.78555555555556,8.158368055555556,7.887916666666666,6.4901481481481476
2014-04-24,18.36826388888889,17.942,19.623506944444443,147.34,117.14458333333333,8.101180555555555,7.977534722222223,8.353298245614035
2014-04-25,18.774305555555557,17.8,19.83136111111111,116.16,109.32836805555556,8.023020833333334,7.8549999999999995,10.815985915492957
2014-04-26,19.28868055555556,14.485,16.463288194444445,110.62,45.32674911660777,8.154687500000001,7.899340277777778,10.758120567375887
2014-04-27,19.479097222222222,16.093,17.779989583333332,3.01,2.480868055555556,8.202673611111111,7.800902777777777,9.506620209059234
2014-04-28,18.020694444444445,12.599,13.910013888888889,1.79,1.1827430555555556,8.100138888888889,7.514756944444445,9.509753521126761
2014-04-29,18.422932862190812,9.11,11.475144876325087,0.93,0.8684805653710247,8.042367491166077,7.291272084805653,8.648642857142857
2020-01-01,10.103611111111112,20.21,26.60240277777778,24.51,22.57465277777778,8.210625,10.837916666666667,0.9470833333333333
2020-01-02,10.276076388888889,21.621,27.727024305555556,28.45,23.12440972222222,8.188159722222222,10.836909722222224,0.5655555555555556
2020-01-03,10.221979166666666,22.033,28.050333333333334,24.89,23.548541666666665,8.176458333333334,11.002465277777778,0.8436111111111111
2020-01-04,9.880625,21.237,26.864083333333333,24.46,23.832708333333333,8.159930555555555,11.248715277777778,1.642673611111111
2020-01-05,10.277395833333333,22.224,27.0694375,24.52,23.430625,8.172291666666666,11.238159722222223,1.3710069444444446
2020-01-06,10.471736111111111,21.652,27.598847222222222,23.67,22.816909722222224,8.161423611111111,10.649409722222224,1.1500694444444446
2020-01-07,10.246805555555556,10.016,20.309729166666667,26.47,22.452187499999997,8.150555555555556,11.375694444444443,1.2424305555555555
2020-01-08,8.531608391608392,0.0,8.287769230769232,23.66,18.624685314685316,7.976258741258741,12.62888111888112,2.1806643356643356
2020-01-09,8.358506944444445,4.893,10.208256944444445,19.04,16.329652777777778,8.29079861111111,12.773611111111112,4.084236111111111
2020-01-10,8.3571875,6.601,11.225527777777778,17.76,16.29177083333333,8.259236111111111,12.512083333333333,3.7134722222222223
2020-01-11,9.015347222222223,8.719,15.3483125,17.67,15.990069444444446,8.2228125,11.773541666666667,2.1759375
2020-01-12,8.898402777777777,8.571,15.104729166666667,16.9,16.090520833333333,8.219201388888889,11.952395833333334,2.352013888888889
2020-01-13,9.127743055555555,6.458,17.243916666666664,22.31,16.628055555555555,8.237638888888888,11.725659722222222,2.068090277777778
2020-01-14,9.245,6.487,18.788052083333334,18.1,16.151458333333334,8.222534722222223,11.586631944444443,2.132996515679442
2020-01-15,9.208993055555556,13.382,18.324006944444445,16.26,15.154097222222223,8.339236111111111,11.941388888888888,1.865277777777778
2020-01-16,9.154479166666667,11.504,17.293034722222224,20.32,16.802118055555557,8.325868055555555,12.026979166666667,1.7879513888888887
2020-01-17,9.453541666666666,16.062,18.371388888888887,20.72,19.136458333333334,8.318263888888888,12.042847222222223,0.9027083333333334
2020-01-18,9.287881944444443,17.396,19.952413194444446,22.29,21.199166666666667,8.299444444444445,11.768125,0.5591319444444445
2020-01-19,9.608333333333333,18.305,22.047072916666664,24.82,22.653715277777778,8.243715277777778,11.42138888888889,0.3009824561403509
2020-01-20,9.772847222222222,0.0,21.300204861111112,26.88,24.170243055555556,8.169930555555556,11.596805555555555,0.2044981412639405
2020-01-21,9.395208333333334,19.674,22.221552083333332,27.45,20.213402777777777,8.22607638888889,11.56611111111111,1.4967816091954025
2020-01-22,8.840069444444445,16.434,19.758579861111112,25.04,15.70003472222222,8.367534722222222,12.157812499999999,3.9294444444444445
2020-01-23,9.754808362369339,0.0,22.78049825783972,33.59,17.644878048780487,8.290975609756098,11.373240418118467,2.2673519163763065
2020-01-24,10.173333333333334,20.085,21.869663194444442,21.89,20.09809027777778,8.292291666666666,11.732395833333333,2.460659722222222
2020-01-25,10.751076388888889,20.266,22.21965972222222,22.07,19.103125,8.260763888888889,11.713854166666668,1.882986111111111
2020-01-26,10.945833333333333,20.163,24.508583333333334,27.3,19.803854166666667,8.1571875,11.081145833333332,1.4585416666666666
2020-01-27,10.332169811320755,12.366,22.9106320754717,25.73,21.192830188679245,8.132924528301887,11.008301886792454,2.8393396226415097
2020-01-29,6.882702702702703,0.0,6.959981981981982,34.03,20.6818018018018,6.839549549549549,11.152342342342344,5.195405405405406
2020-01-30,9.286597222222222,8.076,11.727510416666668,25.56,23.979409722222222,8.318263888888888,13.064131944444444,4.323958333333334
2020-01-31,9.911180555555555,13.043,16.46215625,24.57,22.91701388888889,8.3084375,12.349166666666667,2.868888888888889
2020-02-01,9.349791666666667,10.861,14.744583333333331,24.46,23.160937500000003,8.303055555555556,12.495,2.4952430555555556
2020-02-02,9.610659722222222,11.447,15.066218749999999,23.46,21.404583333333335,8.273333333333333,12.350000000000001,2.4239930555555556
2020-02-03,9.94170138888889,0.0,16.796993055555554,20.68,18.4390625,8.163229166666667,11.437326388888888,2.3936805555555556
2020-02-04,9.829722222222223,12.261,17.471711805555557,19.21,18.23902777777778,8.381250000000001,11.6953125,5.067743055555556
2020-02-05,9.44940972222222,13.129,16.88315625,18.81,18.021631944444444,8.397291666666668,12.249652777777778,5.9025
2020-02-06,9.265347222222223,16.23,20.061309027777778,18.42,17.618958333333335,8.342916666666666,11.325277777777778,3.980590277777778
2020-02-07,10.601319444444444,17.865,25.903600694444446,18.8,17.725173611111114,8.185972222222222,9.740902777777778,3.4396180555555556
2020-02-08,10.205902777777778,19.834,23.165052083333332,19.83,18.625243055555554,8.041875,10.362916666666667,2.613576388888889
2020-02-09,10.231215277777778,17.13,23.740906250000002,22.44,19.51090277777778,7.98201388888889,10.14076388888889,1.7830208333333333
2020-02-10,10.22375,16.236,21.96779861111111,21.48,19.061284722222222,7.971770833333333,10.453090277777777,1.8284722222222223
2020-02-11,10.580625,0.0,25.192291666666666,21.3,17.061770833333334,8.061006944444445,10.131145833333333,2.3301736111111113
2020-02-12,10.559861111111111,14.259,24.05897569444444,18.93,17.43079861111111,8.345520833333333,11.330590277777778,4.565798611111111
2020-02-13,10.469965277777778,11.264,20.463083333333334,22.94,18.3965625,8.342083333333333,12.169652777777777,4.959895833333333
2020-02-14,11.334270833333333,14.949,23.252899305555555,19.7,18.576319444444444,8.201215277777777,11.364444444444445,3.333298611111111
2020-02-15,11.48236111111111,14.645,20.937756944444445,19.65,18.474791666666665,8.15204861111111,11.806458333333333,2.5709027777777775
2020-02-16,11.258854166666667,12.864,20.182729166666668,21.0,19.37527777777778,8.103124999999999,11.616041666666668,2.4083680555555556
2020-02-17,9.816840277777779,12.542,16.230052083333334,21.08,20.035,8.123993055555555,12.234027777777778,3.573576388888889
2020-02-18,9.09201388888889,0.0,19.01920486111111,20.29,18.412673611111114,8.115763888888889,11.313923611111111,2.142708333333333
2020-02-19,9.495694444444444,0.0,19.76740625,19.34,18.23579861111111,8.3290625,11.948055555555555,2.6762847222222224
2020-02-20,10.21107638888889,15.198,19.55921875,20.66,18.578194444444446,8.2409375,11.759618055555556,3.0760763888888887
2020-02-21,10.562152777777778,0.0,18.6503125,21.03,18.76767361111111,8.101631944444444,11.816284722222223,3.183576388888889
2020-02-22,11.18736111111111,15.82,20.152461805555554,22.31,19.64545138888889,8.086597222222222,11.575,2.703402777777778
2020-02-23,10.821631944444444,0.0,20.456819444444445,22.49,18.61315972222222,8.080694444444443,11.195520833333333,1.7340277777777777
2020-02-24,11.416006944444444,18.805,20.964503472222223,20.31,18.45888888888889,8.093368055555555,11.204131944444445,1.8108333333333333
2020-02-25,10.604305555555555,7.142,15.36455902777778,20.96,17.395972222222223,8.066875000000001,11.753368055555555,5.261423611111111
2020-02-26,10.212291666666665,4.36,10.101173611111111,19.94,18.395312500000003,8.224479166666667,12.49170138888889,7.106597222222223
2020-02-27,9.395902777777778,2.121,5.598670138888888,22.04,19.353923611111114,8.16170138888889,13.143993055555555,8.913993055555556
2020-02-28,9.449791666666666,2.845,8.703489583333333,21.32,19.698055555555555,7.995659722222222,12.31659722222222,6.841770833333333
2020-02-29,10.181770833333333,8.674,13.202677083333334,20.87,20.042881944444446,7.904201388888889,11.232708333333333,3.1148611111111113
2020-03-01,11.008611111111112,9.887,15.659684027777777,22.84,21.115416666666665,7.781215277777777,10.213611111111112,1.469861111111111
2020-03-02,11.008784722222224,8.317,12.808243055555556,23.48,21.948993055555558,7.723194444444445,10.532465277777778,1.1260416666666666
2020-03-03,11.413159722222222,13.755,16.763871527777777,24.2,21.1525,7.720347222222222,9.878541666666667,0.6448958333333333
2020-03-04,11.599444444444444,12.345,16.161038194444444,21.53,20.477604166666666,7.979548611111111,10.708090277777778,1.1504513888888888
2020-03-05,11.817465277777778,14.5,19.553052083333334,21.54,20.318090277777777,8.007708333333333,10.733333333333333,1.377326388888889
2020-03-06,11.83795138888889,15.414,19.742402777777777,22.27,20.827951388888888,7.957569444444445,10.353194444444444,1.3196180555555557
2020-03-07,11.70451388888889,15.718,19.227368055555555,22.12,20.240729166666668,7.961423611111111,10.47076388888889,1.227048611111111
2020-03-08,12.40861111111111,17.841,20.17420138888889,21.35,17.999305555555555,7.883472222222222,10.431805555555556,0.9982638888888888
2020-03-09,12.518263888888889,19.978,21.73136458333333,20.89,18.17017361111111,7.908819444444443,10.296006944444445,1.1553472222222223
2020-03-10,12.366319444444445,16.972,19.65242361111111,19.69,17.60045138888889,7.901770833333334,10.38,1.4783333333333333
2020-03-11,12.191979166666666,15.491,21.262184027777778,19.33,15.76815972222222,7.993888888888888,10.251076388888889,0.9075694444444444
2020-03-12,11.719722222222224,9.519,17.541027777777778,21.46,14.316006944444446,8.1425,10.90576388888889,1.4509375
2020-03-13,12.28875,11.137,17.470378472222222,23.13,16.213854166666668,8.034618055555555,10.492465277777777,1.1724305555555556
2020-03-14,12.138020833333334,11.046,16.614069444444443,20.53,18.134965277777777,8.00732638888889,10.328020833333333,0.8071527777777778
2020-03-15,12.159722222222221,12.029,16.984916666666667,21.19,18.94909722222222,8.030798611111111,10.000173611111112,0.7279166666666667
2020-03-16,11.977847222222222,9.226,14.084204861111111,22.35,19.55430555555556,8.069131944444443,9.969652777777776,0.8902083333333333
2020-03-17,11.00361111111111,0.0,9.360180555555555,21.88,19.37392361111111,8.157222222222224,10.840486111111112,1.6690625
2020-03-18,12.025694444444445,6.286,10.399697916666666,20.16,18.763472222222223,8.294340277777778,11.140798611111112,1.792673611111111
2020-03-19,12.526631944444444,6.981,11.319614583333333,20.62,18.165833333333335,8.271666666666667,10.965451388888889,2.5541319444444444
2020-03-20,13.419826388888888,9.728,12.728770833333334,19.64,17.686493055555555,8.189756944444445,10.658506944444445,2.953576388888889
2020-03-21,13.149131944444443,13.327,18.628881944444444,20.68,17.70958333333333,8.228541666666667,10.891041666666666,2.6041666666666665
2020-03-22,13.723888888888888,14.746,19.644777777777776,20.61,18.278229166666666,8.273368055555556,11.08357638888889,4.477743055555555
2020-03-23,14.068368055555556,15.874,22.01989236111111,20.74,18.414479166666666,8.224965277777777,10.535277777777777,3.200416666666667
2020-03-24,14.464340277777776,20.962,25.456944444444446,22.81,18.7325,8.213229166666666,10.09017361111111,2.4788888888888887
2020-03-25,14.117430555555556,0.0,26.56129513888889,22.9,18.23326388888889,8.211875,9.685729166666667,2.9363194444444445
2020-03-26,13.602881944444444,14.267,25.365347222222223,21.74,19.415659722222223,8.317048611111112,9.938645833333332,3.5512847222222224
2020-03-27,13.747604166666667,13.997,19.62407986111111,20.35,19.24652777777778,8.193263888888888,10.122326388888888,2.8086805555555556
2020-03-28,13.428159722222222,16.732,21.749909722222224,22.55,21.032430555555557,8.161423611111111,9.657569444444444,1.4104513888888888
2020-03-29,13.51763888888889,17.784,23.204854166666664,24.17,22.718888888888888,8.111875,9.456562499999999,1.1696180555555555
2020-03-30,13.818506944444444,21.041,25.80784027777778,24.63,21.52284722222222,8.071493055555557,8.93548611111111,1.0495138888888889
2020-03-31,14.118159722222224,20.157,24.895510416666667,27.56,22.993819444444444,8.028090277777778,8.821423611111111,1.0071527777777778
2020-04-01,13.858159722222222,0.0,21.902166666666666,26.34,21.871666666666666,8.134097222222222,9.600451388888889,1.9007291666666666
2020-04-02,13.91625,17.956,21.363263888888888,21.81,20.555868055555557,8.242465277777777,9.924826388888889,1.3674652777777778
2020-04-03,14.321979166666665,16.111,24.264972222222223,22.69,20.248229166666665,8.225000000000001,9.394652777777777,1.4868750000000002
2020-04-04,14.874791666666665,18.294,26.59903472222222,21.68,20.065347222222222,8.138020833333334,8.81798611111111,0.7305208333333333
2020-04-05,14.737812499999999,25.054,31.46138541666667,23.34,19.50065972222222,8.169618055555555,8.345173611111111,0.6533680555555555
2020-04-06,14.647797202797204,0.0,26.82115734265734,26.02,20.637307692307694,8.174405594405595,9.081888111888112,1.313146853146853
2020-04-07,15.108472222222222,22.842,27.660708333333332,26.93,19.055902777777778,8.269652777777777,9.156770833333333,1.5288541666666666
2020-04-08,14.748159722222223,0.0,28.355350694444446,25.64,18.168993055555557,8.145000000000001,9.039340277777777,1.7073958333333334
2020-04-09,15.147951388888888,23.066,29.864979166666664,27.06,18.60361111111111,8.236284722222223,8.678125000000001,1.3536458333333334
2020-04-10,14.44517361111111,21.506,28.434697916666668,21.83,18.398472222222225,8.1328125,8.597604166666667,1.3724999999999998
2020-04-11,14.312569444444446,27.163,30.193239583333334,20.94,17.959444444444443,8.152569444444445,8.20736111111111,1.0964583333333333
2020-04-12,13.824687500000001,18.202,26.809684027777777,20.17,18.087916666666665,8.117534722222222,8.525520833333333,1.0503125
2020-04-13,13.204027777777776,20.695,25.694788194444445,24.71,17.720902777777777,7.681840277777777,8.452847222222223,1.1512847222222222
2020-04-14,14.181597222222223,18.477,25.857131944444447,21.11,18.12364583333333,8.266840277777778,9.00201388888889,1.155486111111111
