老磊,家阿贸府樊(沛/老),ph,bod,cod,ss,tn,tp
20260717,7797,6.7,5.3,9.6,2.5,5.036,0.160
20260716,8418,6.9,4.3,9.6,2.4,3.895,0.0161
20260715,8398,7.0,2.8,5.4,1.6,7.472,0.469
20260714,8268,6.7,2.8,9.5,2.4,2.140,0.090
20260713,8500,6.7,3.8,10.1,2.6,3.658,0.130
20260712,8992,7.0,5.1,10.2,2.2,3.393,0.130
20260711,8475,7.0,2.2,9.9,2.0,3.364,0.093
20260710,8410,7.0,4.9,9.8,2.0,2.670,0.062
20260709,8473,7.1,6.5,7.0,1.8,1.184,0.160
20260708,8409,7.1,3.9,4.8,1.7,1.416,0.230
20260707,8421,7.1,3.5,4.9,1.7,1.282,0.219
20260706,8413,6.7,3.7,5.1,1.8,1.873,0.160
20260705,8644,6.7,4.1,5.1,1.8,2.267,0.160
20260704,8796,7.0,3.4,4.8,1.6,2.332,0.160
20260703,8617,7.0,5.3,5.0,1.5,2.064,0.160
20260702,8356,6.9,5.6,5.0,1.6,2.671,0.160
20260701,8925,7.0,3.4,5.4,1.6,1.652,0.160
20260630,7979,6.900,4.3,5.2,1.7,1.963,0.160
20260629,8365,7.0,5.9,5.4,1.8,2.359,0.160
20260628,8405,6.7,4.0,5.5,1.9,3.313,0.160
20260627,8503,6.7,5.1,5.6,2.2,3.074,0.160
20260626,8387,6.8,6.5,5.9,2.3,2.785,0.160
20260625,8197,6.9,6.1,5.9,2.3,2.870,0.160
20260624,7837,6.8,8.4,5.7,2.1,3.517,0.229
20260623,8072,6.7,5.7,5.9,2.2,3.652,0.456
20260622,7925,6.8,5.8,6.0,2.3,2.361,0.260
20260621,7709,6.8,5.2,5.8,2.3,3.248,0.330
20260620,8712,6.6,3.4,6.4,3.0,4.498,0.049
20260619,7811,6.7,8.7,6.6,2.7,3.984,0.042
20260618,8363,6.9,7.5,5.8,2.8,4.813,0.137
20260617,8176,6.7,6.5,5.7,2.7,3.028,0.138
20260616,8079,6.9,6.7,5.9,2.8,4.136,0.145
20260615,8511,6.8,6.9,6.3,2.9,3.745,0.052
20260614,8309,6.8,1.8,6.6,2.9,3.735,0.126
20260613,8273,6.7,2.5,6.7,3.1,5.543,0.131
20260612,7912,6.5,6.0,5.3,2.4,5.080,0.085
20260611,8064,6.4,5.7,8.5,3.4,5.925,0.581
20260610,7388,6.3,4.5,5.9,3.2,5.945,0.284
20260609,6955,6.6,3.8,4.8,2.2,6.038,0.164
20260608,6944,6.4,3.5,5.8,2.2,7.118,0.744
20260607,6928,6.5,1.9,7.0,2.6,6.247,1.489
20260606,7013,6.6,1.8,6.3,2.5,6.162,0.612
20260605,7024,6.7,2.6,6.5,2.4,5.644,0.729
20260604,7165,6.3,4.6,6.0,2.0,5.553,0.729
20260603,7275,6.4,3.1,5.9,1.6,6.104,0.406
20260602,6899,6.7,3.6,5.2,1.4,5.708,0.212
20260601,7340,6.6,6.2,5.0,1.2,6.351,0.421
20260531,7348,6.4,3.3,4.8,1.0,5.322,0.457
20260530,6995,6.6,2.3,6.2,1.3,5.416,0.734
20260529,7092,6.6,3.7,5.3,1.4,4.333,0.317
20260528,7115,6.7,3.4,5.0,1.6,3.873,0.040
20260527,8830,6.5,2.3,5.2,1.8,2.687,0.031
20260526,8200,6.5,3.4,5.4,1.8,3.576,0.050
20260525,8488,6.7,4.3,5.5,2.0,4.618,0.052
20260524,8070,6.7,2.2,5.3,2.0,4.272,0.054
20260523,8143,6.6,3.2,5.4,1.9,4.053,0.053
20260522,7994,6.6,1.9,5.3,1.8,4.558,0.046
20260521,7491,6.7,1.4,5.4,2.1,4.390,0.060
20260520,6931,6.5,1.7,5.2,1.7,4.869,0.061
20260519,6708,6.4,0.9,5.5,2.1,4.235,0.085
20260518,7303,6.7,1.2,5.3,2.0,5.485,0.109
20260517,7190,6.6,0.7,5.1,1.7,5.754,0.074
20260516,7043,6.6,1.9,4.8,1.5,5.863,0.078
20260515,6989,6.5,2.3,4.6,1.3,5.487,0.053
20260514,6644,6.4,1.1,7.0,1.0,4.959,0.073
20260513,6885,6.4,0.9,7.0,1.3,5.686,0.043
20260512,6513,6.5,1.5,7.0,1.2,5.465,0.035
20260511,6860,6.5,1.7,7.0,1.5,5.265,0.057
20260510,6903,6.6,3.0,7.0,1.6,5.909,0.079
20260509,6876,6.6,1.9,7.0,1.7,5.944,0.090
20260508,6972,6.5,0.8,7.0,1.7,5.593,0.080
20260507,6623,6.4,3.0,7.0,1.7,5.781,0.066
20260506,6994,6.4,1.3,7.0,1.8,6.551,0.087
20260505,6907,6.4,1.5,7.0,1.9,7.088,0.105
20260504,7013,6.5,2.1,7.0,3.3,8.392,0.270
20260503,7074,6.3,1.8,5.1,2.4,7.607,0.151
20260502,6655,6.4,2.2,5.4,2.7,6.994,0.186
20260501,6903,6.3,2.8,5.6,2.8,6.666,0.188
20260430,6704,6.4,2.4,5.5,2.6,6.630,0.173
20260429,6677,6.2,2.0,5.2,2.6,7.752,0.181
20260428,6686,6.3,1.9,5.3,3.0,6.092,0.192
20260427,7021,6.5,2.9,6.7,3.7,7.079,0.260
20260426,6965,6.4,1.7,5.8,2.9,7.849,0.219
20260425,6352,6.4,1.9,6.0,3.0,7.379,0.256
20260424,6263,6.3,2.7,5.7,2.8,7.480,0.230
20260423,6174,6.3,3.7,6.3,2.7,6.736,0.219
20260422,6230,6.3,3.5,5.6,2.8,6.573,0.257
20260421,6392,6.29,3.1,5.6,2.8,6.312,0.479
20260420,6644,6.3,3.7,6.6,3.3,6.734,0.311
20260419,7039,6.5,2.5,6.8,3.1,6.913,0.419
20260418,6537,6.5,3.8,6.9,3.5,6.924,0.358
20260417,5854,6.4,7.4,6.8,3.6,6.597,0.404
20260416,5739,6.6,4.6,7.5,4.4,6.604,0.404
20260415,5585,6.6,7.7,7.7,4.5,6.614,0.404
20260414,5139,6.5,9.0,6.4,4.2,5.622,0.404
20260413,5741,6.6,9.2,7.8,5.0,6.472,0.490
20260412,6162,6.7,5.6,6.9,5.3,6.704,0.768
20260411,5678,6.7,7.0,6.2,4.6,6.116,0.425
20260410,5860,6.8,5.6,6.9,4.8,5.980,0.502
20260409,5737,7.9,5.7,8.2,6.1,6.937,0.404
20260408,5373,6.5,5.3,8.6,5.3,6.278,0.404
20260407,5376,6.8,3.4,8.8,4.7,6.242,0.404
20260406,5668,6.7,5,8.4,5.1,7.021,0.404
20260405,6536,6.6,5.4,7.9,4.8,7.071,0.404
20260404,7573,6.55,4.7,8.4,5.0,10.582,0.404
20260403,5748,6.7,8.7,9.0,4.2,7.087,0.404
20260402,5958,6.6,8.7,13.0,4.3,6.976,0.426
20260401,5975,6.5,6.3,12.3,4.0,6.685,0.668
20260331,6453,6.6,5.9,14.3,4.9,7.112,0.264
20260330,6481,6.6,8.6,14.3,4.0,7.226,0.304
20260329,6917,6.6,4.1,13.3,3.4,7.287,0.308
20260328,6423,6.6,8.1,12.1,3.4,6.887,0.266
20260327,6209,6.7,9.0,11.5,3.3,6.505,0.208
20260326,6199,6.6,8.3,9.1,3.5,7.296,0.291
20260325,6196,6.6,6.4,9.2,3.6,6.823,0.207
20260324,5897,6.5,8.8,9.8,3.9,6.891,0.256
20260323,6339,6.5,8.9,9.4,4.3,8.859,0.237
20260322,6691,6.6,5.9,9.6,3.6,7.777,0.305
20260321,6474,6.6,8.0,9.1,4.1,7.424,0.351
20260320,6126,6.5,8.9,10.1,3.9,7.781,0.249
20260319,6391,6.5,7.8,8.8,4.1,6.797,0.156
20260318,6231,6.5,9.1,9.2,4.4,6.683,0.220
20260317,5922,6.5,9.0,9.7,4.9,7.407,0.325
20260316,6479,6.5,8.9,10.6,6.0,7.726,0.500
20260315,6783,6.5,8.6,9.8,4.4,7.840,0.646
20260314,6349,6.6,7.6,9.5,4.3,7.545,0.503
20260313,5913,6.6,8.6,9.8,4.6,7.677,0.198
20260312,6100,6.6,7.7,8.1,4.9,9.782,0.182
20260311,6328,6.6,8.9,7.9,4.6,6.876,0.172
20260310,5960,6.7,8.4,7.9,4.8,4.844,0.194
20260309,6366,6.7,9.5,8.5,5.0,5.392,0.215
20260308,6864,6.6,9.1,8.0,4.5,7.425,0.180
20260307,5205,6.7,9.1,8.3,4.3,7.056,0.189
20260306,6030,6.7,9.0,8.6,4.6,9.782,0.160
20260305,6012,6.7,8.6,8.6,4.9,9.782,0.175
20260304,6397,6.6,9.2,8.6,4.4,9.782,0.201
20260303,6479,6.5,8.9,8.6,4.6,9.782,0.215
20260302,7223,6.3,8.9,8.6,4.2,9.782,0.262
20260301,60880,5.8,9.0,8.6,5.6,9.782,0.463
20260228,6031,6.0,6.6,7.6,3.6,9.782,1.752
20260227,6122,6.2,7.6,8.6,5.9,9.782,1.752
20260226,6094,6.2,6.2,8.6,5.3,9.782,1.050
20260225,6194,6.3,6.2,8.6,4.6,8.638,0.673
20260224,5877,6.5,6.3,8.6,4.9,7.934,0.662
20260223,6199,6.3,8.9,8.8,5.7,8.167,0.563
20260222,6608,6.2,6.6,7.7,4.4,8.419,0.527
20260221,6200,6.3,4.4,7.1,3.8,8.354,0.582
20260220,5885,6.7,9.0,8.2,4.9,3.566,0.507
20260219,6252,6.5,4.3,8.1,4.6,7.589,0.389
20260218,7290,6.6,7.4,8.2,4.8,8.115,0.255
20260217,5347,6.7,9.2,7.8,4.2,6.631,0.248
20260216,6013,6.6,8.4,7.7,4.4,6.890,0.250
20260215,6186,6.6,5.5,7.6,4.4,7.737,0.240
20260214,6082,6.6,6.9,7.5,4.3,7.674,0.291
20260213,5710,6.6,5.6,7.8,4.2,5.075,0.754
20260212,5659,6.6,5.5,7.5,4.3,5.197,0.473
20260211,5936,6.5,7.0,6.7,4.1,3.134,0.406
20260210,4998,6.6,6.7,7.9,4.5,3.541,0.381
20260208,6252,6.6,5.8,7.4,3.4,3.826,0.223
20260207,5628,6.5,4.0,7.4,3.4,3.078,0.241
20260206,5630,6.6,5.2,7.4,3.3,3.231,0.274
20260205,5650,6.4,5.7,7.3,3.8,3.441,0.910
20260204,5991,6.5,5.8,7.5,3.1,6.143,0.432
20260203,5905,6.5,4.4,7.4,2.9,5.971,0.288
20260202,6001,6.4,5.6,7.4,3.1,7.188,0.402
20260201,6670,6.4,4.0,7.2,2.9,7.132,0.497
20260131,6072,6.4,3.8,7.0,3.0,6.603,0.674
20260130,5834,6.4,6.3,7.1,3.0,6.632,0.688
20260129,6017,5.9,8.8,6.6,3.0,6.644,0.325
20260128,5973,5.9,6.3,6.3,2.9,6.675,0.287
20260127,5695,6.3,4.6,7.3,3.0,9.363,0.292
20260126,5919,6.3,6.1,7.2,3.1,1.129,0.524
20260125,6507,6.4,7.7,7.3,3.1,4.650,0.565
20260124,6097,6.5,5.3,7.3,3.3,6.007,0.555
20260123,5802,6.4,4.5,7.1,2.9,6.151,0.604
20260122,5843,6.5,7.9,7.1,3.0,4.240,0.238
20260121,5837,6.6,3.1,7.1,3.1,4.240,0.238
20260120,5852,6.5,8.9,7.5,3.0,4.240,0.300
20260119,6013,6.5,8.7,8.1,3.4,4.240,0.247
20260118,6539,6.3,8.7,6.8,2.8,4.240,0.509
20260117,5969,6.6,4.9,7.9,3.7,4.240,0.374
20260116,5853,6.3,8.9,6.7,3.2,4.240,0.422
20260115,5864,6.5,8.8,8.4,4.0,4.240,0.578
20260114,5865,6.5,7.3,8.8,3.7,4.240,0.694
20260113,5638,6.5,5.4,8.7,3.7,4.240,0.550
20260112,5962,6.3,8.9,8.0,3.2,4.240,0.656
20260111,6535,6.5,2.6,9.0,3.9,4.240,0.638
20260110,6094,6.5,3.1,10.0,3.8,2.802,0.510
20260109,5824,6.4,7.7,8.5,4.1,7.749,0.872
20260108,5876,6.3,5.3,8.2,4.4,9.493,0.598
20260107,6415,6.2,5.9,8.1,4.3,8.170,0.603
20260106,7049,5.9,5.9,7.8,5.4,6.309,0.235
20260105,6307,6.0,7.1,7.0,3.2,8.126,0.429
20260104,6328,6.0,5.9,6.9,2.8,6.921,0.566
20260103,5983,6.3,2.6,7.7,3.9,8.322,0.571
20260102,5835,6.2,6.4,8.0,4.1,9.066,0.391
20260101,6249,6.3,5.8,7.3,3.7,7.422,0.245
20251228,4953,6.30,7.3,7.3,3.6,6.678,0.464
20251225,4932,6.50,4.1,7.0,3.0,5.852,0.627
20251221,6451,6.4,5.8,7.3,3.0,4.906,0.621
20251220,4732,6.6,5.2,7.7,3.7,5.052,0.624
20251214,5168,6.2,4.6,7.3,3.1,7.179,0.436
20251211,4753,6.4,5.8,7.9,3.4,7.279,0.666
20251207,4918,6.3,6.5,7.4,2.7,8.147,0.666
20251206,5346,6.2,3.0,6.9,2.2,8.039,0.666
20251204,4651,6.2,5.7,6.6,2.0,9.181,0.666
20251130,4904,6.2,8.4,7.2,2.8,11.458,0.391
20251129,5157,5.8,3.2,6.9,2.6,10.805,0.651
20251127,4918,7.0,3.9,9.6,2.7,9.834,0.194
20251124,5856,6.9,4.0,7.9,6.2,10.479,0.148
20251123,61810,6.8,5.9,7.8,6.0,10.083,0.170
20251121,5625,6.5,2.1,6.7,5.1,7.835,0.156
20251116,8744,7.0,3.2,7.0,5.5,7.665,0.092
20251115,7768,6.9,3.4,6.7,5.3,6.689,0.084
20251114,7793,7.0,2.1,7.0,5.3,6.501,0.112
20251113,7752,6.9,2.4,6.7,5.2,5.978,0.216
20251111,7344,6.9,4.4,7.1,5.5,5.986,0.218
20251109,8723,6.8,3.6,6.8,5.4,6.425,0.168
20251108,7536,7.2,4.0,7.0,5.1,5.472,0.162
20251104,6533,7.1,4.0,8.1,5.8,6.213,0.211
20251102,7350,6.9,5.4,6.6,5.3,6.162,0.153
20251101,6748,6.8,3.9,6.0,4.8,5.746,0.125
20251028,6,434,6.9,1.4,6.2,3.8,4.618,0.119
20251026,7645,6.8,5.2,6.1,4.3,4.458,0.123
20251021,6564,7.4,3.0,8.5,3.8,4.607,0.538
20251019,6968,7.0,2.9,8.5,3.9,5.812,0.700
20251018,6968,7.1,2.3,8.5,4.3,6.574,0.519
20251014,7000,7.2,4.0,8.5,4.7,5.938,0.534
20251012,7405,7.2,3.8,8.5,5.1,5.938,0.534
20251009,7512,7.1,4.0,8.5,4.6,5.938,0.534
20251008,7474,7.2,5.5,8.5,4.5,5.938,0.534
20251007,7497,7.2,2.0,8.5,4.4,5.938,0.534
20251006,6613,7.2,4.3,8.5,4.7,5.938,0.534
20251005,7632,7.3,2.1,8.5,5.2,5.938,0.534
20251004,8767,7.2,3.8,6.3,5.0,4.453,0.400
20250929,6329,7.2,9.7,8.5,4.5,5.090,0.534
20250928,6274,7.0,6.5,8.5,4.2,3.868,0.534
20250925,5652,7.1,4.6,8.5,4.0,6.124,0.534
20250924,5944,7.1,5.1,8.3,3.9,3.868,0.298
20250921,7554,7.3,2.5,7.6,3.6,3.868,0.166
20250920,7067,7.2,7.5,7.3,3.3,3.868,0.156
20250915,6083,7.2,1.3,8.1,3.6,4.527,0.215
20250914,6578,7.3,3.6,7.5,3.7,4.534,0.196
20250911,5860,7.3,2.7,7.0,3.6,5.209,0.172
20250910,5712,7.3,2.2,7.0,3.5,5.150,0.166
20250907,8027,7.2,3.4,6.8,3.4,4.667,0.151
20250906,7301,7.1,2.4,6.5,3.5,4.643,0.133
20250904,7007,6.6,3.9,6.5,4.1,5.246,0.137
20250902,6668,6.7,2.6,7.8,4.1,5.088,0.131
20250831,7406,6.8,3.5,7.7,3.8,4.803,0.190
20250830,7129,6.6,3.5,7.2,3.6,5.465,0.193
20250829,6751,5.9,2.7,7.2,3.5,6.351,0.213
20250825,5333,7.0,1.1,7.0,3.2,7.971,0.576
20250824,5876,7.0,1.8,6.7,3.2,7.095,0.236
20250823,5931,7.1,1.6,6.6,3.2,7.027,0.186
20250817,8114,7.0,2.7,7.1,3.5,6.369,0.148
20250816,7839,6.9,2.1,6.7,3.5,6.744,0.129
20250815,7985,7.10,3.1,6.4,3.5,6.108,0.132
20250811,7627,7.0,2.9,6.6,3.4,7.406,0.091
20250810,8741,7.0,3.2,6.5,3.3,7.322,0.093
20250803,8166,7.0,3.7,8.4,3.4,5.910,0.123
20250802,7820,7.0,2.0,9.1,3.3,6.090,0.115
20250727,7839,7.1,2.4,8.7,3.3,6.235,0.092
20250726,7620,7.1,2.4,8.7,3.4,6.479,0.084
20250722,7484,7.1,2.3,8.7,3.6,5.846,0.136
20250720,8785,7.1,2.0,8.7,3.4,4.977,0.083
20250719,9088,7.2,3.1,8.7,3.4,5.747,0.083
20250713,8726,6.8,1.2,8.7,3.3,6.751,0.083
20250712,7651,6.8,0.9,8.7,3.2,6.718,0.077
20250706,6495,6.9,1.8,8.7,3.6,5.485,0.119
20250705,7798,6.9,1.6,8.7,3.5,5.518,0.110
20250628,7969,6.9,1.8,8.7,3.5,5.720,0.203
20250622,6821,6.4,1.5,8.2,3.6,4.348,0.606
20250621,5934,6.8,2.7,7.8,3.7,4.348,0.298
20250620,5189,6.9,2.3,8.2,3.8,4.348,0.343
20250615,7018,6.8,4.0,7.3,4.3,4.348,0.066
20250614,9,419,6.9,3.3,8.0,3.9,4.348,0.079
20250608,8274,7.0,4.9,10.1,3.9,7.696,0.081
20250607,7582,7.0,3.3,10.1,4.0,7.254,0.080
20250603,7982,6.9,4.7,11.5,3.7,8.871,0.033
20250601,6102,7.0,4.3,10.0,3.8,8.581,0.030
20250531,7480,6.9,2.5,9.3,3.5,7.404,0.057
20250529,7272,6.8,1.7,8.3,3.4,5.936,0.252
20250527,7058,6.6,1.7,8.0,3.8,6.144,0.201
20250525,7,973,6.8,3.7,10.1,3.8,6.882,0.180
20250521,7597,7,2.7,9.3,4.4,5.714,0.121
20250518,8390,7.1,6.1,10.7,5.3,6.397,0.163
20250517,9772,7.1,5.6,11.1,5,6.735,0.119
20250515,7070,7,3.9,9.3,4.2,5.520,0.129
20250512,7654,7,3.6,10.1,5,6.226,0.239
20250511,8166,7.1,4.0,9.8,4.7,5.801,0.217
20250510,7663,7,3.0,8.3,3.8,5.552,0.144
20250506,8035,7,3.2,5.4,4.3,6.241,0.136
20250505,7711,7,2.9,9.5,4.3,7.398,0.320
20250503,5706,7,0.9,7.2,3.4,5.396,0.131
20250502,6058,6.8,1.3,7.6,3.3,6.375,0.141
20250501,7387,6.9,1.1,5.8,4.2,7.041,0.141
20250428,7110,7.1,3.2,7.4,5.4,7.779,0.379
20250427,7796,7.0,3,9.2,3.9,5.090,0.566
20250426,7353,7.1,6.4,9.1,4.3,5.090,0.440
20250420,6068,7,2.6,10.9,5.6,5.090,0.179
20250419,5968,7,1.6,15.5,5.3,5.090,0.157
20250418,5734,7.7,3.1,15,4.3,5.090,0.247
20250413,5782,6.9,8,9.1,4,5.090,0.699
20250412,5282,6.9,7.3,9,3.9,5.090,0.191
20250410,5238,6.9,4.9,9.7,4.4,5.090,0.699
20250409,5763,7,2.6,10.1,5.2,5.090,0.699
20250406,6156,6.7,3.7,11.1,5.3,5.090,0.699
20250402,5759,6.5,4.8,9.3,4.5,5.206,0.461
20250330,6196,7.1,5.4,9.1,4.7,7.053,0.334
20250325,5237,7,6.6,9.4,4.4,8.382,0.232
20250323,5852,7,5.7,9.3,4.3,8.572,0.243
20250322,5454,7.1,5.8,9.4,4.4,8.496,0.239
20250318,5765,7,7.3,7.8,4.9,8.748,0.286
20250317,5989,7.1,2,7.8,5,10.581,0.237
20250316,6426,7.1,2.9,7.8,4.8,15.501,0.228
20250315,5824,7.2,2.0,7.8,4.7,15.501,0.267
20250309,6506,7,3.1,8.4,3.4,15.501,0.064
20250308,5835,6.6,3.8,8.4,3.6,15.501,0.042
20250307,5665,6.9,2,8.4,3.7,15.501,0.312
20250303,6381,7,3.2,8.4,4.4,14.945,0.153
20250302,5735,7,4.3,8.4,4.1,13.162,0.140
20250301,5667,7,4.5,10.7,4.3,12.223,0.147
20250223,6278,7.1,6.3,10.4,5,12.730,0.148
20250222,5949,7,8,10.3,4.9,12.995,0.148
20250219,5745,6.9,4.4,8.2,4.7,11.006,0.126
20250218,5720,6.9,4.4,8.2,4.7,11.602,0.129
20250216,6213,6.9,7.2,7.5,4.7,11.478,0.110
20250215,5711,6.9,7,7.1,4.4,11.169,0.098
20250211,6012,7.2,9.1,10.2,5,9.272,0.099
20250209,7491,7.2,4.2,9.5,4.9,4.471,0.131
20250208,7070,7.1,7.3,9.2,4.7,3.610,0.128
20250202,7680,7.4,6.1,10.3,4.8,11.773,0.069
20250201,7351,7.3,6.2,9.2,4.4,12.235,0.035
20250130,7538,7.2,4.8,13.1,3.9,12.512,0.037
20250126,7067,7.3,4.8,13.8,4.7,12.512,0.037
20250124,6587,7.2,7.5,10.5,4.4,12.512,0.037
20250119,6259,7.1,8.5,9.7,5.1,11.025,0.037
20250118,5730,7.1,6.1,9.3,5.1,10.211,0.037
20250112,5985,6.9,6.9,11.1,6.1,14.149,0.078
20250111,5748,6.9,7.5,11.1,5.2,14.973,0.097
20250107,5458,6.9,8.9,11.1,6.6,9.697,0.428
20250105,5904,6.6,7.5,11.1,6.7,9.595,0.368
20250104,5673,6.8,7.1,11.1,6.7,9.882,0.420
20250103,5139,6.8,8.6,11.1,6.7,9.882,0.420
20250101,5145,6.6,3.4,11.1,6.5,6.4,0.394
20241229,7189,6.9,8.5,10.0,6.0,6.857,0.319
20241228,6752,7.0,7.3,9.9,5.8,5.507,0.303
20241225,6982,7.1,5.9,9.3,5.7,4.240,0.280
20241223,6976,7.0,6.4,9.3,5.8,6.338,0.279
20241222,7603,6.9,9.0,9.3,5.7,6.619,0.260
20241221,7096,7.0,9.3,9.5,6.0,6.107,0.269
20241219,6165,7.0,6.4,8.2,5.5,7.698,0.239
20241215,6361,6.8,9.7,8.8,6.6,10.026,0.246
20241214,5978,6.9,9.5,8.6,6.2,8.620,0.236
20241209,5124,7.2,4.8,8.4,6.5,4.879,0.432
20241208,5949,7.1,6.2,8.1,6.6,4.998,0.251
20241207,5650,6.9,4.4,7.3,6.0,6.191,0.184
20241206,5110,6.9,6.0,7.4,5.7,6.263,0.205
20241201,5876,6.9,5.4,8.2,5.0,7.233,0.322
20241130,5392,6.9,4.3,7.7,4.6,6.556,0.303
20241128,5179,7.0,4.5,7.9,4.6,5.667,0.281
20241124,5708,6.9,4.1,7.4,4.1,5.317,0.185
20241123,5180,6.9,4.6,7.7,3.7,5.354,0.188
20241118,5244,6.9,3.8,6.1,3.8,6.628,0.291
20241117,5691,6.9,2.9,5.8,3.7,5.3938,0.278
20241116,5427,6.9,2.2,5.7,3.7,5.221,0.286
20241114,5172,6.9,3.1,5.6,3.5,6.208,0.251
20241113,5052,7.0,2.8,5.6,3.5,6.038,0.235
20241110,7577,6.9,2.8,5.35,3.4,7.146,0.203
20241109,7346,6.8,2.9,5.3,3.5,6.003,0.175
20241106,7193,6.8,2.7,5.0,3.3,5.963,0.347
20241103,9164,6.8,4.1,5.5,3.5,5.506,0.332
20241102,8991,6.8,3.8,6.1,3.4,5.749,0.310
20241027,8616,6.9,3.9,7.4,3.5,5.387,0.234
20241026,8243,6.9,5.6,6.8,3.4,5.672,0.219
20241025,8145,6.9,2.6,6.3,3.3,4.822,0.222
20241024,8059,6.9,2.6,6.3,3.4,4.709,0.198
20241020,7186,6.9,2.7,6.5,3.0,5.762,0.147
20241019,7147,7.0,3.8,6.1,2.8,5.227,0.113
20241015,7593,7.0,3.7,4.7,2.3,6.169,0.209
20241013,8379,7.1,3.4,5.6,2.9,7.301,0.203
20241012,7873,7.2,2.7,8.1,2.8,6.699,0.229
20241010,7800,7.0,4.3,5.4,3.2,7.490,0.294
20241009,8152,7.0,3.5,5.3,2.9,7.011,0.297
20241006,5851,7.1,2.9,4.9,2.9,5.093,0.286
20241005,5514,7.0,3.5,4.6,2.6,4.533,0.279
20241003,8540,7.2,4.8,4.7,2.4,4.426,0.280
20241001,8581,7.2,4.0,6.0,2.2,3.780,0.235
20240929,9047,7.1,2.8,4.7,2.2,4.439,0.227
20240928,8474,7.3,3.0,4.8,2.1,2.759,0.211
20240925,8517,7.3,5.9,4.1,2.1,4.398,0.170
20240922,8685,7.1,4.5,3.9,2.0,3.938,0.115
20240921,10416,7.1,2.5,4.9,1.8,5.472,0.110
20240918,9539,7.0,3.6,4.7,2.1,7.469,0.294
20240917,7675,7.1,6.8,4.1,1.9,4.673,0.283
20240916,7151,7.0,2.4,4.1,1.9,5.190,0.289
20240915,9590,7.0,4.2,4.2,2.0,5.866,0.307
