date,sewage_volume
2026-03-24,295679.0
2026-03-23,297575.0
2026-03-22,293050.0
2026-03-21,290723.0
2026-03-20,294842.0
2026-03-19,310834.0
2026-03-18,304609.0
2026-03-17,295119.0
2026-03-16,298111.0
2026-03-15,288970.0
2026-03-14,290140.0
2026-03-13,291351.0
2026-03-12,294885.0
2026-03-11,293379.0
2026-03-10,292171.0
2026-03-09,298695.0
2026-03-08,289656.0
2026-03-07,295012.0
2026-03-06,302478.0
2026-03-05,305767.0
2026-03-04,316433.0
2026-03-03,331615.0
2026-03-02,299133.0
2026-03-01,294737.0
2026-02-28,311764.0
2026-02-27,309463.0
2026-02-26,298180.0
2026-02-25,320492.0
2026-02-24,290378.0
2026-02-23,285502.0
2026-02-22,283633.0
2026-02-21,275675.0
2026-02-20,280843.0
2026-02-19,281684.0
2026-02-18,269581.0
2026-02-17,283371.0
2026-02-16,288629.0
2026-02-15,299206.0
2026-02-14,287236.0
2026-02-13,290472.0
2026-02-12,279403.0
2026-02-11,280122.0
2026-02-10,279100.0
2026-02-09,284986.0
2026-02-08,278438.0
2026-02-07,278047.0
2026-02-06,286231.0
2026-02-05,281718.0
2026-02-04,290960.0
2026-02-03,279486.0
2026-02-02,283395.0
2026-02-01,286291.0
2026-01-31,274125.0
2026-01-30,284391.0
2026-01-29,278721.0
2026-01-28,286107.0
2026-01-27,281215.0
2026-01-26,291324.0
2026-01-25,277036.0
2026-01-24,284604.0
2026-01-23,283055.0
2026-01-22,283051.0
2026-01-21,281456.0
2026-01-20,275594.0
2026-01-19,288623.0
2026-01-18,289285.0
2026-01-17,287141.0
2026-01-16,295032.0
2026-01-15,282153.0
2026-01-14,283593.0
2026-01-13,278608.0
2026-01-12,294314.0
2026-01-11,280291.0
2026-01-10,290725.0
2026-01-09,279392.0
2026-01-08,283891.0
2026-01-07,276378.0
2026-01-06,289571.0
2026-01-05,296727.0
2026-01-04,285807.0
2026-01-03,275959.0
2026-01-02,283027.0
2026-01-01,284752.0
2025-12-31,283427.0
2025-12-30,290137.0
2025-12-29,299278.0
2025-12-28,290388.0
2025-12-27,292163.0
2025-12-26,299405.0
2025-12-25,298207.0
2025-12-24,338794.0
2025-12-23,289985.0
2025-12-22,290938.0
2025-12-21,291400.0
2025-12-20,290836.0
2025-12-19,289108.0
2025-12-18,285557.0
2025-12-17,306445.0
2025-12-16,290580.0
2025-12-15,301648.0
2025-12-14,295948.0
2025-12-13,293938.0
2025-12-12,294352.0
2025-12-11,295412.0
2025-12-10,291412.0
2025-12-09,293897.0
2025-12-08,302861.0
2025-12-07,294561.0
2025-12-06,302220.0
2025-12-05,298198.0
2025-12-04,285783.0
2025-12-03,295357.0
2025-12-02,289156.0
2025-12-01,302200.0
2025-11-30,301360.0
2025-11-29,302266.0
2025-11-28,293435.0
2025-11-27,310606.0
2025-11-26,294007.0
2025-11-25,291908.0
2025-11-24,291603.0
2025-11-23,302788.0
2025-11-22,301821.0
2025-11-21,299794.0
2025-11-20,301873.0
2025-11-19,293576.0
2025-11-18,299286.0
2025-11-17,302506.0
2025-11-16,300119.0
2025-11-15,307565.0
2025-11-14,302375.0
2025-11-13,304633.0
2025-11-12,308678.0
2025-11-11,310394.0
2025-11-10,344211.0
2025-11-09,383587.0
2025-11-08,318466.0
2025-11-07,318456.0
2025-11-06,311985.0
2025-11-05,319075.0
2025-11-04,313773.0
2025-11-03,320941.0
2025-11-02,316686.0
2025-11-01,322523.0
2025-10-31,310139.0
2025-10-30,318099.0
2025-10-29,321249.0
2025-10-28,312837.0
2025-10-27,328510.0
2025-10-26,332757.0
2025-10-25,365422.0
2025-10-24,337371.0
2025-10-23,330879.0
2025-10-22,325367.0
2025-10-21,321662.0
2025-10-20,333915.0
2025-10-19,331241.0
2025-10-18,342216.0
2025-10-17,370476.0
2025-10-16,379565.0
2025-10-15,349157.0
2025-10-14,344885.0
2025-10-13,315807.0
2025-10-12,324551.0
2025-10-11,329898.0
2025-10-10,338086.0
2025-10-09,334693.0
2025-10-08,341189.0
2025-10-07,350073.0
2025-10-06,375232.0
2025-10-05,355913.0
2025-10-04,386529.0
2025-10-03,357406.0
2025-10-02,319909.0
2025-10-01,324037.0
2025-09-30,319185.0
2025-09-29,333713.0
2025-09-28,341837.0
2025-09-27,323988.0
2025-09-26,320690.0
2025-09-25,323539.0
2025-09-24,322038.0
2025-09-23,318598.0
2025-09-22,324737.0
2025-09-21,321511.0
2025-09-20,346052.0
2025-09-19,329490.0
2025-09-18,351138.0
2025-09-17,351753.0
2025-09-16,342722.0
2025-09-15,364040.0
2025-09-14,352196.0
2025-09-13,368530.0
2025-09-12,332265.0
2025-09-11,340163.0
2025-09-10,334762.0
2025-09-09,376522.0
2025-09-08,344236.0
2025-09-07,341378.0
2025-09-06,329707.0
2025-09-05,328269.0
2025-09-04,340947.0
2025-09-03,367480.0
2025-09-02,353495.0
2025-09-01,346705.0
2025-08-31,344708.0
2025-08-30,348354.0
2025-08-29,339399.0
2025-08-28,330296.0
2025-08-27,345172.0
2025-08-26,358867.0
2025-08-25,349051.0
2025-08-24,351933.0
2025-08-23,353610.0
2025-08-22,349956.0
2025-08-21,354572.0
2025-08-20,369270.0
2025-08-19,371413.0
2025-08-18,386002.0
2025-08-17,395742.0
2025-08-16,411081.0
2025-08-15,404154.0
2025-08-14,417475.0
2025-08-13,433435.0
2025-08-12,431457.0
2025-08-11,422754.0
2025-08-10,425298.0
2025-08-09,356570.0
2025-08-08,357166.0
2025-08-07,381747.0
2025-08-06,424292.0
2025-08-05,422842.0
2025-08-04,420486.0
2025-08-03,359333.0
2025-08-02,351843.0
2025-08-01,351796.0
2025-07-31,358803.0
2025-07-30,350461.0
2025-07-29,346660.0
2025-07-28,372304.0
2025-07-27,364549.0
2025-07-26,382152.0
2025-07-25,379960.0
2025-07-24,410061.0
2025-07-23,422368.0
2025-07-22,397548.0
2025-07-21,421977.0
2025-07-20,436125.0
2025-07-19,442543.0
2025-07-18,425861.0
2025-07-17,415960.0
2025-07-16,413291.0
2025-07-15,416246.0
2025-07-14,405354.0
2025-07-13,348961.0
2025-07-12,344100.0
2025-07-11,339741.0
2025-07-10,338631.0
2025-07-09,340708.0
2025-07-08,341324.0
2025-07-07,336484.0
2025-07-06,333045.0
2025-07-05,343180.0
2025-07-04,350353.0
2025-07-03,347614.0
2025-07-02,351744.0
2025-07-01,344014.0
2025-06-30,390293.0
2025-06-29,389966.0
2025-06-28,397772.0
2025-06-27,415353.0
2025-06-26,416736.0
2025-06-25,433686.0
2025-06-24,412141.0
2025-06-23,401740.0
2025-06-22,415139.0
2025-06-21,372147.0
2025-06-20,369974.0
2025-06-19,377651.0
2025-06-18,387341.0
2025-06-17,409493.0
2025-06-16,417274.0
2025-06-15,419264.0
2025-06-14,412949.0
2025-06-13,331905.0
2025-06-12,333600.0
2025-06-11,311426.0
2025-06-10,342802.0
2025-06-09,336711.0
2025-06-08,335378.0
2025-06-07,311645.0
2025-06-06,322053.0
2025-06-05,330475.0
2025-06-04,324476.0
2025-06-03,368021.0
2025-06-02,325633.0
2025-06-01,318459.0
2025-05-31,319383.0
2025-05-30,314492.0
2025-05-29,327212.0
2025-05-28,328747.0
2025-05-27,318495.0
2025-05-26,340074.0
2025-05-25,330897.0
2025-05-24,350639.0
2025-05-23,331112.0
2025-05-22,339829.0
2025-05-21,361432.0
2025-05-20,360295.0
2025-05-19,380512.0
2025-05-18,368031.0
2025-05-17,393728.0
2025-05-16,337040.0
2025-05-15,326796.0
2025-05-14,326099.0
2025-05-13,336794.0
2025-05-12,361261.0
2025-05-11,359603.0
2025-05-10,395221.0
2025-05-09,349890.0
2025-05-08,313794.0
2025-05-07,346601.0
2025-05-06,323492.0
2025-05-05,307209.0
2025-05-04,318462.0
2025-05-03,342985.0
2025-05-02,355436.0
2025-05-01,322740.0
2025-04-30,313801.0
2025-04-29,314003.0
2025-04-28,332865.0
2025-04-27,324685.0
2025-04-26,330799.0
2025-04-25,334643.0
2025-04-24,353441.0
2025-04-23,411647.0
2025-04-22,355522.0
2025-04-21,321451.0
2025-04-20,313178.0
2025-04-19,332476.0
2025-04-18,334612.0
2025-04-17,332034.0
2025-04-16,361038.0
2025-04-15,354435.0
2025-04-14,384018.0
2025-04-13,393382.0
2025-04-12,299193.0
2025-04-11,314201.0
2025-04-10,305418.0
2025-04-09,308363.0
2025-04-08,300465.0
2025-04-07,322073.0
2025-04-06,308624.0
2025-04-05,301927.0
2025-04-04,310292.0
2025-04-03,309327.0
2025-04-02,304830.0
2025-04-01,309510.0
2025-03-31,314782.0
2025-03-30,314022.0
2025-03-29,322787.0
2025-03-28,329267.0
2025-03-27,342623.0
2025-03-26,326307.0
2025-03-25,321430.0
2025-03-24,353557.0
2025-03-23,337248.0
2025-03-22,313536.0
2025-03-21,334256.0
2025-03-20,330748.0
2025-03-19,326879.0
2025-03-18,341168.0
2025-03-17,351285.0
2025-03-16,392973.0
2025-03-15,349031.0
2025-03-14,330744.0
2025-03-13,334976.0
2025-03-12,326469.0
2025-03-11,325803.0
2025-03-10,333381.0
2025-03-09,334291.0
2025-03-08,325148.0
2025-03-07,332983.0
2025-03-06,335706.0
2025-03-05,347614.0
2025-03-04,401019.0
2025-03-03,394438.0
2025-03-02,307570.0
2025-03-01,317356.0
2025-02-28,310023.0
2025-02-27,310485.0
2025-02-26,312675.0
2025-02-25,297170.0
2025-02-24,305379.0
2025-02-23,296487.0
2025-02-22,299077.0
2025-02-21,303137.0
2025-02-20,301711.0
2025-02-19,300960.0
2025-02-18,300439.0
2025-02-17,310986.0
2025-02-16,305591.0
2025-02-15,309441.0
2025-02-14,312816.0
2025-02-13,331283.0
2025-02-12,339538.0
2025-02-11,313926.0
2025-02-10,310929.0
2025-02-09,305239.0
2025-02-08,302425.0
2025-02-07,304576.0
2025-02-06,307305.0
2025-02-05,312562.0
2025-02-04,313421.0
2025-02-03,324983.0
2025-02-02,327875.0
2025-02-01,308853.0
2025-01-31,305178.0
2025-01-30,281334.0
2025-01-29,307486.0
2025-01-28,316920.0
2025-01-27,319540.0
2025-01-26,311716.0
2025-01-25,306468.0
2025-01-24,313911.0
2025-01-23,302131.0
2025-01-22,308619.0
2025-01-21,306576.0
2025-01-20,309127.0
2025-01-19,313463.0
2025-01-18,314983.0
2025-01-17,307235.0
2025-01-16,302421.0
2025-01-15,307838.0
2025-01-14,313428.0
2025-01-13,317186.0
2025-01-12,311703.0
2025-01-11,313465.0
2025-01-10,318324.0
2025-01-09,300908.0
2025-01-08,304418.0
2025-01-07,301677.0
2025-01-06,313989.0
2025-01-05,304026.0
2025-01-04,313060.0
2025-01-03,303346.0
2025-01-02,308720.0
2025-01-01,300967.0
2024-12-31,299706.0
2024-12-30,310566.0
2024-12-29,314452.0
2024-12-28,305900.0
2024-12-27,309688.0
2024-12-26,304042.0
2024-12-25,314459.0
2024-12-24,317066.0
2024-12-23,312887.0
2024-12-22,319980.0
2024-12-21,325309.0
2024-12-20,319924.0
2024-12-19,299538.0
2024-12-18,315960.0
2024-12-17,314843.0
2024-12-16,328307.0
2024-12-15,312505.0
2024-12-14,325786.0
2024-12-13,321192.0
2024-12-12,328688.0
2024-12-11,314920.0
2024-12-10,328762.0
2024-12-09,326978.0
2024-12-08,323837.0
2024-12-07,320400.0
2024-12-06,327547.0
2024-12-05,325402.0
2024-12-04,331828.0
2024-12-03,332239.0
2024-12-02,344971.0
2024-12-01,327518.0
2024-11-30,343561.0
2024-11-29,327750.0
2024-11-28,357803.0
2024-11-27,362570.0
2024-11-26,356074.0
2024-11-25,331094.0
2024-11-24,326675.0
2024-11-23,342603.0
2024-11-22,331606.0
2024-11-21,333279.0
2024-11-20,334001.0
2024-11-19,335781.0
2024-11-18,338326.0
2024-11-17,340332.0
2024-11-16,345693.0
2024-11-15,339998.0
2024-11-14,348137.0
2024-11-13,347282.0
2024-11-12,351424.0
2024-11-11,369146.0
2024-11-10,358770.0
2024-11-09,368539.0
2024-11-08,381641.0
2024-11-07,384030.0
2024-11-06,396055.0
2024-11-05,410767.0
2024-11-04,427167.0
2024-11-03,416606.0
2024-11-02,422583.0
2024-11-01,386700.0
2024-10-31,364293.0
2024-10-30,367492.0
2024-10-29,370087.0
2024-10-28,380998.0
2024-10-27,374345.0
2024-10-26,389732.0
2024-10-25,396918.0
2024-10-24,388985.0
2024-10-23,331497.0
2024-10-22,409914.0
2024-10-21,399369.0
2024-10-20,418830.0
2024-10-19,406300.0
2024-10-18,381677.0
2024-10-17,403275.0
2024-10-16,411312.0
2024-10-15,417933.0
2024-10-14,344477.0
2024-10-13,346369.0
2024-10-12,356205.0
2024-10-11,357687.0
2024-10-10,358708.0
2024-10-09,361423.0
2024-10-08,385503.0
2024-10-07,393311.0
2024-10-06,339901.0
2024-10-05,344331.0
2024-10-04,392008.0
2024-10-03,346559.0
2024-10-02,347524.0
2024-10-01,356299.0
2024-09-30,362868.0
2024-09-29,363119.0
2024-09-28,371634.0
2024-09-27,367630.0
2024-09-26,400378.0
2024-09-25,395515.0
2024-09-24,405961.0
2024-09-23,423595.0
2024-09-22,421682.0
2024-09-21,429774.0
2024-09-20,361155.0
2024-09-19,344642.0
2024-09-18,348130.0
2024-09-17,334988.0
2024-09-16,377521.0
2024-09-15,344938.0
2024-09-14,362718.0
2024-09-13,358500.0
2024-09-12,361778.0
2024-09-11,373436.0
2024-09-10,347097.0
2024-09-09,334522.0
2024-09-08,353449.0
2024-09-07,346453.0
2024-09-06,336549.0
2024-09-05,356876.0
2024-09-04,349549.0
2024-09-03,337665.0
2024-09-02,348147.0
2024-09-01,347523.0
2024-08-31,360441.0
2024-08-30,390110.0
2024-08-29,412584.0
2024-08-28,364347.0
2024-08-27,350093.0
2024-08-26,362029.0
2024-08-25,346655.0
2024-08-24,361668.0
2024-08-23,389924.0
2024-08-22,392555.0
2024-08-21,427739.0
2024-08-20,429611.0
2024-08-19,351046.0
2024-08-18,337645.0
2024-08-17,348379.0
2024-08-16,338723.0
2024-08-15,334127.0
2024-08-14,346091.0
2024-08-13,347608.0
2024-08-12,345616.0
2024-08-11,347927.0
2024-08-10,356684.0
2024-08-09,364070.0
2024-08-08,389624.0
2024-08-07,387366.0
2024-08-06,360268.0
2024-08-05,362525.0
2024-08-04,368717.0
2024-08-03,374986.0
2024-08-02,368246.0
2024-08-01,368201.0
2024-07-31,372017.0
2024-07-30,380368.0
2024-07-29,405530.0
2024-07-28,433741.0
2024-07-27,400724.0
2024-07-26,406225.0
2024-07-25,396670.0
2024-07-24,413013.0
2024-07-23,393890.0
2024-07-22,393066.0
2024-07-21,405832.0
2024-07-20,405552.0
2024-07-19,410542.0
2024-07-18,412524.0
2024-07-17,419178.0
2024-07-16,423071.0
2024-07-15,422299.0
2024-07-14,424384.0
2024-07-13,384476.0
2024-07-12,408887.0
2024-07-11,425837.0
2024-07-10,441607.0
2024-07-09,374574.0
2024-07-08,367126.0
2024-07-07,381548.0
2024-07-06,380901.0
2024-07-05,390235.0
2024-07-04,423200.0
2024-07-03,414171.0
2024-07-02,420477.0
2024-07-01,408675.0
2024-06-30,416415.0
2024-06-29,353485.0
2024-06-28,333596.0
2024-06-27,337775.0
2024-06-26,331931.0
2024-06-25,341952.0
2024-06-24,375008.0
2024-06-23,374583.0
2024-06-22,356088.0
2024-06-21,332494.0
2024-06-20,327638.0
2024-06-19,321707.0
2024-06-18,339275.0
2024-06-17,337904.0
2024-06-16,344418.0
2024-06-15,338166.0
2024-06-14,331228.0
2024-06-13,337037.0
2024-06-12,329883.0
2024-06-11,345281.0
2024-06-10,341774.0
2024-06-09,369318.0
2024-06-08,326660.0
2024-06-07,315387.0
2024-06-06,324003.0
2024-06-05,317331.0
2024-06-04,324059.0
2024-06-03,333797.0
2024-06-02,323661.0
2024-06-01,336351.0
2024-05-31,321100.0
2024-05-30,327547.0
2024-05-29,331192.0
2024-05-28,346418.0
2024-05-27,399119.0
2024-05-26,333064.0
2024-05-25,336897.0
2024-05-24,342044.0
2024-05-23,340361.0
2024-05-22,342984.0
2024-05-21,338302.0
2024-05-20,369284.0
2024-05-19,357330.0
2024-05-18,360572.0
2024-05-17,368234.0
2024-05-16,376746.0
2024-05-15,374105.0
2024-05-14,392292.0
2024-05-13,401027.0
2024-05-12,418654.0
2024-05-11,394998.0
2024-05-10,413519.0
2024-05-09,410063.0
2024-05-08,425583.0
2024-05-07,381904.0
2024-05-06,352877.0
2024-05-05,348467.0
2024-05-04,340744.0
2024-05-03,350915.0
2024-05-02,355082.0
2024-05-01,368361.0
2024-04-30,378803.0
2024-04-29,372603.0
2024-04-28,357159.0
2024-04-27,358826.0
2024-04-26,364671.0
2024-04-25,367514.0
2024-04-24,353271.0
2024-04-23,376223.0
2024-04-22,372237.0
2024-04-21,406042.0
2024-04-20,374045.0
2024-04-19,369116.0
2024-04-18,361103.0
2024-04-17,386011.0
2024-04-16,396303.0
2024-04-15,364022.0
2024-04-14,358686.0
2024-04-13,364248.0
2024-04-12,361847.0
2024-04-11,369477.0
2024-04-10,369596.0
2024-04-09,386332.0
2024-04-08,383639.0
2024-04-07,405730.0
2024-04-06,420603.0
2024-04-05,409415.0
2024-04-04,407150.0
2024-04-03,397552.0
2024-04-02,367769.0
2024-04-01,374116.0
2024-03-31,362077.0
2024-03-30,370627.0
2024-03-29,357771.0
2024-03-28,347715.0
2024-03-27,363315.0
2024-03-26,354637.0
2024-03-25,338053.0
2024-03-24,334282.0
2024-03-23,375385.0
2024-03-22,332392.0
2024-03-21,336591.0
2024-03-20,334204.0
2024-03-19,326790.0
2024-03-18,345501.0
2024-03-17,329449.0
2024-03-16,330303.0
2024-03-15,329457.0
2024-03-14,341734.0
2024-03-13,350505.0
2024-03-12,346426.0
2024-03-11,344098.0
2024-03-10,335788.0
2024-03-09,338277.0
2024-03-08,344466.0
2024-03-07,356089.0
2024-03-06,379873.0
2024-03-05,384260.0
2024-03-04,347174.0
2024-03-03,341682.0
2024-03-02,328854.0
2024-03-01,356935.0
2024-02-29,346824.0
2024-02-28,339807.0
2024-02-27,311959.0
2024-02-26,371251.0
2024-02-25,393022.0
2024-02-24,372238.0
2024-02-23,374468.0
2024-02-22,388708.0
2024-02-21,395891.0
2024-02-20,393469.0
2024-02-19,378770.0
2024-02-18,333060.0
2024-02-17,335350.0
2024-02-16,342813.0
2024-02-15,385617.0
2024-02-14,347126.0
2024-02-13,347864.0
2024-02-12,338408.0
2024-02-11,314106.0
2024-02-10,358354.0
2024-02-09,362542.0
2024-02-08,369732.0
2024-02-07,370814.0
2024-02-06,382106.0
2024-02-05,386414.0
2024-02-04,351792.0
2024-02-03,332283.0
2024-02-02,333657.0
2024-02-01,327941.0
2024-01-31,316128.0
2024-01-30,324553.0
2024-01-29,331499.0
2024-01-28,327195.0
2024-01-27,324715.0
2024-01-26,333158.0
2024-01-25,329184.0
2024-01-24,327706.0
2024-01-23,337563.0
2024-01-22,358019.0
2024-01-21,400926.0
2024-01-20,378358.0
2024-01-19,383584.0
2024-01-18,354306.0
2024-01-17,339941.0
2024-01-16,331557.0
2024-01-15,336997.0
2024-01-14,345478.0
2024-01-13,326404.0
2024-01-12,334475.0
2024-01-11,338928.0
2024-01-10,395376.0
2024-01-09,332255.0
2024-01-08,336256.0
2024-01-07,336638.0
2024-01-06,332914.0
2024-01-05,328785.0
2024-01-04,339477.0
2024-01-03,332062.0
2024-01-02,340370.0
2024-01-01,339239.0
2023-12-31,361389.0
2023-12-30,359471.0
2023-12-29,337266.0
2023-12-28,343664.0
2023-12-27,356313.0
2023-12-26,360741.0
2023-12-25,360329.0
2023-12-24,355196.0
2023-12-23,350225.0
2023-12-22,353243.0
2023-12-21,369294.0
2023-12-20,364228.0
2023-12-19,373195.0
2023-12-18,350278.0
2023-12-17,363145.0
2023-12-16,427616.0
2023-12-15,415210.0
2023-12-14,356331.0
2023-12-13,339508.0
2023-12-12,369622.0
2023-12-11,381254.0
2023-12-10,333395.0
2023-12-09,336308.0
2023-12-08,328810.0
2023-12-07,343451.0
2023-12-06,320408.0
2023-12-05,313788.0
2023-12-04,344655.0
2023-12-03,338531.0
2023-12-02,338314.0
2023-12-01,313519.0
2023-11-30,323484.0
2023-11-29,320668.0
2023-11-28,312533.0
2023-11-27,322745.0
2023-11-26,318337.0
2023-11-25,317225.0
2023-11-24,311427.0
2023-11-23,338563.0
2023-11-22,323654.0
2023-11-21,328015.0
2023-11-20,342810.0
2023-11-19,331360.0
2023-11-18,332040.0
2023-11-17,373497.0
2023-11-16,349253.0
2023-11-15,328965.0
2023-11-14,328986.0
2023-11-13,334867.0
2023-11-12,340827.0
2023-11-11,339862.0
2023-11-10,344839.0
2023-11-09,335205.0
2023-11-08,336238.0
2023-11-07,345035.0
2023-11-06,448935.0
2023-11-05,326963.0
2023-11-04,342649.0
2023-11-03,345654.0
2023-11-02,332382.0
2023-11-01,343113.0
2023-10-31,337785.0
2023-10-30,337646.0
2023-10-29,341549.0
2023-10-28,338636.0
2023-10-27,348697.0
2023-10-26,346269.0
2023-10-25,346361.0
2023-10-24,318316.0
2023-10-23,356878.0
2023-10-22,339029.0
2023-10-21,344545.0
2023-10-20,350674.0
2023-10-19,351539.0
2023-10-18,342556.0
2023-10-17,349729.0
2023-10-16,360254.0
2023-10-15,350760.0
2023-10-14,350174.0
2023-10-13,347385.0
2023-10-12,348875.0
2023-10-11,345508.0
2023-10-10,346677.0
2023-10-09,352460.0
2023-10-08,336254.0
2023-10-07,352366.0
2023-10-06,347182.0
2023-10-05,369815.0
2023-10-04,364162.0
2023-10-03,371880.0
2023-10-02,370440.0
2023-10-01,379986.0
2023-09-30,389012.0
2023-09-29,415165.0
2023-09-28,423985.0
2023-09-27,431619.0
2023-09-26,448014.0
2023-09-25,433405.0
2023-09-24,446065.0
2023-09-23,454276.0
2023-09-22,456871.0
2023-09-21,457515.0
2023-09-20,442885.0
2023-09-19,444862.0
2023-09-18,463358.0
2023-09-17,491352.0
2023-09-16,419989.0
2023-09-15,423959.0
2023-09-14,448509.0
2023-09-13,388799.0
2023-09-12,382897.0
2023-09-11,385036.0
2023-09-10,384824.0
2023-09-09,391076.0
2023-09-08,405349.0
2023-09-07,419229.0
2023-09-06,416147.0
2023-09-05,414987.0
2023-09-04,409303.0
2023-09-03,423796.0
2023-09-02,429821.0
2023-09-01,440949.0
2023-08-31,436850.0
2023-08-30,435808.0
2023-08-29,406911.0
2023-08-28,404224.0
2023-08-27,418391.0
2023-08-26,397708.0
2023-08-25,399142.0
2023-08-24,399849.0
2023-08-23,392033.0
2023-08-22,412969.0
2023-08-21,421717.0
2023-08-20,435804.0
2023-08-19,453210.0
2023-08-18,418643.0
2023-08-17,412818.0
2023-08-16,404824.0
2023-08-15,421728.0
2023-08-14,406774.0
2023-08-13,463959.0
2023-08-12,433019.0
2023-08-11,444795.0
2023-08-10,460117.0
2023-08-09,400149.0
2023-08-08,348140.0
2023-08-07,339911.0
2023-08-06,351794.0
2023-08-05,360961.0
2023-08-04,358145.0
2023-08-03,368290.0
2023-08-02,399885.0
2023-08-01,383089.0
2023-07-31,413663.0
2023-07-30,404939.0
2023-07-29,426515.0
2023-07-28,428473.0
2023-07-27,439085.0
2023-07-26,422267.0
2023-07-25,447577.0
2023-07-24,446138.0
2023-07-23,433995.0
2023-07-22,453102.0
2023-07-21,431898.0
2023-07-20,435051.0
2023-07-19,446996.0
2023-07-18,437196.0
2023-07-17,440362.0
2023-07-16,449763.0
2023-07-15,433974.0
2023-07-14,429571.0
2023-07-13,414284.0
2023-07-12,416318.0
2023-07-11,386614.0
2023-07-10,394034.0
2023-07-09,401365.0
2023-07-08,406843.0
2023-07-07,395977.0
2023-07-06,385619.0
2023-07-05,398563.0
2023-07-04,357692.0
