老磊,家阿贸府樊(沛/老),ph,bod,cod,ss,tn,tp
20260717,311380,6.6,8.7,9.5,4.5,10.455,0.614
20260716,308826,6.6,9.2,9.4,4.4,10.512,0.819
20260715,322184,6.6,9,8.7,4.4,9.334,0.601
20260714,314074,6.7,9.1,8.8,4.1,12.643,0.4
20260713,320977,6.6,8.9,8.0,4.6,13.553,0.411
20260712,322076,6.6,8.9,7.6,4.7,13.148,0.83
20260711,326628,6.7,7.4,7.1,4.8,12.691,0.661
20260710,319665,6.7,9,6.3,4.7,12.271,0.284
20260709,319090,6.6,9,6.3,4.7,12.920,0.276
20260708,313980,6.6,5.5,6.4,4.8,14.987,0.894
20260707,333760,6.7,8.9,6.1,5,12.432,0.567
20260706,333588,6.7,9,6.3,4.3,10.951,1.084
20260705,354944,6.6,8.9,5.7,4.3,8.507,0.748
20260704,353226,6.5,9,5.4,4.3,7.164,0.47
20260703,364646,6.5,6.4,5.2,4.6,5.389,0.822
20260702,404556,6.3,6.7,4.8,4.4,4.084,0.281
20260701,384847,6.6,9,6,4.7,8.431,0.723
20260630,308086,6.6,7.7,5.9,4.8,8.537,0.904
20260629,327477,6.5,9,5.9,4.6,8.941,1.027
20260628,304289,6.5,6.7,5.6,4.3,8.561,0.55
20260627,308247,6.6,5.7,5.6,4.6,7.796,0.532
20260626,319816,6.5,7.4,5.6,4.8,8.417,0.459
20260625,318939,6.5,7.8,5.7,4.5,9.182,0.799
20260624,320803,6.3,7.6,5.2,4.5,6.647,0.332
20260623,301759,6.4,6.2,5.2,4.4,7.128,0.716
20260622,331625,6.4,7.9,5.3,4.2,7.082,0.603
20260621,353693,6.2,8.9,4.8,4.1,5.251,0.475
20260620,388531,6.3,7,5.4,4.2,8.653,0.577
20260619,319578,6.4,7.3,5.7,4.4,10.007,0.509
20260618,297710,6.4,7.3,5.9,4.3,9.822,0.633
20260617,298420,6.4,9,5.8,5.7,9.058,0.702
20260616,293997,6.4,7.9,5.7,4.6,9.452,0.606
20260615,301616,6.4,8.9,6.5,4.5,10.669,0.640
20260614,294074,6.3,7.6,5.8,4.3,10.267,0.592
20260613,291043,6.4,6.7,5.9,4.4,10.562,0.575
20260612,297983,6.4,5,5.7,4.4,10.421,0.601
20260611,293677,6.4,8.4,6.2,4.4,10.188,0.560
20260610,296116,6.3,9.1,6.1,4.4,11.288,0.694
20260609,297849,6.3,9,5.9,4.5,12.140,0.585
20260608,306165,6.4,8.9,6.3,4.4,11.248,0.676
20260607,292158,6.3,7.6,5.8,4.3,9.265,0.507
20260606,305559,6.4,6.7,5.6,4.4,9.143,0.563
20260605,313792,6.4,8.9,6,4.6,8.845,0.535
20260604,313617,6.4,5.7,5.8,4.6,8.372,0.731
20260603,356468,6.2,5.7,5.1,4.1,6.712,0.652
20260602,387359,6.4,7.7,5.8,5.2,10.263,0.752
20260601,311750,6.4,9,6,4.7,9.373,0.666
20260531,301433,6.4,5.1,5.7,4.7,8.722,0.704
20260530,310560,6.4,4.4,5.6,4.6,8.130,0.632
20260529,320471,6.4,4.4,5.4,4.8,7.192,0.663
20260528,359655,6.3,4.5,5.4,4.9,7.827,0.698
20260527,368543,6.3,2.1,5.5,4.7,10.526,0.692
20260526,307833,6.4,8.8,6.1,4.7,10.349,0.901
20260525,306708,6.3,9.1,5.8,4.6,10.356,0.851
20260524,302971,6.3,8.5,5.8,4.6,9.745,0.744
20260523,307084,6.4,7,5.7,4.7,8.533,0.769
20260522,333852,6.5,8.7,5.5,4.8,7.305,0.812
20260521,391104,6.2,8.4,5.2,5,7.347,0.665
20260520,317530,6.4,8.6,6.5,5.2,10.424,0.871
20260519,296286,6.3,8.8,6.9,5.2,10.168,0.798
20260518,308043,6.9,8.9,6.7,5.4,11.308,0.907
20260517,301232,6.9,9.2,6.5,4.7,10.523,1.003
20260516,296804,6.9,5.3,6.7,5.1,10.001,0.831
20260515,300642,6.9,8,7.2,5.2,11.672,0.880
20260514,300415,7,6.8,6.1,4.9,11.450,1.009
20260513,300138,6.9,9.2,6.1,4.6,12.187,0.893
20260512,296100,6.8,8.8,6.7,5.5,12.328,0.892
20260511,303105,6.5,8.8,6.5,4.4,11.678,0.947
20260510,295552,6.8,8.6,5.9,4.4,11.243,0.810
20260509,304489,6.8,4.2,5.8,4.7,9.907,0.770
20260508,296910,6.8,8.5,5.9,5.1,10.956,0.886
20260507,301205,7,8.2,5.9,4.9,10.809,1.154
20260506,307049,6.8,8.8,5.6,4.7,10.265,0.909
20260505,307779,6.8,8.4,5.4,4.9,8.880,0.766
20260504,340089,6.8,9.2,5.1,4.9,7.707,0.731
20260503,324345,6.7,9,5.8,5.1,10.593,1.073
20260502,314006,6.6,6.9,5.6,4.7,8.782,0.931
20260501,362383,6.8,7.5,6.4,5,11.271,1.238
20260430,296683,7,8.9,7.5,4.6,10.170,0.984
20260429,303313,7,8.9,7.1,5.1,10.924,1.089
20260428,292964,6.7,8.8,7.1,5.6,10.752,0.920
20260427,305877,7,8.8,7.2,4.6,10.652,1.084
20260426,298669,6.8,8.9,7.1,4.5,10.622,1.053
20260425,294619,6.8,9.1,7,4.5,11.239,1.094
20260424,303459,6.9,8.8,6.8,4.6,11.361,0.928
20260423,304923,6.8,9.4,7.1,4.8,11.391,0.940
20260422,300554,6.8,8.9,7.2,4.9,10.155,0.702
20260421,309284,6.9,8.9,7.2,5.1,10.634,0.775
20260420,324441,7.1,8.9,8.3,5,10.697,1.081
20260419,317873,7.1,9.2,8.2,5,9.249,1.005
20260418,355049,7,2.1,8.7,6,9.685,0.800
20260417,312159,6.7,4.9,9.1,5.3,9.647,0.818
20260416,312031,7.1,2.8,8.7,5,9.634,0.790
20260415,308807,6.8,8.8,8.7,5.9,10.553,0.668
20260414,312214,6.7,8.9,6.9,6.6,9.894,0.544
20260413,326568,7.1,9.1,8.1,5.4,10.757,0.911
20260412,323600,7.1,8.8,7.6,5.3,9.688,0.728
20260411,341970,6.7,6.4,7.1,5.2,8.159,0.513
20260410,343555,6.6,8.8,6.3,5.9,7.815,0.371
20260409,302286,6.8,8.9,14.5,5.6,10.375,0.778
20260408,319735,6.8,9,14.4,5.2,8.023,0.575
20260407,317744,6.7,9,14,5.6,8.386,0.712
20260406,344129,7.1,8.9,9.1,6.7,7.426,0.609
20260405,343058,7,8.7,8.5,6.5,7.809,0.704
20260404,324665,6.7,8.8,8.9,6.9,11.660,1.046
20260403,302444,6.7,9.2,9,6.2,11.040,0.888
20260402,309036,6.8,9.0,9.1,5.9,11.198,0.944
20260401,319177,6.6,9.1,9.1,6.4,9.982,0.686
20260331,336507,6.5,8.9,8.2,6.6,11.002,0.652
20260330,301941,7.1,8.8,9.2,5.4,12.481,0.852
20260329,292896,7,9.1,9,5.6,11.415,0.709
20260328,292704,6.8,9.0,9.4,7.1,11.618,0.721
20260327,288345,6.7,9.0,9.5,6.4,11.720,0.705
20260326,292173,7.1,9.1,9.4,4.9,12.987,0.732
20260325,287891,6.8,9.0,9.1,5.4,13.068,0.632
20260324,295679,6.8,8.9,9.2,7.0,13.084,0.666
20260323,297575,7.1,8.9,10.4,6.2,13.752,1.028
20260322,293050,7.1,9.1,9.3,5.8,12.173,0.659
20260321,290723,6.7,8.5,9.2,6.8,9.161,0.721
20260320,294842,6.7,8.7,9.9,9.0,13.097,0.720
20260319,310834,7.1,9.0,9.8,6.0,13.381,0.816
20260318,304609,6.9,9.1,9.5,6.4,13.528,0.732
20260317,295119,6.6,9.0,9.2,6.7,14.014,0.697
20260316,298111,7.1,8.9,9.8,5.8,14.755,0.947
20260315,288970,7,9.0,9.1,5.3,13.962,0.895
20260314,290140,6.6,5.9,9.1,6.2,12.871,0.949
20260313,291351,6.7,9.0,8.8,5.7,12.891,1.031
20260312,294885,6.8,9.0,16.6,5.2,12.322,0.803
20260311,293379,6.7,9.1,16.5,5.9,12.609,0.7570
20260310,292171,6.8,8.9,14.2,5.6,13.597,0.862
20260309,298695,6.9,8.4,16,6.1,11.385,0.833
20260308,289656,6.8,9.1,15.5,6.4,10.687,0.613
20260307,295012,6.8,9.1,15.1,6.0,10.360,0.615
20260306,302478,6.7,8.7,16.2,7.3,10.899,0.679
20260305,305767,6.7,9.0,12.1,5.3,10.170,0.640
20260304,316433,6.5,9.1,13.6,7.3,9.234,0.457
20260303,331615,6.6,9.1,11.5,3.7,9.093,0.507
20260302,299133,7,9.2,14.8,6.5,11.857,0.532
20260301,294737,6.9,9.3,14.8,6.7,10.589,0.483
20260228,311764,6.4,6.5,14,6.9,10.222,0.480
20260227,309463,6.6,9.1,14.8,7,11.785,0.517
20260226,298180,6.5,9.3,14,6.4,11.505,0.527
20260225,320492,6.5,9.1,12.8,7.3,10.373,0.563
20260224,290378,7.2,9,13.6,5.5,15.103,0.717
20260223,285502,7.1,9.1,14.4,6.4,15.026,0.706
20260222,283633,7,8.7,14.3,6.4,15.478,0.618
20260221,275675,6.9,6.8,13.3,6.9,14.652,0.494
20260220,280843,6.7,8.9,14.1,7.1,15.477,0.501
20260219,281684,7.1,9.3,15.3,7.9,15.884,0.506
20260218,269581,6.9,9.1,15.7,6.5,16.666,0.410
20260217,283371,6.5,9,16.4,9.1,15.002,0.582
20260216,288629,6.7,9.4,16.5,7.3,16.070,1.152
20260215,299206,6.6,8.8,15.7,7.7,14.370,0.780
20260214,287236,6.3,2.1,14,7.1,14.977,0.668
20260213,290472,6.5,8.6,13.9,8.5,13.924,0.580
20260212,279403,6.5,7.6,13.6,7.1,14.428,0.676
20260211,280122,6.4,5.9,12.4,7.1,14.612,0.709
20260210,279100,6.5,8.7,11.7,8.2,14.839,0.737
20260209,284986,6.6,8.9,12.2,7.2,13.265,0.778
20260208,278438,6.6,9,12.2,6.2,12.529,0.856
20260207,278047,6.6,6.7,11.9,6.3,12.040,0.906
20260206,286231,6.6,9.2,10.6,7.1,12.118,0.664
20260205,281718,6.8,8.2,10.4,3.8,12.636,0.751
20260204,290960,6.5,9.2,11.1,6.8,13.424,0.886
20260203,279486,6.6,8.9,10.5,6.8,12.393,0.571
20260202,283395,6.4,8.8,9.5,6.4,12.701,0.696
20260201,286291,6.5.5,9.2,9.6,6.4,12.287,0.6570
20260131,274125,6.4,9.1,9.1,6.5,11.953,0.558
20260130,284391,6.4,8.9,9.2,7.0,12.167,0.657
20260129,278721,6.6,8.9,10.1,5.8,11.439,0.622
20260128,286107,6.5,8.9,9.0,6.5,12.348,0.697
20260127,281215,6.4,8.9,8.9,7.0,12.904,0.698
20260126,291324,6.5,8.1,9.2,6.6,12.826,0.883
20260125,277036,6.5,9.3,9.0,6.4,12.490,0.938
20260124,284604,6.4,6.7,8.7,6.5,12.216,0.725
20260123,283055,6.5,9.1,8.7,6.1,12.026,0.6580
20260122,283051,6.5,9.1,8.2,5.9,10.485,0.577
20260121,281456,6.4,8.8,8.2,5.9,11.086,0.541
20260120,275594,6.5,9.1,8.5,5.3,12.579,0.609
20260119,288623,6.7,8.9,8.8,4.7,12.474,0.685
20260118,289285,6.7,8.9,9.0,4.6,12.444,0.837
20260117,287141,6.7,8.8,9.4,4.5,11.829,0.828
20260116,295032,6.7,8.9,8.8,4.9,12.458,0.845
20260115,282153,6.7,8.9,9.1,4.4,13.281,0.999
20260114,283593,6.7,9.2,9,4.8,12.159,0.8810
20260113,278608,6.7,9.1,8.7,4.7,12.434,0.927
20260112,294314,6.7,8.9,9.2,4.7,10.683,0.808
20260111,280291,6.7,8.8,8.6,4.2,9.759,0.825
20260110,290725,6.6,9.6,8.7,4.6,11.589,0.871
20260109,279392,6.5,8.9,8.2,4.5,10.592,0.793
20260108,283891,6.6,8.9,8.0,4.3,9.914,0.757
20260107,276378,6.6,9.7,7.9,4.3,11.091,0.998
20260106,289571,6.5,9.1,7.8,4.7,10.641,0.7750
20260105,296727,6.9,8.8,7.7,2.2,11.244,0.899
20260104,285807,6.7,8.9,8,3.1,9.304,0
20260103,275959,6.6,9.4,7.4,4.6,8.920,0.755
20260102,283027,6.7,7.8,7.6,3.9,10.467,0.92
20260101,284752,6.7,9.7,7.3,3.9,8.542,0
20251231,283427,6.7,8.9,7.2,4.0,8.928,0.602
20251230,290137,6.6,9.7,7.3,4.3,9.332,0.807
20251229,299278,6.8,9.8,7.8,4.4,10.367,0.859
20251228,290388,6.7,9.0,7.6,4.6,8.961,0.708
20251227,292163,6.6,6.8,7.4,4.2,7.887,0.585
20251226,299405,6.6,6.6,7.6,4.0,9.089,00.805
20251225,298207,6.6,6.3,7,4.3,8.398,0.74
20251224,338794,6.7,9.3,7.7,4.7,10.054,0.9320
20251223,289985,6.6,9.0,7.8,4.4,9.175,0.848
20251222,290938,6.7,9.8,7.8,4.1,9.921,0.779
20251221,291400,6.7,9.7,7.7,4.4,8.983,0.7987
20251220,290836,6.6,6.8,7.8,4.2,8.843,1.022
20251219,289108,6.6,8.6,7.6,3.9,7.644,0.755
20251218,285557,6.6,9.3,7.3,3.7,8.993,0.803
20251217,306445,6.5,9.6,7.1,3.7,8.934,0.664
20251216,290580,6.6,9.6,7.2,3.9,10.169,0.8610
20251215,301648,6.5,9.0,7.8,3.8,9.706,0.772
20251214,295948,6.5,9.8,7.5,3.6,8.638,0.749
20251213,293938,6.5,2.4,7.2,3.4,7.259,0.592
20251212,294352,6.5,7.1,7.1,3.7,8.283,0.694
20251211,295412,6.5,5.6,7.8,3.7,8.641,0.725
20251210,291412,6.5,7.0,7.3,3.7,8.624,0.7540
20251209,293897,6.5,9.0,7.1,3.6,9.663,0.701
20251208,302861,6.5,9.6,7.5,3.8,11.125,1.014
20251207,294561,6.5,8.4,7.2,3.7,12.162,0
20251206,302220,6.5,8.4,6.9,3.8,10.267,0.695
20251205,298198,6.4,7.0,7.1,3.6,9.808,0.7
20251204,285783,6.5,9.0,7.1,3.5,8.076,0.439
20251203,295357,6.5,9.6,7,3.6,8.861,0.586
20251202,289156,6.5,9.4,6.9,3.8,10.918,0.6060
20251201,302200,6.6,9.7,7.6,3.5,11.679,0.591
20251130,301360,6.5,2.6,7.6,3.5,12.696,0.607
20251129,302266,6.5,2.7,7,3.6,9.789,0.549
20251128,293435,6.5,9.1,7.1,3.7,10.203,0.518
20251127,310606,6.5,9.2,7.4,3.6,8.948,0.484
20251126,294007,6.5,7.8,7.3,3.7,8.634,0.461
20251125,291908,6.5,9.7,7.1,4.0,10.765,0.597
20251124,291603,6.4,9.2,7.2,4.0,11.612,0.603
20251123,302788,6.4,8.9,7.5,3.8,11.527,0.59
20251122,301821,6.5,8.2,7.3,3.9,11.138,0.558
20251121,299794,6.5,9.4,7.0,4.1,9.785,00.439
20251120,301873,6.4,9.5,6.7,4.3,9.576,0.363
20251119,293576,6.5,9.7,6.9,3.9,9.734,0.425
20251118,299286,6.5,9.7,7.0,4.1,11.552,0.5530
20251117,302506,6.5,8.9,7.3,3.7,7.759,0.688
20251116,300119,6.5,8.1,7.5,3.9,5.932,0.533
20251115,307565,6.5,4.7,6.9,4.0,6.454,0.493
20251114,302375,6.5,9.7,6.7,3.9,6.205,0.552
20251113,304633,6.7,9.3,7.1,4.4,8.810,0.954
20251112,308678,6.5,8.3,6.6,4.4,8.045,0.705
20251111,310394,6.5,6.4,5.9,4.3,5.876,0.7280
20251110,344211,6.4,8.9,5.9,3.2,5.888,0.458
20251109,383587,6.4,8.9,6.1,3.2,5.888,0.55
20251108,318466,6.6,7.4,6.4,3.7,6.680,0.455
20251107,318456,6.7,7.7,7.7,5.2,9.174,0.93
20251106,311985,6.7,6.2,6.8,5.7,11.697,0.9120
20251105,319075,6.7,5.8,8,4.7,8.680,1.296
20251104,313773,6.6,4.0,7,4.5,8.968,1.103
20251103,320941,6.5,4.0,6.6,3.5,8.398,0.749
20251102,316686,6.5,4.3,6.6,3.4,7.596,0.757
20251101,322523,6.5,3.1,6.1,3.6,7.621,0.8260
20251031,310139,6.5,3.4,6.4,3.5,6.322,0.7650
20251030,318099,6.5,3.9,6.2,3.3,6.247,0.787
20251029,321249,6.4,3.7,5.8,3.4,6.957,0.7310
20251028,312837,6.4,5.5,5.8,3.5,6.787,0.756
20251027,328510,6.4,4.8,5.9,3.2,7.740,0.907
20251026,332757,6.4,5.0,5.6,3.2,6.501,0.839
20251025,365422,6.3,3.8,4.9,3.1,5.362,0.676
20251024,337371,6.4,4.0,5.7,3.4,7.351,0.8350
20251023,330879,6.4,3.6,5.6,3.1,6.597,0.797
20251022,325367,6.4,9.4,6.1,3.2,7.247,0.8590
20251021,321662,6.4,7.9,5.5,3.3,6.938,0.671
20251020,333915,6.4,5.4,5.9,3.1,7.562,0.945
20251019,331241,6.5,5.9,5.6,3.0,7.088,0.911
20251018,342216,6.5,9.0,5.3,3.1,7.072,0.8
20251017,370476,6.5,9.4,5.4,2.8,6.113,0.848
20251016,379565,6.5,6.3,5.6,3.4,7.332,0.841
20251015,349157,6.4,6.8,5.7,3.2,5.795,0.674
20251014,344885,6.5,3.9,5.8,3.3,8.782,0.912
20251013,315807,6.6,4.0,6,3.2,9.235,0.775
20251012,324551,6.6,4.2,5.9,3.0,9.146,0.793
20251011,329898,6.5,8.8,5.6,3.2,7.926,0.7140
20251010,338086,6.5,4.3,6.0,3.3,9.247,0.711
20251009,334693,6.4,6.6,5.8,3.9,9.320,0.603
20251008,341189,6.5,6.0,5.6,3.4,9.008,0.652
20251007,350073,6.4,5.9,5.5,3.3,6.910,0.533
20251006,375232,6.5,6.4,5.5,3.7,6.241,0.566
20251005,355913,6.4,9.2,5.5,3.9,6.239,0.615
20251004,386529,6.3,9.1,4.7,3.5,4.859,0.656
20251003,357406,6.5,9.5,5.9,3.9,9.318,0.72
20251002,319909,6.7,9.3,5.9,3.4,9.176,0.7990
20251001,324037,6.6,8.4,5.8,3.4,9.718,0.905
20250930,319185,6.6,6.9,5.7,3.7,8.913,0.754
20250929,333713,6.6,6.7,6.0,3.3,7.767,0.729
20250928,341837,6.6,5.6,5.9,3.5,8.736,0.796
20250927,323988,6.6,3.7,5.9,3.6,9.137,0.781
20250926,320690,6.5,4.6,2.0,3.9,9.144,0.741
20250925,323539,6.6,8.6,9.3,3.2,9.863,0.897
20250924,322038,6.8,6.7,6,2.1,8.985,0.683
20250923,318598,6.4,6.7,5.7,3.2,8.086,0.772
20250922,324737,6.5,5.9,6.2,3.3,8.479,0.774
20250921,321511,6.5,7.6,6,3.1,8.657,0.7770
20250920,346052,6.5,9.5,5.8,3.2,8.490,0.742
20250919,329490,6.5,8.8,5.7,3.5,7.488,0.614
20250918,351138,6.6,6.0,6,3.2,7.429,0.597
20250917,351753,6.5,5.7,5.8,3.0,7.711,0.605
20250916,342722,6.5,4.5,5.5,3.1,8.272,0.591
20250915,364040,6.6,8.4,5.6,3.0,8.049,0.5650
20250914,352196,6.4,8.5,5.3,2.9,7.830,0.496
20250913,368530,6.5,9.2,5.7,3.2,10.217,0.681
20250912,332265,6.5,9.1,5.7,3.3,8.658,0.556
20250911,340163,6.6,9.2,6.2,3.2,8.625,0.7470
20250910,334762,6.6,9.9,6.2,3.2,8.625,0.747
20250909,376522,6.6,5.8,6.2,3.2,8.625,0.7470
20250908,344236,6.6,9.8,6.2,3.2,8.625,0.747
20250907,341378,6.4,9.7,5.9,3.2,10.660,0.753
20250906,329707,6.3,6.0,5.3,3.1,7.403,0.732
20250905,328269,6.4,8.8,5.5,3.1,6.557,0.6750
20250904,340947,6.4,6.0,5.7,3.2,5.578,0.627
20250903,367480,6.3,6.0,6,3.1,5.543,0.579
20250902,353495,6.4,6.6,5.7,3.3,8.347,0.7140
20250901,346705,6.4,6.1,5.9,2.5,9.187,0.7460
20250831,344708,6.4,7.1,5.6,3.5,7.959,0.726
20250830,348354,6.3,5.0,5.2,3.3,6.389,0.616
20250829,339399,6.4,3.9,5.6,3.2,6.973,0.708
20250828,330296,6.4,4.6,5.5,3.1,5.611,0.6460
20250827,345172,6.4,5.6,5.9,3.1,5.770,0.678
20250826,358867,6.4,6.2,5.2,3.1,7.110,0.6720
20250825,349051,6.4,6.2,5.4,3.1,7.300,0.697
20250824,351933,6.4,5.7,5.1,2.8,5.700,0.574
20250823,353610,6.4,5.7,4.9,2.8,5.700,0.550.55
20250822,349956,6.3,1.7,4.9,3.0,6.505,0.591
20250821,354572,6.5,1.7,5.3,2.8,4.764,0.519
20250820,369270,6.4,3.7,5,3.0,5.825,0.559
20250819,371413,6.4,1.0,5,3.1,5.744,0.5630
20250818,386002,6.4,2.3,5.2,3.1,6.210,0.636
20250817,395742,6.5,4.2,4.9,3.2,6.274,0.598
20250816,411081,6.4,5.9,4.9,3.2,5.600,0.978
20250815,404154,6.4,8.1,4.5,1.5,6.706,0.726
20250814,417475,6.4,4.5,4.6,3.3,4.673,0.671
20250813,433435,6.4,6.9,4.0,3.5,4.526,0.642
20250812,431457,6.3,5.3,4.2,3.6,5.162,0.630
20250811,422754,6.3,5.6,4.8,3.2,5.277,0.637
20250810,425298,6.3,5.7,5.2,3.6,7.709,0.615
20250809,356570,6.4,9.6,5.2,3.1,6.920,0.565
20250808,357166,6.4,5.7,5.2,3.1,5.907,0.543
20250807,381747,6.4,7.7,5.0,3.0,5.025,0.587
20250806,424292,6.3,9.3,4.7,3.4,5.606,0.593
20250805,422842,6.3,7.9,4.9,3.8,6.453,0.521
20250804,420486,6.5,5.2,5.2,3.5,7.884,0.777
20250803,359333,6.6,5.7,5.20,3.2,7.526,0.678
20250802,351843,6.6,5.2,5.20,3.3,8.185,0.7140
20250801,351796,6.5,5.4,5.3,3.2,9.470,0.611
20250731,358803,6.5,3.3,5.5,3.2,7.912,0.546
20250730,350461,6.5,4.0,5.5,3.2,8.929,0.572
20250729,346660,6.5,3.7,5.1,3.2,8.287,0.567
20250728,372304,6.5,2.1,5.2,3.2,8.455,0.625
20250727,364549,6.4,1.0,4.9,3.1,8.545,0.612
20250726,382152,6.5,1.7,4.9,3.3,7.106,0.581
20250725,379960,6.4,3.2,4.8,3.3,7.129,0.5890
20250724,410061,6.4,3.8,4.8,3.5,7.475,0.664
20250723,422368,6.3,3.5,4.7,3.4,7.023,0.627
20250722,397548,6.4,3.6,4.6,3.3,6.847,0.695
20250721,421977,6.4,0.5,4.6,3.6,7.157,0.932
20250720,436125,6.4,2.4,4,3.5,6.814,0.862
20250719,442543,6.4,7.8,4.2,3.4,6.525,0.714
20250718,425861,6.9,4.4,5,2.1,11.222,0.716
20250717,415960,6.9,5.1,5,2.1,11.222,0.716
20250716,413291,6.9,9.3,4.8,2.1,11.222,0.716
20250715,416246,6.9,9.8,4.4,2.1,11.222,0.716
20250714,405354,6.9,9.8,4.7,2.1,11.222,0.716
20250713,348961,6.9,9.6,5.8,2.1,11.222,0.716
20250712,344100,6.9,9.9,5.4,2.2,9.404,0.578
20250711,339741,6.9,7.7,5.6,2.3,8.613,0.439
20250710,338631,6.9,8.3,5.5,2.3,10.712,0.497
20250709,340708,6.9,5.5,5.8,2.4,9.858,0.438
20250708,341324,6.9,9.2,5.5,2.6,9.623,0.4190
20250707,336484,7,6.9,6.3,2.5,10.930,0.499
20250706,333045,7,8.9,5.7,2.6,11.592,0.543
20250705,343180,6.9,2.1,5.5,2.5,7.409,0.424
20250704,350353,6.8,1.0,5.5,2.6,9.532,0.417
20250703,347614,6.9,1.6,5.8,2.4,8.677,0.4180
20250702,351744,6.8,2.3,5.4,2.2,8.340,0.406
20250701,344014,6.9,3.0,5.2,2.8,7.990,0.3530
20250630,390293,6.8,4.5,5.6,2.7,8.500,0.489
20250629,389966,6.3,4.5,4.8,0.6,8.789,0.041
20250628,397772,6.8,5.8,4.8,2.4,7.254,0.52
20250627,415353,6.8,5.0,4.5,2.5,5.266,0.5120
20250626,416736,6.8,6.0,4,2.8,5.509,0.460
20250625,433686,6.7,8.2,3.7,2.8,5.171,0.4350
20250624,412141,6.7,9.5,5,2.8,6.798,0.529
20250623,401740,6.7,5.7,4.7,2.4,6.987,0.641
20250622,415139,6.7,5.7,4.6,2.4,6.987,0.588
20250621,372147,6.8,8.9,5.2,2.4,8.730,0.6310
20250620,369974,6.9,9.8,5.1,2.7,7.572,0.631
20250619,377651,6.8,9.6,5.3,2.8,8.461,0.472
20250618,387341,6.9,9.7,4.9,2.4,6.898,0.663
20250617,409493,6.9,9.7,4.7,2.5,6.292,0.558
20250616,417274,6.9,9.7,4.8,2.6,7.040,0.573
20250615,419264,6.9,9.6,4.3,2.4,5.976,0.498
20250614,412949,6.9,7.0,4.8,2.6,9.153,0.662
20250613,331905,6.9,9.7,5.6,2.8,10.115,0.6480
20250612,333600,6.9,9.7,6.1,3.0,10.313,0.560
