date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m)
2020-08-16,,,12.30625,216.27083333333334,23.452083333333334,29.620833333333334,,,,,,,,,
2020-08-17,,,13.708510638297872,192.74468085106383,22.527659574468085,30.159574468085108,,,,,,,,,
2020-08-18,,,14.870833333333332,217.89583333333334,21.1125,30.931250000000002,,,,,,,,,
2020-08-19,,,16.43191489361702,151.82978723404256,20.4468085106383,31.285106382978725,,,,,,,,,
2020-08-20,,,14.768749999999999,197.6875,19.922916666666666,31.368750000000002,,,,,,,,,
2020-08-21,,,11.65,173.47826086956522,19.15869565217391,31.495652173913044,,,,,,,,,
2020-08-22,,,11.360416666666666,203.16666666666666,19.037499999999998,31.40833333333333,,,,,,,,,
2020-08-23,,,10.539583333333333,191.45833333333334,19.495833333333334,31.02916666666667,,,,,,,,,
2020-08-24,,,9.421276595744681,153.89361702127658,19.908510638297873,30.629787234042553,,,,,,,,,
2020-08-25,,,8.34375,176.35416666666666,19.83125,30.539583333333336,,,,,,,,,
2020-08-26,,,10.275,106.27083333333333,20.829166666666666,30.09166666666667,,,,,,,,,
2020-08-27,,,12.4375,149.14583333333334,22.46875,28.97083333333333,,,,,,,,,
2020-08-28,,,9.86595744680851,182.08510638297872,22.668085106382982,28.31276595744681,,,,,,,,,
2020-08-29,,,11.572340425531914,272.0425531914894,22.693617021276594,27.661702127659574,,,,,,,,,
2020-08-30,,,9.808333333333334,213.35416666666666,22.808333333333334,27.870833333333334,,,,,,,,,
2020-08-31,,,19.6,307.0,23.1,27.4,,,,,,,,,
2020-09-01,,,17.670833333333334,174.14583333333334,23.416666666666668,27.20625,,,,,,,,,
2020-09-02,,,16.691666666666666,171.875,25.454166666666666,26.425,,,,,,,,,
2020-09-03,,,13.766666666666666,160.25,25.23125,26.616666666666664,,,,,,,,,
2020-09-04,,,8.30625,212.75,25.097916666666666,26.429166666666664,,,,,,,,,
2020-09-05,,,10.910416666666668,201.02083333333334,24.410416666666666,26.389583333333334,,,,,,,,,
2020-09-06,,,7.431914893617021,226.14893617021278,23.451063829787234,26.363829787234042,,,,,,,,,
2020-09-07,,,11.708333333333334,210.64583333333334,22.79375,25.993750000000002,,,,,,,,,
2020-09-08,,,8.795744680851064,222.63829787234042,22.799999999999997,25.955319148936173,,,,,,,,,
2020-09-09,,,10.238888888888889,325.0,22.98888888888889,25.87777777777778,,,,,,,,,
2020-09-10,,,11.788235294117648,279.05882352941177,23.48235294117647,31.1375,,,,,,,,,
2020-09-11,,,10.308510638297872,247.0212765957447,23.470212765957445,31.204255319148935,,,,,,,,,
2020-09-12,,,8.891666666666667,185.89583333333334,23.327083333333334,30.991666666666664,,,,,,,,,
2020-09-13,,,12.027083333333332,208.3125,23.570833333333336,30.71666666666667,,,,,,,,,
2020-09-14,,,14.793750000000001,185.39583333333334,23.839583333333334,30.51875,,,,,,,,,
2020-09-15,,,12.623404255319148,184.25531914893617,23.84255319148936,30.495744680851065,,,,,,,,,
2020-09-16,,,11.85,227.08333333333334,23.572916666666668,30.78125,,,,,,,,,
2020-09-17,,,10.19375,233.41666666666666,23.195833333333336,30.960416666666664,,,,,,,,,
2020-09-18,,,9.772916666666667,221.4375,22.71875,31.160416666666666,,,,,,,,,
2020-09-19,,,8.735416666666667,182.83333333333334,22.291666666666668,31.308333333333334,,,,,,,,,
2020-09-20,,,9.189583333333333,217.29166666666666,21.891666666666666,31.477083333333336,,,,,,,,,
2020-09-21,,,7.714583333333334,193.04166666666666,21.48125,31.599999999999998,,,,,,,,,
2020-09-22,,,9.445833333333333,230.625,21.072916666666668,31.629166666666666,,,,,,,,,
2020-09-23,,,8.923404255319149,186.70212765957447,20.948936170212768,31.482978723404255,,,,,,,,,
2020-09-24,,,8.53125,160.9375,21.058333333333334,31.285416666666666,,,,,,,,,
2020-09-25,,,7.470833333333334,243.16666666666666,21.3125,30.98125,,,,,,,,,
2020-09-26,,,7.908333333333334,224.33333333333334,21.610416666666666,30.45,,,,,,,,,
2020-09-27,,,6.520833333333333,243.75,21.741666666666664,29.852083333333336,,,,,,,,,
2020-09-28,,,8.206249999999999,147.83333333333334,21.822916666666668,29.09375,,,,,,,,,
2020-09-29,,,7.772916666666667,150.70833333333334,21.87291666666667,28.20625,,,,,,,,,
2020-09-30,,,8.304166666666667,179.60416666666666,21.99791666666667,27.2625,,,,,,,,,
2020-10-01,,,8.1,254.0,22.0,26.8,,,,,,,,,
2020-10-02,,,8.602083333333333,151.39583333333334,22.2375,25.714583333333334,,,,,,,,,
2020-10-03,,,7.333333333333333,152.16666666666666,22.391666666666666,25.070833333333336,,,,,,,,,
2020-10-04,,,6.910416666666666,193.45833333333334,22.460416666666664,24.558333333333334,,,,,,,,,
2020-10-05,,,7.479166666666667,185.97916666666666,22.289583333333336,24.12291666666667,,,,,,,,,
2020-10-06,,,5.577083333333333,222.58333333333334,22.037499999999998,23.81458333333333,,,,,,,,,
2020-10-07,,,6.96875,216.22916666666666,21.858333333333334,23.56458333333333,,,,,,,,,
2020-10-08,,,7.323404255319149,210.74468085106383,21.51063829787234,23.406382978723403,,,,,,,,,
2020-10-09,,,5.777083333333334,138.97916666666666,21.260416666666668,23.172916666666666,,,,,,,,,
2020-10-10,,,5.154166666666667,141.0,21.135416666666668,22.947916666666668,,,,,,,,,
2020-10-11,,,4.689583333333333,139.29166666666666,21.1125,22.645833333333332,,,,,,,,,
2020-10-12,,,6.3999999999999995,148.79166666666666,21.170833333333334,22.320833333333336,,,,,,,,,
2020-10-13,,,7.020833333333333,172.95833333333334,21.172916666666666,22.04375,,,,,,,,,
2020-10-14,,,8.052083333333334,149.95833333333334,21.0625,21.956249999999997,,,,,,,,,
2020-10-15,,,9.735416666666667,187.5625,21.04375,21.652083333333334,,,,,,,,,
2020-10-16,,,7.069565217391304,154.8913043478261,21.019565217391303,21.57608695652174,,,,,,,,,
2020-10-17,,,10.241666666666667,201.125,21.01875,21.458333333333332,,,,,,,,,
2020-10-18,,,10.806382978723404,200.9787234042553,20.97659574468085,21.372340425531913,,,,,,,,,
2020-10-19,,,9.4625,241.8125,20.8875,21.818749999999998,,,,,,,,,
2020-10-20,,,9.37872340425532,217.12765957446808,20.738297872340425,21.863829787234042,,,,,,,,,
2020-10-21,,,6.702083333333333,222.20833333333334,20.5375,21.941666666666666,,,,,,,,,
2020-10-22,,,7.9937499999999995,218.4375,20.3625,22.135416666666668,,,,,,,,,
2020-10-23,,,6.189583333333334,178.02083333333334,20.095833333333335,22.118750000000002,,,,,,,,,
2020-10-24,,,5.695744680851064,171.31914893617022,19.836170212765957,21.846808510638297,,,,,,,,,
2020-10-25,,,4.702083333333333,199.39583333333334,19.770833333333332,21.79375,,,,,,,,,
2020-10-26,,,5.23125,198.64583333333334,19.539583333333333,21.870833333333334,,,,,,,,,
2020-10-27,,,5.379166666666666,245.41666666666666,19.439583333333335,21.860416666666666,,,,,,,,,
2020-10-28,,,6.545833333333333,215.3125,19.23125,21.804166666666664,,,,,,,,,
2020-10-29,,,6.404166666666666,212.3125,18.947916666666668,21.645833333333332,,,,,,,,,
2020-10-30,,,6.555555555555555,203.51111111111112,18.61777777777778,26.782222222222224,,,,,,,,,
2020-10-31,,,7.908333333333334,194.72916666666666,18.391666666666666,32.68333333333334,,,,,,,,,
2020-11-01,,,7.6,171.0,18.4,32.7,,,,,,,,,
2020-11-02,,,7.797916666666667,218.27083333333334,18.3125,32.60625,,,,,,,,,
2020-11-03,,,7.464583333333334,193.04166666666666,18.175,32.608333333333334,,,,,,,,,
2020-11-04,,,7.995744680851064,197.72340425531914,17.94255319148936,32.67446808510638,,,,,,,,,
2020-11-05,,,6.91875,191.52083333333334,17.8125,32.68541666666667,,,,,,,,,
2020-11-06,,,6.7875000000000005,211.64583333333334,17.802083333333332,32.67291666666667,,,,,,,,,
2020-11-07,,,6.842553191489362,189.40425531914894,17.819148936170212,32.6,,,,,,,,,
2020-11-08,,,3.85,167.8125,17.752083333333335,32.50625,,,,,,,,,
2020-11-09,,,5.638297872340425,160.25531914893617,17.393617021276597,32.41489361702128,,,,,,,,,
2020-11-10,,,4.3062499999999995,227.875,17.349999999999998,32.481249999999996,,,,,,,,,
2020-11-11,,,5.427083333333333,164.20833333333334,17.1875,32.489583333333336,,,,,,,,,
2020-11-12,,,6.427083333333333,176.47916666666666,17.139583333333334,32.49791666666667,,,,,,,,,
2020-11-13,,,8.981250000000001,193.52083333333334,17.052083333333332,32.481249999999996,,,,,,,,,
2020-11-14,,,8.339583333333334,165.0,17.027083333333334,32.458333333333336,,,,,,,,,
2020-11-15,,,9.018749999999999,180.45833333333334,16.9875,32.479166666666664,,,,,,,,,
2020-11-16,,,11.766666666666666,208.625,16.98125,32.458333333333336,,,,,,,,,
2020-11-17,,,10.145833333333334,194.8125,17.054166666666667,32.427083333333336,,,,,,,,,
2020-11-18,,,10.247916666666667,196.6875,17.07916666666667,32.485416666666666,,,,,,,,,
2020-11-19,,,12.514583333333334,191.10416666666666,17.245833333333334,32.579166666666666,,,,,,,,,
2020-11-20,,,7.416666666666667,192.89583333333334,17.177083333333332,32.40625,,,,,,,,,
2020-11-21,,,6.074468085106383,180.87234042553192,16.93404255319149,32.304255319148936,,,,,,,,,
2020-11-22,,,5.2749999999999995,159.95833333333334,16.820833333333333,32.31458333333333,,,,,,,,,
2020-11-23,,,7.291666666666667,152.66666666666666,16.470833333333335,32.18333333333334,,,,,,,,,
2020-11-24,,,5.03125,138.0,16.34375,32.24791666666667,,,,,,,,,
2020-11-25,,,7.110416666666667,142.79166666666666,16.2,32.295833333333334,,,,,,,,,
2020-11-26,,,6.445652173913044,126.73913043478261,16.33913043478261,32.26304347826087,,,,,,,,,
2020-11-27,,,6.433333333333334,110.375,16.3125,32.27916666666666,,,,,,,,,
2020-11-28,,,5.885416666666667,147.75,16.002083333333335,32.25,,,,,,,,,
2020-11-29,,,8.8,188.31914893617022,15.610638297872342,32.12765957446808,,,,,,,,,
2020-11-30,,,6.959574468085107,173.87234042553192,15.48936170212766,32.04468085106383,,,,,,,,,
2020-12-01,,,6.829787234042553,208.0,15.274468085106383,31.944680851063833,,,,,,,,,
2020-12-02,,,7.5,167.0,14.9,31.8,,,,,,,,,
2020-12-03,,,9.602083333333333,189.16666666666666,15.139583333333334,31.72083333333333,,,,,,,,,
2020-12-04,,,10.658333333333333,184.5,14.893749999999999,31.47083333333333,,,,,,,,,
2020-12-05,,,11.272916666666667,176.39583333333334,14.68125,31.304166666666664,,,,,,,,,
2020-12-06,,,9.704166666666667,192.58333333333334,14.835416666666667,31.020833333333332,,,,,,,,,
2020-12-07,,,7.527083333333334,122.29166666666667,14.685416666666667,30.806250000000002,,,,,,,,,
2020-12-08,,,7.408333333333334,102.66666666666667,14.56875,30.29375,,,,,,,,,
2020-12-09,,,7.364583333333333,141.16666666666666,14.335416666666667,30.177083333333332,,,,,,,,,
2020-12-10,,,6.397916666666667,118.35416666666667,14.229166666666666,30.010416666666668,,,,,,,,,
2020-12-11,,,6.91875,137.5,14.254166666666668,29.70625,,,,,,,,,
2020-12-12,,,8.577083333333333,153.83333333333334,14.149999999999999,29.370833333333334,,,,,,,,,
2020-12-13,,,11.664583333333333,167.70833333333334,14.1,29.243750000000002,,,,,,,,,
2020-12-14,,,10.897872340425533,175.93617021276594,13.87872340425532,29.06808510638298,,,,,,,,,
2020-12-15,,,12.351063829787234,177.19148936170214,13.580851063829787,28.851063829787233,,,,,,,,,
2020-12-16,,,11.504166666666668,187.58333333333334,13.397916666666667,28.943749999999998,,,,,,,,,
2020-12-17,,,11.833333333333334,164.125,13.260416666666666,28.954166666666666,,,,,,,,,
2020-12-18,,,10.016666666666667,167.08333333333334,13.129166666666668,28.808333333333334,,,,,,,,,
2020-12-19,,,9.733333333333333,195.77083333333334,12.902083333333332,28.41875,,,,,,,,,
2020-12-20,,,8.348936170212765,111.85106382978724,12.642553191489363,28.282978723404256,,,,,,,,,
2020-12-21,,,7.5375000000000005,120.0,12.583333333333334,28.047916666666666,,,,,,,,,
2020-12-22,,,6.2,121.4375,12.477083333333333,27.860416666666666,,,,,,,,,
2020-12-23,,,5.40625,124.875,12.358333333333334,27.62708333333333,,,,,,,,,
2020-12-24,,,6.585416666666667,120.0625,12.325000000000001,27.485416666666666,,,,,,,,,
2020-12-25,,,4.812765957446809,141.25531914893617,12.004255319148937,27.06382978723404,,,,,,,,,
2020-12-26,,,7.316666666666666,133.14583333333334,11.995833333333332,26.554166666666664,,,,,,,,,
2020-12-27,,,7.89375,165.83333333333334,12.077083333333334,26.397916666666664,,,,,,,,,
2020-12-28,,,10.9125,184.39583333333334,12.200000000000001,26.264583333333334,,,,,,,,,
2020-12-29,,,8.989583333333334,194.22916666666666,12.414583333333333,25.84375,,,,,,,,,
2020-12-30,,,10.71875,177.875,12.341666666666667,25.712500000000002,,,,,,,,,
2020-12-31,,,13.072916666666666,175.04166666666666,12.09375,25.74791666666667,,,,,,,,,
2021-01-01,,,11.408333333333333,171.79166666666666,12.089583333333332,25.59375,,,,,,,,,
2021-01-02,,,6.2,104.0,12.1,25.5,,,,,,,,,
2021-01-03,,,11.262500000000001,181.0625,12.1,25.272916666666664,,,,,,,,,
2021-01-04,,,9.727083333333333,166.16666666666666,12.168750000000001,25.233333333333334,,,,,,,,,
2021-01-05,,,7.5562499999999995,197.22916666666666,12.137500000000001,25.037499999999998,,,,,,,,,
2021-01-06,,,7.422916666666667,134.1875,11.827083333333334,24.75208333333333,,,,,,,,,
2021-01-07,,,8.293750000000001,130.625,11.297916666666666,24.50208333333333,,,,,,,,,
2021-01-08,,,9.527083333333334,130.64583333333334,10.950000000000001,24.375,,,,,,,,,
2021-01-09,,,8.285416666666666,109.83333333333333,11.020833333333334,24.295833333333334,,,,,,,,,
2021-01-10,,,11.720833333333333,143.85416666666666,11.075000000000001,24.2375,,,,,,,,,
2021-01-11,,,11.625,185.77083333333334,11.1875,24.068749999999998,,,,,,,,,
2021-01-12,,,11.549999999999999,162.41666666666666,11.200000000000001,24.072916666666668,,,,,,,,,
2021-01-13,,,12.804255319148934,170.91489361702128,11.229787234042552,24.0,,,,,,,,,
2021-01-14,,,10.477083333333333,186.04166666666666,11.325000000000001,23.954166666666666,,,,,,,,,
2021-01-15,,,12.397916666666667,172.375,11.46875,24.022916666666664,,,,,,,,,
2021-01-16,,,9.995833333333334,196.375,11.61875,23.947916666666668,,,,,,,,,
2021-01-17,,,10.68125,208.54166666666666,11.477083333333333,23.835416666666664,,,,,,,,,
2021-01-18,,,8.064583333333333,146.625,11.329166666666666,23.73125,,,,,,,,,
2021-01-19,,,8.7875,115.125,11.116666666666667,23.695833333333336,,,,,,,,,
2021-01-20,,,6.1812499999999995,148.70833333333334,11.027083333333332,23.452083333333334,,,,,,,,,
2021-01-21,,,5.579166666666667,151.70833333333334,11.133333333333333,23.3125,,,,,,,,,
2021-01-22,,,2.733333333333333,170.02083333333334,11.377083333333333,23.15416666666667,,,,,,,,,
2021-01-23,,,6.3125,176.47916666666666,11.458333333333334,22.912499999999998,,,,,,,,,
2021-01-24,,,4.45625,142.64583333333334,11.275,22.879166666666666,,,,,,,,,
2021-01-25,,,5.0562499999999995,216.29166666666666,11.264583333333334,22.777083333333334,,,,,,,,,
2021-01-26,,,8.185416666666667,211.5,11.200000000000001,22.672916666666666,,,,,,,,,
2021-01-27,,,8.36875,196.70833333333334,11.266666666666666,22.650000000000002,,,,,,,,,
2021-01-28,,,9.833333333333334,181.85416666666666,11.262500000000001,22.64375,,,,,,,,,
2021-01-29,,,11.835416666666667,185.45833333333334,11.066666666666668,22.9375,,,,,,,,,
2021-01-30,,,10.914583333333333,171.54166666666666,11.102083333333333,22.78125,,,,,,,,,
2021-01-31,,,10.560416666666667,175.375,11.235416666666666,22.75208333333333,,,,,,,,,
2021-02-01,,,10.504166666666666,170.52083333333334,11.299999999999999,23.025000000000002,,,,,,,,,
2021-02-02,,,2.9,179.0,11.1,23.1,,,,,,,,,
2021-02-03,,,7.3374999999999995,167.125,11.208333333333334,23.14375,,,,,,,,,
2021-02-04,,,6.5874999999999995,156.52083333333334,11.154166666666667,22.993750000000002,,,,,,,,,
2021-02-05,,,5.102083333333334,144.41666666666666,11.079166666666666,22.739583333333332,,,,,,,,,
2021-02-06,,,7.104166666666667,145.0,11.168750000000001,22.520833333333332,,,,,,,,,
2021-02-07,,,7.26875,137.5,11.289583333333333,22.370833333333334,,,,,,,,,
2021-02-08,,,7.695833333333333,179.8125,11.24375,22.160416666666666,,,,,,,,,
2021-02-09,,,8.589583333333334,203.9375,11.168750000000001,22.008333333333336,,,,,,,,,
2021-02-10,,,9.339583333333334,188.625,11.168750000000001,21.875,,,,,,,,,
2021-02-11,,,10.014583333333333,192.04166666666666,11.158333333333333,21.883333333333336,,,,,,,,,
2021-02-12,,,12.185416666666667,175.29166666666666,11.210416666666667,21.87291666666667,,,,,,,,,
2021-02-13,,,9.214583333333334,194.3125,11.360416666666666,21.787499999999998,,,,,,,,,
2021-02-14,,,11.591666666666667,206.125,11.354166666666666,21.670833333333334,,,,,,,,,
2021-02-15,,,7.547916666666667,172.02083333333334,11.387500000000001,21.735416666666666,,,,,,,,,
2021-02-16,,,9.597916666666666,193.85416666666666,11.19375,22.577083333333334,,,,,,,,,
2021-02-17,,,7.79375,169.1875,10.954166666666666,22.597916666666666,,,,,,,,,
2021-02-18,,,8.791666666666666,160.64583333333334,10.566666666666666,22.433333333333334,,,,,,,,,
2021-02-19,,,6.4375,118.66666666666667,10.616666666666667,22.227083333333336,,,,,,,,,
2021-02-20,,,5.179166666666666,146.64583333333334,10.760416666666666,22.37291666666667,,,,,,,,,
2021-02-21,,,6.154166666666666,77.29166666666667,11.054166666666667,22.547916666666666,,,,,,,,,
2021-02-22,,,5.541666666666667,127.125,11.485416666666666,22.785416666666666,,,,,,,,,
2021-02-23,,,7.120833333333334,178.375,11.614583333333334,22.12291666666667,,,,,,,,,
2021-02-24,,,7.716666666666666,181.85416666666666,11.460416666666667,21.770833333333332,,,,,,,,,
2021-02-25,,,7.4937499999999995,169.14583333333334,11.460416666666667,21.510416666666668,,,,,,,,,
2021-02-26,,,9.168750000000001,214.77083333333334,11.404166666666667,21.414583333333336,,,,,,,,,
2021-02-27,,,8.95625,228.02083333333334,11.239583333333334,21.37708333333333,,,,,,,,,
2021-02-28,,,9.9625,197.79166666666666,11.185416666666667,21.256249999999998,,,,,,,,,
2021-07-01,,,23.115277777777777,197.35069444444446,23.578125,31.596527777777776,1.0,,1.5,,9.0,95.82986111111111,23.01388888888889,1006.9920138888889,
2021-07-02,,,10.502083333333333,178.72569444444446,24.021875,30.823611111111113,0.8,,1.4,,9.3,62.18055555555556,23.578472222222224,1009.0920138888889,
2021-07-03,,,12.629166666666666,148.08680555555554,23.93298611111111,30.238888888888887,1.1,,1.9,,8.9,54.94097222222222,23.04340277777778,1009.1333333333334,
2021-07-04,,,16.447569444444444,112.67361111111111,24.490625,29.743402777777778,2.4,,3.7,,16.4,208.86805555555554,24.799999999999997,1005.0336805555556,
2021-07-05,,,12.894444444444444,164.54513888888889,22.6875,30.497222222222224,1.0,,1.5,,7.3,225.5,23.347569444444446,1009.7802083333333,
2021-07-06,,,23.95540069686411,120.98954703832753,19.521951219512196,30.7397212543554,1.4,,2.2,,12.4,210.72916666666666,22.630555555555556,1007.5701388888889,
2021-07-07,,,11.5,88.0,18.6,30.0,0.8,,1.0,,5.5,200.0,21.4,1008.9,
2021-07-08,,,22.66132404181185,158.3623693379791,18.210452961672473,29.939721254355405,0.8,,1.2,,6.4,151.97569444444446,21.625694444444445,1005.9034722222223,
2021-07-09,,,30.47291666666667,182.12152777777777,20.021180555555556,29.174652777777776,0.9,,1.2,,4.2,116.66319444444444,21.702777777777776,1005.9145833333334,
2021-07-10,,,11.770486111111111,176.03125,20.433680555555554,28.538541666666667,0.9,,1.5,,9.3,210.63888888888889,22.97048611111111,1008.1402777777779,
2021-07-11,,,23.976041666666667,150.05902777777777,19.342708333333334,28.975347222222222,0.8,,1.2,,10.6,195.47222222222223,22.68125,1010.2204861111111,
2021-07-12,,,24.02334494773519,139.68641114982577,18.598257839721253,29.18780487804878,0.7,,1.1,,8.8,200.91319444444446,22.411805555555556,1010.0364583333334,
2021-07-13,,,32.920833333333334,144.38194444444446,18.188888888888886,29.174652777777776,0.6,,1.0,,9.5,201.03819444444446,22.384027777777778,1010.8760416666667,
2021-07-14,,,31.624652777777776,148.07986111111111,17.719791666666666,28.891666666666666,0.5,,0.9,,9.6,200.32638888888889,22.767708333333335,1012.5489583333333,
2021-07-15,,,24.833449477351916,162.81533101045295,18.17247386759582,28.409756097560976,0.4,,0.7,,4.4,122.84722222222223,24.009375,1015.0243055555555,
2021-07-16,,,29.033797909407667,170.18118466898954,20.292334494773517,27.52404181184669,0.5,,0.9,,5.4,113.30555555555556,24.696527777777778,1015.0749999999999,
2021-07-17,,,20.992361111111112,159.42361111111111,23.321875,26.414583333333333,1.5,,2.5,,6.7,83.76736111111111,25.49652777777778,1012.8791666666667,
2021-07-18,,,19.405555555555555,215.48611111111111,24.54409722222222,26.271527777777777,0.7,,1.2,,5.4,99.77430555555556,25.880902777777777,1012.2631944444444,
2021-07-19,,,14.857142857142858,178.5574912891986,25.41149825783972,26.327177700348432,0.6,,1.0,,3.4,139.26388888888889,26.241319444444443,1013.6020833333334,
2021-07-20,,,18.42787456445993,209.1602787456446,26.437630662020908,25.309407665505226,0.6,,1.2,,7.4,47.43055555555556,27.277430555555554,1014.4354166666667,
2021-07-21,,,21.002083333333335,211.59722222222223,26.678125,26.120833333333334,0.9,,1.4,,9.0,74.03472222222223,26.986805555555556,1012.8690972222222,
2021-07-22,,,23.902083333333334,196.54166666666666,26.4625,26.398611111111112,0.9,,1.6,,8.8,46.982638888888886,26.733333333333334,1011.4527777777779,
2021-07-23,,,33.403819444444444,195.58680555555554,26.553472222222222,26.84548611111111,0.7,,1.2,,8.0,79.25694444444444,26.536458333333332,1009.9093750000001,
2021-07-24,,,29.313541666666666,208.26736111111111,26.663888888888888,27.277430555555554,0.7,,0.9,,6.5,83.05902777777777,26.679861111111112,1009.1277777777777,
2021-07-25,,,29.35121951219512,189.75261324041813,26.74947735191638,27.269686411149824,1.3,,1.9,,5.9,58.59375,27.124652777777776,1007.6805555555555,
2021-07-26,,,25.75104895104895,218.35664335664336,26.587762237762238,26.763636363636362,1.3,,2.1,,5.0,74.11458333333333,27.135416666666668,1005.5878472222222,
2021-07-27,,,33.969097222222224,208.87847222222223,26.674305555555556,26.99513888888889,1.1,,1.5,,7.5,153.44097222222223,26.791666666666668,1003.5045138888888,
2021-07-28,,,20.416319444444444,158.18402777777777,26.936805555555555,27.24375,0.8,,1.2,,5.8,171.32986111111111,27.05798611111111,1003.2197916666667,
2021-07-29,,,16.72951388888889,166.66319444444446,27.386805555555554,27.831249999999997,0.8,,1.2,,3.8,224.875,26.76215277777778,1002.6427083333333,
2021-07-30,,,14.464930555555554,131.5,26.978125,27.433680555555554,0.8,,1.3,,10.0,223.09722222222223,26.740277777777777,1001.0930555555556,
2021-07-31,,,11.540277777777778,130.40277777777777,25.916319444444444,28.54930555555556,0.5,,0.8,,7.5,202.28472222222223,26.671875,1000.5732638888888,
2021-08-01,,,12.235069444444443,158.34722222222223,24.802083333333332,28.770833333333332,0.4,,0.8,,4.9,199.46527777777777,27.37326388888889,1000.5336805555556,
2021-08-02,,,14.991666666666667,185.60416666666666,25.105208333333334,28.890277777777776,0.4,,0.7,,7.3,225.21875,27.185416666666665,1003.2552083333334,
2021-08-03,,,16.689198606271777,237.54703832752614,25.18466898954704,28.448432055749127,0.7,,1.0,,8.6,235.16319444444446,26.363541666666666,1007.9288194444445,
2021-08-04,,,19.123611111111114,240.09722222222223,25.897916666666667,28.097916666666666,0.6,,1.0,,3.4,250.6875,27.589930555555554,1009.0927083333333,
2021-08-05,,,19.260069444444444,206.36111111111111,26.765972222222224,27.880902777777777,0.5,,0.9,,3.6,235.78472222222223,27.93298611111111,1006.3510416666666,
2021-08-06,,,16.280555555555555,212.71527777777777,27.464583333333334,27.433680555555554,0.5,,0.9,,5.5,157.35416666666666,28.131944444444443,1003.0527777777778,
2021-08-07,,,17.0,31.0,27.7,27.7,0.4,,0.5,,2.0,318.0,27.8,1002.4,
2021-08-08,,,29.80034722222222,231.375,28.220833333333335,27.177430555555556,1.5,,2.1,,11.6,118.4375,26.13125,1002.2041666666667,
2021-08-09,,,30.850871080139374,223.09059233449477,27.848083623693377,27.14146341463415,2.5,,3.6,,10.0,200.17013888888889,26.314930555555556,1001.2440972222222,
2021-08-10,,,22.68397212543554,218.42857142857142,27.737630662020905,26.585365853658537,2.3,,3.0,,4.7,184.72569444444446,25.561805555555555,1009.0513888888888,
2021-08-11,,,17.081944444444446,137.09375,27.63576388888889,26.19027777777778,1.8,,2.6,,9.0,249.08333333333334,25.797569444444445,1010.6784722222224,
2021-08-12,,,12.206597222222221,116.6875,27.37152777777778,24.868055555555557,1.4,,2.1,,6.1,138.90625,26.049999999999997,1009.8413194444444,
2021-08-13,,,17.178048780487806,134.8397212543554,27.158885017421603,24.009407665505226,1.0,,1.6,,8.0,54.732638888888886,25.975,1005.9354166666667,
2021-08-14,,,10.600000000000001,170.96180555555554,27.01111111111111,23.999652777777776,1.8,,2.9,,10.1,108.75694444444444,24.836111111111112,1006.1996527777778,
2021-08-15,,,15.596527777777778,206.44791666666666,26.98263888888889,24.226388888888888,1.3,,2.0,,9.1,145.91319444444446,24.47951388888889,1013.0642361111111,
2021-08-16,,,14.728472222222223,165.33333333333334,26.544791666666665,25.373958333333334,1.3,,2.0,,9.7,66.77083333333333,24.71388888888889,1014.2447916666666,
2021-08-17,,,11.102430555555555,130.34375,26.291666666666668,24.577083333333334,2.1,,3.3,,11.6,109.64236111111111,23.597569444444446,1008.2944444444444,
2021-08-18,,,13.754355400696864,128.72822299651568,26.163414634146342,24.618466898954704,2.2,,3.5,,12.5,138.35763888888889,24.140277777777776,1008.3086805555556,
2021-08-19,,,14.795789473684211,171.56491228070175,26.305263157894736,24.595438596491228,1.8,,2.8,,9.0,101.84722222222223,24.82361111111111,1010.4902777777778,
2021-08-20,,,27.688888888888886,91.37152777777777,26.25347222222222,24.60763888888889,0.7,,1.1,,5.5,195.00347222222223,24.989930555555556,1013.3465277777777,
2021-08-21,,,28.545993031358886,132.72473867595818,25.85609756097561,25.653310104529616,2.2,,3.3,,18.9,190.06271777003485,25.133797909407665,1007.4337979094076,
2021-08-22,,,25.97986111111111,176.81944444444446,24.818402777777777,26.467708333333334,1.7,,2.1,,9.6,203.82986111111111,26.109375,1008.1288194444444,
2021-08-23,,,28.063541666666666,157.14236111111111,22.836805555555557,27.069791666666667,0.9,,1.5,,10.9,198.82638888888889,23.84027777777778,1009.8347222222224,
2021-08-24,,,23.958391608391608,106.27622377622377,22.016433566433566,26.817132867132866,3.8,,5.4,,17.9,201.50347222222223,24.781944444444445,1001.1434027777777,
2021-08-25,,,27.427777777777777,151.48958333333334,19.365972222222222,27.29513888888889,1.7,,2.4,,12.3,196.08333333333334,22.367013888888888,1007.1086805555556,
2021-08-26,,,21.716319444444444,193.71527777777777,19.370833333333334,26.951736111111114,1.5,,2.5,,8.3,170.86805555555554,22.896875,1011.7309027777778,
