관측소명,관측소코드,관측일시,풍향,기압(hPa),습도(%),기온(℃),수온(℃),최대파고(m),풍속(m/s),위도,경도
울산,22189,2016-11-23,,1020.6,72.0,11.7,20.2,6.6,9.3,35.3453000000,129.8414000000
울산,22189,2016-11-24,,1022.0,44.0,7.7,19.8,5.4,9.0,35.3453000000,129.8414000000
울산,22189,2016-11-25,,1025.6,44.0,8.4,19.7,3.4,5.6,35.3453000000,129.8414000000
울산,22189,2016-11-26,,1023.2,57.0,11.6,19.2,2.3,1.9,35.3453000000,129.8414000000
울산,22189,2016-11-27,,1019.0,61.0,11.8,19.2,2.5,7.8,35.3453000000,129.8414000000
울산,22189,2016-11-28,,1024.6,46.0,10.2,19.3,2.7,7.4,35.3453000000,129.8414000000
울산,22189,2016-11-29,,1030.3,61.0,11.4,19.4,3.3,7.9,35.3453000000,129.8414000000
울산,22189,2016-11-30,,1025.7,66.0,14.5,19.7,4.3,8.1,35.3453000000,129.8414000000
울산,22189,2016-12-01,,1023.4,51.0,12.5,19.6,2.3,7.0,35.3453000000,129.8414000000
울산,22189,2016-12-02,,1027.6,38.0,11.4,19.7,3.1,4.4,35.3453000000,129.8414000000
울산,22189,2016-12-03,,1025.0,53.0,14.6,19.9,1.6,3.7,35.3453000000,129.8414000000
울산,22189,2016-12-04,,1017.3,58.0,15.1,19.6,1.9,7.3,35.3453000000,129.8414000000
울산,22189,2016-12-05,,1016.4,57.0,14.6,19.6,2.1,7.4,35.3453000000,129.8414000000
울산,22189,2016-12-06,,1022.9,39.0,9.0,19.3,3.6,6.7,35.3453000000,129.8414000000
울산,22189,2016-12-07,,1020.4,47.0,10.3,19.0,2.8,6.1,35.3453000000,129.8414000000
울산,22189,2016-12-08,,1018.6,50.0,11.2,19.0,2.4,5.3,35.3453000000,129.8414000000
울산,22189,2016-12-09,,1016.3,49.0,12.0,18.9,2.9,8.7,35.3453000000,129.8414000000
울산,22189,2016-12-10,,1023.0,49.0,9.1,18.5,3.6,6.5,35.3453000000,129.8414000000
울산,22189,2016-12-11,,1026.3,57.0,9.8,17.6,2.9,5.8,35.3453000000,129.8414000000
울산,22189,2016-12-12,,1023.3,53.0,13.6,17.9,2.1,2.4,35.3453000000,129.8414000000
울산,22189,2016-12-13,,1015.9,66.0,14.0,17.6,3.6,7.4,35.3453000000,129.8414000000
울산,22189,2016-12-14,,1015.7,78.0,8.8,17.7,5.9,8.8,35.3453000000,129.8414000000
울산,22189,2016-12-15,,1018.6,56.0,5.8,17.6,4.6,8.6,35.3453000000,129.8414000000
울산,22189,2016-12-16,,1023.4,47.0,5.2,17.4,5.3,8.8,35.3453000000,129.8414000000
울산,22189,2016-12-17,,1028.2,50.0,9.0,17.3,2.7,6.1,35.3453000000,129.8414000000
울산,22189,2016-12-18,,1028.7,59.0,12.8,17.7,2.7,8.2,35.3453000000,129.8414000000
울산,22189,2016-12-19,,1025.3,70.0,14.6,17.8,1.4,4.1,35.3453000000,129.8414000000
울산,22189,2016-12-20,,1025.7,71.0,15.3,18.0,1.8,6.7,35.3453000000,129.8414000000
울산,22189,2016-12-21,,1024.0,75.0,16.3,18.0,3.2,6.1,35.3453000000,129.8414000000
울산,22189,2016-12-22,,1008.5,72.0,15.0,17.3,7.4,12.4,35.3453000000,129.8414000000
울산,22189,2016-12-23,,1016.7,56.0,7.6,17.1,6.1,9.4,35.3453000000,129.8414000000
울산,22189,2016-12-24,,1027.0,68.0,8.4,17.2,6.9,5.0,35.3453000000,129.8414000000
울산,22189,2016-12-25,,1028.1,68.0,12.9,17.5,5.5,4.2,35.3453000000,129.8414000000
울산,22189,2016-12-26,,1018.6,78.0,12.7,17.7,3.6,6.1,35.3453000000,129.8414000000
울산,22189,2016-12-27,,1016.4,65.0,8.1,17.5,6.6,11.7,35.3453000000,129.8414000000
울산,22189,2016-12-28,,1026.6,65.0,7.5,17.2,6.6,6.5,35.3453000000,129.8414000000
울산,22189,2016-12-29,,1026.2,50.0,5.8,17.1,3.0,9.1,35.3453000000,129.8414000000
울산,22189,2016-12-30,,1029.7,44.0,6.5,16.8,2.8,6.3,35.3453000000,129.8414000000
울산,22189,2016-12-31,,1028.3,55.0,8.0,16.9,2.3,7.5,35.3453000000,129.8414000000
울산,22189,2017-01-01,,1027.0,56.0,9.9,16.8,1.8,4.6,35.3453000000,129.8414000000
울산,22189,2017-01-02,,1021.2,55.0,12.1,16.3,2.1,5.6,35.3453000000,129.8414000000
울산,22189,2017-01-03,,1021.8,42.0,10.9,16.7,2.0,5.9,35.3453000000,129.8414000000
울산,22189,2017-01-04,,1022.1,48.0,11.3,17.5,2.6,6.6,35.3453000000,129.8414000000
울산,22189,2017-01-05,,1026.0,62.0,10.6,17.0,6.8,9.6,35.3453000000,129.8414000000
울산,22189,2017-01-06,,1026.7,56.0,9.6,17.3,4.1,6.6,35.3453000000,129.8414000000
울산,22189,2017-01-07,,1020.8,59.0,11.3,17.1,2.2,4.2,35.3453000000,129.8414000000
울산,22189,2017-01-08,,1012.2,73.0,11.9,16.7,3.9,8.0,35.3453000000,129.8414000000
울산,22189,2017-01-09,,1013.1,53.0,10.4,16.9,3.2,8.2,35.3453000000,129.8414000000
울산,22189,2017-01-10,,1019.2,-,7.0,17.5,3.0,9.0,35.3453000000,129.8414000000
울산,22189,2017-01-11,,-,-,-,-,4.0,9.7,35.3453000000,129.8414000000
울산,22189,2017-01-12,,1016.0,-,6.9,16.5,3.7,8.5,35.3453000000,129.8414000000
울산,22189,2017-01-13,,1014.2,-,4.3,16.2,3.8,9.5,35.3453000000,129.8414000000
울산,22189,2017-01-14,,1019.8,-,0.5,16.1,5.3,9.6,35.3453000000,129.8414000000
울산,22189,2017-01-15,,1023.4,-,2.9,16.2,5.9,7.4,35.3453000000,129.8414000000
울산,22189,2017-01-16,,1025.5,-,5.9,16.2,5.7,9.7,35.3453000000,129.8414000000
울산,22189,2017-01-17,,1029.9,-,8.4,16.2,5.4,4.2,35.3453000000,129.8414000000
울산,22189,2017-01-18,,1027.9,-,8.9,15.9,3.1,6.2,35.3453000000,129.8414000000
울산,22189,2017-01-19,,1021.6,-,9.2,15.7,2.2,4.0,35.3453000000,129.8414000000
울산,22189,2017-01-20,,1016.4,62.0,6.2,15.6,7.4,12.0,35.3453000000,129.8414000000
울산,22189,2017-01-21,,1025.1,56.0,5.8,15.7,7.0,6.4,35.3453000000,129.8414000000
울산,22189,2017-01-22,,1022.8,58.0,3.5,15.6,3.8,11.1,35.3453000000,129.8414000000
울산,22189,2017-01-23,,1026.6,60.0,1.6,15.3,4.9,11.0,35.3453000000,129.8414000000
울산,22189,2017-01-24,,1030.5,49.0,3.4,15.4,4.7,8.5,35.3453000000,129.8414000000
울산,22189,2017-01-25,,1031.4,40.0,6.2,15.2,3.3,3.2,35.3453000000,129.8414000000
울산,22189,2017-01-26,,1026.7,52.0,8.7,15.5,3.3,7.8,35.3453000000,129.8414000000
울산,22189,2017-01-27,,1023.1,52.0,10.5,15.6,4.7,9.5,35.3453000000,129.8414000000
울산,22189,2017-01-28,,1025.6,49.0,9.7,14.9,2.7,3.0,35.3453000000,129.8414000000
울산,22189,2017-01-29,,1017.2,75.0,11.9,15.0,1.5,2.9,35.3453000000,129.8414000000
울산,22189,2017-01-30,,1018.9,66.0,7.2,15.0,5.9,10.2,35.3453000000,129.8414000000
울산,22189,2017-01-31,,1025.1,66.0,7.9,15.4,6.4,4.5,35.3453000000,129.8414000000
울산,22189,2017-02-01,,1023.8,48.0,6.3,15.1,3.2,8.7,35.3453000000,129.8414000000
울산,22189,2017-02-02,,1025.4,38.0,7.7,14.9,3.2,7.2,35.3453000000,129.8414000000
울산,22189,2017-02-03,,1024.1,44.0,9.6,15.0,3.1,4.9,35.3453000000,129.8414000000
울산,22189,2017-02-04,,1019.7,45.0,12.3,15.1,1.9,4.5,35.3453000000,129.8414000000
울산,22189,2017-02-05,,1010.3,74.0,10.6,15.2,3.1,6.9,35.3453000000,129.8414000000
울산,22189,2017-02-06,,1017.6,50.0,7.4,14.8,4.5,8.9,35.3453000000,129.8414000000
울산,22189,2017-02-07,,1022.9,58.0,8.1,15.1,5.0,5.2,35.3453000000,129.8414000000
울산,22189,2017-02-08,,1016.4,62.0,8.8,15.1,3.6,4.2,35.3453000000,129.8414000000
울산,22189,2017-02-09,,1009.7,54.0,4.5,15.0,5.5,10.8,35.3453000000,129.8414000000
울산,22189,2017-02-10,,1013.5,60.0,1.6,14.6,5.9,11.1,35.3453000000,129.8414000000
울산,22189,2017-02-11,,1020.4,60.0,2.6,13.7,4.3,9.7,35.3453000000,129.8414000000
울산,22189,2017-02-12,,1025.9,48.0,6.2,14.0,3.9,7.0,35.3453000000,129.8414000000
울산,22189,2017-02-13,,1028.8,44.0,7.7,14.4,2.9,5.8,35.3453000000,129.8414000000
울산,22189,2017-02-14,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-15,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-16,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-17,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-18,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-19,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-20,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-21,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-22,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-23,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-24,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-25,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-26,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-27,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-02-28,,-,-,-,-,-,-,35.3453000000,129.8414000000
울산,22189,2017-03-01,,1016.2,59.0,11.5,14.9,1.8,6.1,35.3453000000,129.8414000000
울산,22189,2017-03-02,,1011.2,65.0,8.7,14.9,3.7,8.4,35.3453000000,129.8414000000
울산,22189,2017-03-03,,1018.9,46.0,8.8,15.3,3.9,5.0,35.3453000000,129.8414000000
울산,22189,2017-03-04,,1018.1,48.0,11.9,15.5,1.8,3.8,35.3453000000,129.8414000000
울산,22189,2017-03-05,,1014.6,55.0,12.5,15.3,2.0,5.1,35.3453000000,129.8414000000
울산,22189,2017-03-06,,1011.6,42.0,8.9,15.2,3.9,8.8,35.3453000000,129.8414000000
울산,22189,2017-03-07,,1013.9,44.0,4.9,15.2,4.0,7.1,35.3453000000,129.8414000000
울산,22189,2017-03-08,,1013.1,46.0,4.8,15.0,3.8,8.3,35.3453000000,129.8414000000
울산,22189,2017-03-09,,1012.1,45.0,8.1,14.9,4.0,8.8,35.3453000000,129.8414000000
울산,22189,2017-03-10,,1018.0,40.0,9.1,14.8,3.3,5.3,35.3453000000,129.8414000000
울산,22189,2017-03-11,,1022.9,44.0,11.2,14.5,1.4,4.8,35.3453000000,129.8414000000
울산,22189,2017-03-12,,1020.4,58.0,12.7,14.5,1.4,5.3,35.3453000000,129.8414000000
울산,22189,2017-03-13,,1016.7,56.0,11.2,14.2,3.2,7.5,35.3453000000,129.8414000000
울산,22189,2017-03-14,,1017.0,67.0,8.2,13.7,3.9,6.1,35.3453000000,129.8414000000
울산,22189,2017-03-15,,1022.0,63.0,8.3,13.5,5.2,9.4,35.3453000000,129.8414000000
울산,22189,2017-03-16,,1021.6,55.0,10.1,14.8,4.4,3.2,35.3453000000,129.8414000000
울산,22189,2017-03-17,,1022.8,52.0,11.7,14.9,1.7,3.6,35.3453000000,129.8414000000
울산,22189,2017-03-18,,1023.2,46.0,14.2,14.6,1.4,4.8,35.3453000000,129.8414000000
울산,22189,2017-03-19,,1024.8,60.0,14.4,14.9,1.8,6.5,35.3453000000,129.8414000000
울산,22189,2017-03-20,,1018.9,69.0,14.0,15.0,1.6,4.5,35.3453000000,129.8414000000
울산,22189,2017-03-21,,1013.8,66.0,12.0,14.7,4.6,9.0,35.3453000000,129.8414000000
울산,22189,2017-03-22,,1019.6,49.0,12.4,14.6,2.8,4.9,35.3453000000,129.8414000000
울산,22189,2017-03-23,,1019.1,52.0,13.8,15.2,2.4,5.6,35.3453000000,129.8414000000
울산,22189,2017-03-24,,1021.8,50.0,11.5,14.6,3.0,6.5,35.3453000000,129.8414000000
울산,22189,2017-03-25,,1019.6,53.0,12.0,14.8,1.9,5.4,35.3453000000,129.8414000000
울산,22189,2017-03-26,,1017.1,61.0,11.6,14.9,1.5,4.4,35.3453000000,129.8414000000
울산,22189,2017-03-27,,1018.1,61.0,10.9,14.3,2.4,7.0,35.3453000000,129.8414000000
울산,22189,2017-03-28,,1022.3,47.0,12.4,15.4,2.1,6.0,35.3453000000,129.8414000000
울산,22189,2017-03-29,,1022.0,69.0,12.9,15.4,1.3,4.4,35.3453000000,129.8414000000
울산,22189,2017-03-30,,1020.0,60.0,15.1,15.3,1.3,5.1,35.3453000000,129.8414000000
울산,22189,2017-03-31,,1017.7,66.0,12.9,14.8,3.5,8.8,35.3453000000,129.8414000000
울산,22189,2017-04-01,,1015.0,69.0,11.6,15.2,2.6,3.8,35.3453000000,129.8414000000
울산,22189,2017-04-02,,1017.0,65.0,11.7,15.1,3.1,7.3,35.3453000000,129.8414000000
울산,22189,2017-04-03,,1020.4,58.0,15.8,15.3,2.1,7.1,35.3453000000,129.8414000000
울산,22189,2017-04-04,,1023.3,64.0,17.2,15.3,2.3,5.7,35.3453000000,129.8414000000
울산,22189,2017-04-05,,1020.0,78.0,17.1,15.2,2.3,7.7,35.3453000000,129.8414000000
울산,22189,2017-04-06,,1011.9,89.0,17.7,15.4,5.2,10.9,35.3453000000,129.8414000000
울산,22189,2017-04-07,,1013.6,88.0,15.5,15.7,2.2,4.7,35.3453000000,129.8414000000
울산,22189,2017-04-08,,1010.7,95.0,14.9,16.0,0.8,2.8,35.3453000000,129.8414000000
울산,22189,2017-04-09,,1014.3,76.0,14.8,15.8,3.8,8.6,35.3453000000,129.8414000000
울산,22189,2017-04-10,,1012.9,72.0,14.1,15.7,4.8,9.3,35.3453000000,129.8414000000
울산,22189,2017-04-11,,1003.7,80.0,14.7,15.5,4.4,8.4,35.3453000000,129.8414000000
울산,22189,2017-04-12,,1011.9,63.0,15.4,15.6,3.7,7.6,35.3453000000,129.8414000000
울산,22189,2017-04-13,,1016.3,56.0,16.3,15.6,2.7,7.7,35.3453000000,129.8414000000
울산,22189,2017-04-14,,1014.2,69.0,18.1,15.9,3.7,10.9,35.3453000000,129.8414000000
울산,22189,2017-04-15,,1013.5,85.0,18.0,15.9,3.6,8.9,35.3453000000,129.8414000000
울산,22189,2017-04-16,,1014.7,96.0,16.4,16.0,1.4,6.0,35.3453000000,129.8414000000
울산,22189,2017-04-17,,1000.9,91.0,17.9,16.1,5.1,8.4,35.3453000000,129.8414000000
울산,22189,2017-04-18,,999.2,72.0,17.4,16.1,5.1,7.7,35.3453000000,129.8414000000
울산,22189,2017-04-19,,1008.2,57.0,16.9,16.0,3.4,7.4,35.3453000000,129.8414000000
울산,22189,2017-04-20,,1011.1,70.0,17.4,16.1,2.6,3.6,35.3453000000,129.8414000000
울산,22189,2017-04-21,,1010.0,65.0,16.7,16.2,2.2,4.8,35.3453000000,129.8414000000
울산,22189,2017-04-22,,1013.4,66.0,15.2,16.1,1.9,4.7,35.3453000000,129.8414000000
울산,22189,2017-04-23,,1017.9,61.0,16.6,16.4,1.2,4.2,35.3453000000,129.8414000000
울산,22189,2017-04-24,,1020.1,73.0,17.6,16.4,1.5,5.2,35.3453000000,129.8414000000
울산,22189,2017-04-25,,1019.0,85.0,18.6,16.6,1.6,6.1,35.3453000000,129.8414000000
울산,22189,2017-04-26,,1014.9,84.0,16.5,16.5,1.1,4.4,35.3453000000,129.8414000000
울산,22189,2017-04-27,,1010.7,58.0,16.3,16.2,1.4,5.4,35.3453000000,129.8414000000
울산,22189,2017-04-28,,1006.1,64.0,17.6,16.4,3.7,10.0,35.3453000000,129.8414000000
울산,22189,2017-04-29,,1006.9,67.0,18.4,16.5,2.7,6.9,35.3453000000,129.8414000000
울산,22189,2017-04-30,,1007.7,73.0,18.7,16.3,5.1,12.3,35.3453000000,129.8414000000
울산,22189,2017-05-01,,1017.3,71.0,17.4,16.3,3.6,8.3,35.3453000000,129.8414000000
울산,22189,2017-05-02,,1023.3,71.0,16.8,16.3,1.8,5.4,35.3453000000,129.8414000000
울산,22189,2017-05-03,,1022.0,79.0,17.9,16.8,1.8,3.0,35.3453000000,129.8414000000
울산,22189,2017-05-04,,1017.3,80.0,19.9,17.8,1.4,2.5,35.3453000000,129.8414000000
울산,22189,2017-05-05,,1014.4,91.0,18.6,17.8,1.0,4.2,35.3453000000,129.8414000000
울산,22189,2017-05-06,,1013.8,68.0,18.2,17.5,1.9,5.5,35.3453000000,129.8414000000
울산,22189,2017-05-07,,1012.6,68.0,17.7,17.1,3.5,8.2,35.3453000000,129.8414000000
울산,22189,2017-05-08,,1013.0,74.0,17.7,16.9,2.3,6.8,35.3453000000,129.8414000000
울산,22189,2017-05-09,,1011.9,80.0,16.5,16.7,2.9,4.9,35.3453000000,129.8414000000
울산,22189,2017-05-10,,1009.5,89.0,16.4,16.7,2.7,6.0,35.3453000000,129.8414000000
울산,22189,2017-05-11,,1012.0,88.0,17.1,16.2,2.8,8.8,35.3453000000,129.8414000000
울산,22189,2017-05-12,,1011.2,90.0,17.1,15.9,2.6,6.0,35.3453000000,129.8414000000
울산,22189,2017-05-13,,1006.6,88.0,16.9,16.6,2.2,4.5,35.3453000000,129.8414000000
울산,22189,2017-05-14,,1008.5,70.0,17.4,16.4,2.8,7.2,35.3453000000,129.8414000000
울산,22189,2017-05-15,,1011.1,67.0,17.0,16.9,2.5,6.9,35.3453000000,129.8414000000
울산,22189,2017-05-16,,1010.5,80.0,16.7,17.4,1.8,3.2,35.3453000000,129.8414000000
울산,22189,2017-05-17,,1011.7,85.0,16.9,17.7,1.4,2.2,35.3453000000,129.8414000000
울산,22189,2017-05-18,,1015.2,86.0,17.6,17.5,1.6,4.2,35.3453000000,129.8414000000
울산,22189,2017-05-19,,1014.8,78.0,18.5,17.0,2.7,6.6,35.3453000000,129.8414000000
울산,22189,2017-05-20,,1014.6,78.0,18.4,17.2,2.2,7.3,35.3453000000,129.8414000000
울산,22189,2017-05-21,,1014.8,82.0,18.3,17.3,1.5,6.8,35.3453000000,129.8414000000
울산,22189,2017-05-22,,1014.8,89.0,17.3,17.7,1.0,3.7,35.3453000000,129.8414000000
울산,22189,2017-05-23,,1011.4,88.0,17.8,18.0,1.1,3.8,35.3453000000,129.8414000000
울산,22189,2017-05-24,,1008.6,91.0,18.0,18.0,1.0,3.2,35.3453000000,129.8414000000
울산,22189,2017-05-25,,1004.6,89.0,18.3,18.2,2.0,5.7,35.3453000000,129.8414000000
울산,22189,2017-05-26,,1008.0,70.0,15.8,17.7,4.1,4.6,35.3453000000,129.8414000000
울산,22189,2017-05-27,,1012.8,79.0,17.3,18.0,3.3,2.9,35.3453000000,129.8414000000
울산,22189,2017-05-28,,1012.8,82.0,18.3,17.9,3.0,7.8,35.3453000000,129.8414000000
울산,22189,2017-05-29,,1011.1,80.0,18.9,17.5,2.6,7.2,35.3453000000,129.8414000000
울산,22189,2017-05-30,,1009.6,87.0,19.1,17.9,1.2,3.7,35.3453000000,129.8414000000
울산,22189,2017-05-31,,1003.7,90.0,19.1,17.7,2.0,7.6,35.3453000000,129.8414000000
울산,22189,2017-06-01,,999.3,91.0,18.7,17.7,2.5,5.4,35.3453000000,129.8414000000
울산,22189,2017-06-02,,1004.6,74.0,17.3,18.2,2.2,4.3,35.3453000000,129.8414000000
울산,22189,2017-06-03,,1007.7,77.0,18.4,18.3,3.3,2.8,35.3453000000,129.8414000000
울산,22189,2017-06-04,,1011.5,81.0,18.3,18.8,3.0,2.1,35.3453000000,129.8414000000
울산,22189,2017-06-05,,1016.4,82.0,18.7,19.1,2.1,4.4,35.3453000000,129.8414000000
울산,22189,2017-06-06,,1016.1,80.0,18.9,19.5,2.1,3.9,35.3453000000,129.8414000000
울산,22189,2017-06-07,,1006.1,88.0,19.4,19.4,3.6,9.9,35.3453000000,129.8414000000
울산,22189,2017-06-08,,1008.5,78.0,19.8,19.4,1.9,5.1,35.3453000000,129.8414000000
울산,22189,2017-06-09,,1007.3,83.0,19.7,19.3,2.9,7.6,35.3453000000,129.8414000000
울산,22189,2017-06-10,,1007.5,85.0,19.0,18.7,2.3,5.9,35.3453000000,129.8414000000
울산,22189,2017-06-11,,1009.5,80.0,18.8,18.8,2.1,6.0,35.3453000000,129.8414000000
울산,22189,2017-06-12,,1015.8,76.0,18.2,18.8,3.3,6.5,35.3453000000,129.8414000000
울산,22189,2017-06-13,,1015.5,73.0,-,19.1,1.8,3.2,35.3453000000,129.8414000000
울산,22189,2017-06-14,,1010.3,80.0,19.8,19.7,1.6,4.7,35.3453000000,129.8414000000
울산,22189,2017-06-15,,1007.4,78.0,21.3,20.6,1.5,4.9,35.3453000000,129.8414000000
울산,22189,2017-06-16,,1012.0,83.0,19.5,20.6,2.0,6.4,35.3453000000,129.8414000000
울산,22189,2017-06-17,,1012.0,80.0,19.5,21.1,2.2,4.0,35.3453000000,129.8414000000
울산,22189,2017-06-18,,1010.6,83.0,20.5,21.5,1.4,2.1,35.3453000000,129.8414000000
울산,22189,2017-06-19,,1009.2,87.0,21.9,21.3,2.2,6.8,35.3453000000,129.8414000000
울산,22189,2017-06-20,,1006.5,88.0,21.7,21.5,2.5,5.0,35.3453000000,129.8414000000
울산,22189,2017-06-21,,1006.0,81.0,21.1,21.5,2.4,6.2,35.3453000000,129.8414000000
