date,wind_max,wind_dir
2014-04-02,12.2,201
2014-04-03,15.1,260
2014-04-04,20.9,324
2014-04-05,20.5,297
2014-04-06,17.9,304
2014-04-07,17.4,260
2014-04-08,13.3,266
2014-04-09,17.1,245
2014-04-10,24.8,45
2014-04-11,11.2,72
2014-04-12,12.1,67
2014-04-13,19.1,42
2014-04-14,14.1,40
2014-04-15,16.3,274
2014-04-16,18.2,248
2014-04-17,20.1,272
2014-04-18,21.4,42
2014-04-19,26.0,51
2014-04-20,21.5,63
2014-04-21,11.0,11
2014-04-22,14.5,30
2014-04-23,17.3,231
2014-04-24,16.3,187
2014-04-25,14.0,201
2014-04-26,14.2,223
2014-04-27,15.5,196
2014-04-28,29.2,75
2014-04-29,22.9,175
2014-04-30,12.0,91
2014-05-01,17.5,236
2014-05-02,23.1,236
2014-05-03,24.0,281
2014-05-04,22.2,222
2014-05-05,19.7,284
2014-05-06,17.9,247
2014-05-07,20.9,217
2014-05-08,27.8,240
2014-05-09,16.2,39
2014-05-10,19.7,59
2014-05-11,17.7,94
2014-05-12,34.6,216
2014-05-13,20.1,241
2014-05-14,11.9,207
2014-05-15,17.7,299
2014-05-16,17.1,255
2014-05-17,16.4,211
2014-05-18,11.2,127
2014-05-19,13.1,171
2014-05-20,10.8,34
2014-05-21,13.2,313
2014-05-22,15.7,112
2014-05-23,12.4,85
2014-05-24,19.4,232
2014-05-25,25.5,203
2014-05-26,23.0,244
2014-05-27,23.6,230
2014-05-28,22.9,215
2014-05-29,17.0,228
2014-05-30,18.7,232
2014-05-31,17.9,237
2014-06-01,15.3,239
2014-06-02,11.1,172
2014-06-03,18.7,94
2014-06-04,26.4,55
2014-06-05,19.2,31
2014-06-06,16.6,39
2014-06-07,16.7,60
2014-06-08,13.1,89
2014-06-09,16.9,68
2014-06-10,19.5,47
2014-06-11,21.3,39
2014-06-12,13.1,34
2014-06-13,16.6,217
2014-06-14,19.7,229
2014-06-15,19.0,236
2014-06-16,18.1,234
2014-06-17,16.1,187
2014-06-18,20.4,52
2014-06-19,16.3,217
2014-06-20,17.5,66
2014-06-21,25.2,45
2014-06-22,18.7,45
2014-06-23,13.0,189
2014-06-24,14.6,218
2014-06-25,14.8,199
2014-06-26,17.5,202
2014-06-27,16.4,99
2014-06-28,16.7,248
2014-06-29,12.9,228
2014-06-30,12.9,154
2014-07-01,13.8,194
2014-07-02,11.9,160
2014-07-03,23.0,67
2014-07-04,16.3,43
2014-07-05,13.0,57
2014-07-06,15.9,83
2014-07-07,11.7,88
2014-07-08,12.6,184
2014-07-09,23.3,71
2014-07-10,23.4,41
2014-07-11,14.7,274
2014-07-12,19.3,227
2014-07-13,11.0,245
2014-07-14,17.5,236
2014-07-15,12.1,214
2014-07-16,14.0,229
2014-07-17,17.9,235
2014-07-18,16.6,233
2014-07-19,12.9,242
2014-07-20,10.1,70
2014-07-21,14.7,218
2014-07-22,21.8,228
2014-07-23,19.0,230
2014-07-24,18.6,231
2014-07-25,30.4,198
2014-07-26,30.9,224
2014-07-27,14.9,74
2014-07-28,10.6,76
2014-07-29,12.3,148
2014-07-30,9.2,132
2014-07-31,17.1,113
2014-08-01,21.5,68
2014-08-02,32.4,103
2014-08-03,36.6,164
2014-08-04,25.9,209
2014-08-05,18.4,236
2014-08-06,15.9,229
2014-08-07,15.4,45
2014-08-08,29.4,42
2014-08-09,37.4,39
2014-08-10,26.1,9
2014-08-11,13.6,215
2014-08-12,14.3,256
2014-08-13,8.1,155
2014-08-14,19.4,33
2014-08-15,17.8,35
2014-08-16,12.5,47
2014-08-17,20.7,56
2014-08-18,23.2,195
2014-08-19,24.0,211
2014-08-20,19.0,193
2014-08-21,31.1,210
2014-08-22,12.0,234
2014-08-23,13.5,238
2014-08-24,10.4,210
2014-08-25,19.1,202
2014-08-26,16.7,352
2014-08-27,18.1,42
2014-08-28,16.1,50
2014-08-29,19.0,49
2014-08-30,19.4,44
2014-08-31,15.5,46
2014-09-01,18.8,46
2014-09-02,18.2,62
2014-09-03,25.0,201
2014-09-04,14.6,243
2014-09-05,9.7,265
2014-09-06,8.5,259
2014-09-07,11.6,46
2014-09-08,9.7,52
2014-09-09,10.3,240
2014-09-10,11.7,51
2014-09-11,15.0,49
2014-09-12,11.9,67
2014-09-13,19.3,59
2014-09-14,17.2,52
2014-09-15,7.9,348
2014-09-16,10.5,50
2014-09-17,9.4,58
2014-09-18,18.2,52
2014-09-19,14.8,72
2014-09-20,17.0,72
2014-09-21,12.6,61
2014-09-22,17.7,50
2014-09-23,15.2,67
2014-09-24,32.4,136
2014-09-25,15.5,27
2014-09-26,18.3,48
2014-09-27,8.7,22
2014-09-28,13.4,41
2014-09-29,11.2,60
2014-09-30,25.0,42
2014-10-01,18.9,53
2014-10-02,11.2,12
2014-10-03,17.6,330
2014-10-04,32.1,44
2014-10-05,32.4,36
2014-10-06,22.3,8
2014-10-07,12.4,35
2014-10-08,15.7,46
2014-10-09,13.8,42
2014-10-10,27.5,38
2014-10-11,29.8,47
2014-10-12,28.2,41
2014-10-13,40.2,24
2014-10-14,20.2,27
2014-10-15,10.1,130
2014-10-16,19.6,280
2014-10-17,11.5,308
2014-10-18,8.3,319
2014-10-19,9.8,148
2014-10-20,20.8,206
2014-10-21,27.9,46
2014-10-22,31.3,32
2014-10-23,13.3,38
2014-10-24,9.7,254
2014-10-25,10.0,251
2014-10-26,12.6,269
2014-10-27,19.0,18
2014-10-28,8.7,24
2014-10-29,7.4,85
2014-10-30,8.9,63
2014-10-31,19.2,49
2014-11-01,7.4,332
2014-11-02,22.9,290
2014-11-03,22.2,310
2014-11-04,8.9,341
2014-11-05,7.6,303
2014-11-06,14.3,340
2014-11-07,12.2,31
2014-11-08,9.4,43
2014-11-09,15.6,332
2014-11-10,12.7,17
2014-11-11,9.4,313
2014-11-12,24.6,280
2014-11-13,24.5,295
2014-11-14,19.7,288
2014-11-15,11.8,306
2014-11-16,10.5,293
2014-11-17,16.3,309
2014-11-18,15.4,331
2014-11-19,9.4,335
2014-11-20,8.3,295
2014-11-21,9.3,252
2014-11-22,8.5,319
2014-11-23,12.2,30
2014-11-24,25.8,38
2014-11-25,29.4,41
2014-11-26,16.9,22
2014-11-27,9.2,68
2014-11-28,15.9,182
2014-11-29,16.9,358
2014-11-30,11.9,60
2014-12-01,31.2,293
2014-12-02,24.2,292
2014-12-03,23.7,263
2014-12-04,17.3,296
2014-12-05,23.9,304
2014-12-06,24.4,304
2014-12-07,13.8,312
2014-12-08,17.1,339
2014-12-09,17.2,350
2014-12-10,10.9,312
2014-12-11,18.6,305
2014-12-12,21.9,306
2014-12-13,22.2,302
2014-12-14,18.1,296
2014-12-15,9.8,237
2014-12-16,31.3,292
2014-12-17,30.4,298
2014-12-18,20.7,321
2014-12-19,7.8,303
2014-12-20,24.3,301
2014-12-21,20.1,297
2014-12-22,22.8,284
2014-12-23,16.5,293
2014-12-24,18.8,283
2014-12-25,20.9,317
2014-12-26,15.9,341
2014-12-27,11.4,358
2014-12-28,9.8,324
2014-12-29,16.7,291
2014-12-30,16.3,269
2014-12-31,26.5,296
2015-01-01,31.8,304
2015-01-02,26.6,301
2015-01-03,14.8,290
2015-01-04,9.8,287
2015-01-05,14.8,222
2015-01-06,26.0,303
2015-01-07,22.9,326
2015-01-08,16.5,318
2015-01-09,19.8,305
2015-01-10,17.2,295
2015-01-11,24.0,292
2015-01-12,19.9,349
2015-01-13,7.6,37
2015-01-14,12.1,10
2015-01-15,18.4,354
2015-01-16,22.7,285
2015-01-17,23.7,306
2015-01-18,20.0,272
2015-01-19,24.1,288
2015-01-20,13.6,18
2015-01-21,8.8,44
2015-01-22,23.1,8
2015-01-23,12.3,302
2015-01-24,10.8,296
2015-01-25,13.6,133
2015-01-26,14.7,298
2015-01-27,20.0,329
2015-01-28,18.8,6
2015-01-29,18.8,67
2015-01-30,23.7,327
2015-01-31,21.1,333
2015-02-01,9.7,342
2015-02-02,9.0,29
2015-02-03,8.7,47
2015-02-04,15.0,344
2015-02-05,19.7,317
2015-02-06,11.7,289
2015-02-07,14.7,278
2015-02-08,28.2,302
2015-02-09,22.8,302
2015-02-10,20.4,271
2015-02-11,22.9,253
2015-02-12,22.6,300
2015-02-13,18.9,305
2015-02-14,15.3,268
2015-02-15,16.8,49
2015-02-16,21.0,67
2015-02-17,19.4,303
2015-02-18,15.5,325
2015-02-19,16.6,3
2015-02-20,13.2,70
2015-02-21,20.6,133
2015-02-22,18.8,249
2015-02-23,16.8,306
2015-02-24,13.8,332
2015-02-25,14.2,129
2015-02-26,21.9,283
2015-02-27,20.7,330
2015-02-28,22.3,60
2015-03-01,21.2,318
2015-03-02,20.2,287
2015-03-03,9.3,289
2015-03-04,25.5,303
2015-03-05,17.9,18
2015-03-06,13.4,63
2015-03-07,10.2,49
2015-03-08,16.8,50
2015-03-09,27.6,312
2015-03-10,29.8,306
2015-03-11,27.9,272
2015-03-12,19.7,263
2015-03-13,24.9,249
2015-03-14,11.4,300
2015-03-15,15.7,235
2015-03-16,9.5,90
2015-03-17,13.2,238
2015-03-18,25.9,40
2015-03-19,21.6,32
2015-03-20,16.6,43
2015-03-21,15.0,260
2015-03-22,19.1,300
2015-03-23,20.6,318
2015-03-24,12.1,315
2015-03-25,16.0,211
2015-03-26,17.4,245
2015-03-27,18.3,250
2015-03-28,20.2,238
2015-03-29,9.2,272
2015-03-30,15.9,185
2015-03-31,14.2,215
2015-04-01,25.6,40
2015-04-02,34.0,122
2015-04-03,36.4,205
2015-04-04,23.7,52
2015-04-05,17.6,49
2015-04-06,15.7,39
2015-04-07,25.5,54
2015-04-08,17.9,62
2015-04-09,16.4,63
2015-04-10,19.9,43
2015-04-11,17.5,54
2015-04-12,24.7,50
2015-04-13,32.4,39
2015-04-14,19.4,265
2015-04-15,24.3,253
2015-04-16,28.9,238
2015-04-17,15.9,244
2015-04-18,12.1,222
2015-04-19,22.8,180
2015-04-20,20.6,31
2015-04-21,15.5,268
2015-04-22,18.4,256
2015-04-23,16.6,249
2015-04-24,17.4,245
2015-04-25,13.7,268
2015-04-26,16.9,249
2015-04-27,18.7,234
2015-04-28,13.8,181
2015-04-29,13.5,70
2015-04-30,15.7,54
2015-05-01,10.7,95
2015-05-02,13.8,212
2015-05-03,20.5,126
2015-05-04,19.3,304
2015-05-05,18.2,259
2015-05-06,11.3,239
2015-05-07,14.3,234
2015-05-08,13.7,209
2015-05-09,12.9,200
2015-05-10,18.4,68
2015-05-11,33.3,119
2015-05-12,38.4,223
2015-05-13,30.0,229
2015-05-14,29.2,219
2015-05-15,12.3,216
2015-05-16,15.6,82
2015-05-17,12.6,242
2015-05-18,9.7,294
2015-05-19,15.5,246
2015-05-20,15.6,19
2015-05-21,19.2,245
2015-05-22,19.7,238
2015-05-23,15.9,229
2015-05-24,16.2,231
2015-05-25,18.3,230
2015-05-26,15.8,257
2015-05-27,13.9,232
2015-05-28,15.9,75
2015-05-29,13.7,165
2015-05-30,7.2,259
2015-05-31,18.7,58
2015-06-01,15.8,224
2015-06-02,15.2,219
2015-06-03,13.9,58
2015-06-04,17.7,202
2015-06-05,14.3,30
2015-06-06,16.6,146
2015-06-07,12.8,116
2015-06-08,10.3,74
2015-06-09,16.6,218
2015-06-10,13.1,192
2015-06-11,17.7,85
2015-06-12,24.2,229
2015-06-13,28.5,209
2015-06-14,20.0,212
2015-06-15,20.3,212
2015-06-16,11.6,181
2015-06-17,14.2,76
2015-06-18,25.8,44
2015-06-19,21.1,38
2015-06-20,7.6,115
2015-06-21,9.8,163
2015-06-22,16.2,206
2015-06-23,13.6,185
2015-06-24,14.4,69
2015-06-25,18.9,59
2015-06-26,25.1,254
2015-06-27,15.1,63
2015-06-28,17.2,62
2015-06-29,7.9,134
2015-06-30,13.3,72
2015-07-01,20.4,241
2015-07-02,16.3,223
2015-07-03,13.2,240
2015-07-04,15.5,73
2015-07-05,13.0,80
2015-07-06,15.0,66
2015-07-07,20.4,50
2015-07-08,19.2,52
2015-07-09,19.8,42
2015-07-10,17.6,50
2015-07-11,11.4,61
2015-07-12,40.5,151
2015-07-13,37.3,214
2015-07-14,18.8,224
2015-07-15,23.8,36
2015-07-16,33.2,28
2015-07-17,27.2,7
2015-07-18,10.7,133
2015-07-19,15.6,48
2015-07-20,16.6,43
2015-07-21,10.3,100
2015-07-22,19.3,193
2015-07-23,21.3,219
2015-07-24,30.5,211
2015-07-25,27.0,214
2015-07-26,12.8,92
2015-07-27,19.1,240
2015-07-28,14.3,238
2015-07-29,17.3,233
2015-07-30,18.7,225
2015-07-31,16.5,228
2015-08-01,17.6,229
2015-08-02,18.6,227
2015-08-03,19.5,226
2015-08-04,18.6,229
2015-08-05,17.2,229
2015-08-06,11.2,215
2015-08-07,13.8,72
2015-08-08,12.5,71
2015-08-09,15.6,229
2015-08-10,14.0,266
2015-08-11,14.1,338
2015-08-12,23.7,54
2015-08-13,14.2,297
2015-08-14,11.1,228
2015-08-15,8.0,159
2015-08-16,16.8,64
2015-08-17,14.6,48
2015-08-18,17.7,40
2015-08-19,18.0,53
2015-08-20,7.6,77
2015-08-21,21.9,39
2015-08-22,8.9,244
2015-08-23,10.8,60
2015-08-24,22.9,59
2015-08-25,36.7,11
2015-08-26,12.0,230
2015-08-27,17.1,235
2015-08-28,14.7,228
2015-08-29,7.3,216
2015-08-30,9.4,117
2015-08-31,19.1,66
2015-09-01,23.4,28
2015-09-02,13.7,115
2015-09-03,13.8,259
2015-09-04,11.3,31
2015-09-05,11.3,94
2015-09-06,27.9,40
2015-09-07,26.0,35
2015-09-08,27.8,33
2015-09-09,25.0,18
2015-09-10,11.2,341
2015-09-11,16.1,223
2015-09-12,11.8,267
2015-09-13,13.0,310
2015-09-14,17.7,56
2015-09-15,22.5,55
2015-09-16,23.6,39
2015-09-17,28.6,22
2015-09-18,19.2,38
2015-09-19,10.1,57
2015-09-20,7.7,83
2015-09-21,15.9,58
2015-09-22,15.4,57
2015-09-23,18.3,46
2015-09-24,24.6,45
2015-09-25,19.8,30
2015-09-26,10.1,34
2015-09-27,16.5,45
2015-09-28,16.3,37
2015-09-29,23.7,42
2015-09-30,19.5,77
2015-10-01,39.3,221
2015-10-02,27.0,306
2015-10-03,16.3,257
2015-10-04,15.3,27
2015-10-05,9.5,50
2015-10-06,9.5,53
2015-10-07,11.1,53
2015-10-08,9.9,297
2015-10-09,15.1,286
2015-10-10,20.6,245
2015-10-11,18.7,271
2015-10-12,18.0,284
2015-10-13,13.1,287
2015-10-14,9.5,341
2015-10-15,8.0,57
2015-10-16,10.5,30
2015-10-17,13.1,31
2015-10-18,8.6,351
2015-10-19,15.0,52
2015-10-20,17.9,35
2015-10-21,9.7,44
2015-10-22,21.3,56
2015-10-23,7.7,41
2015-10-24,18.4,314
2015-10-25,23.9,58
2015-10-26,16.6,87
2015-10-27,30.8,258
2015-10-28,19.4,300
2015-10-29,14.2,270
2015-10-30,15.6,330
2015-10-31,16.4,340
2015-11-01,10.9,3
2015-11-02,16.3,305
2015-11-03,11.1,352
2015-11-04,8.5,99
2015-11-05,7.9,291
2015-11-06,24.8,45
2015-11-07,26.4,48
2015-11-08,13.9,24
2015-11-09,14.2,336
2015-11-10,14.1,5
2015-11-11,16.2,50
2015-11-12,26.6,74
2015-11-13,26.6,66
2015-11-14,13.6,292
2015-11-15,8.8,354
2015-11-16,16.3,142
2015-11-17,19.9,40
2015-11-18,30.7,38
2015-11-19,24.3,43
2015-11-20,8.0,354
2015-11-21,10.7,27
2015-11-22,19.2,41
2015-11-23,14.7,22
2015-11-24,24.2,29
2015-11-25,20.1,15
2015-11-26,25.9,289
2015-11-27,24.2,295
2015-11-28,16.8,300
2015-11-29,7.9,320
2015-11-30,13.9,321
2015-12-01,11.3,38
2015-12-02,21.9,221
2015-12-03,27.7,276
2015-12-04,27.6,285
2015-12-05,19.3,283
2015-12-06,10.0,335
2015-12-07,12.6,17
2015-12-08,13.4,11
2015-12-09,11.2,74
2015-12-10,19.2,42
2015-12-11,24.3,18
2015-12-12,20.2,36
2015-12-13,9.2,27
2015-12-14,12.6,64
2015-12-15,17.8,306
2015-12-16,21.1,288
2015-12-17,24.5,311
2015-12-18,16.3,315
2015-12-19,12.9,353
2015-12-20,8.4,343
2015-12-21,9.1,322
2015-12-22,10.8,26
2015-12-23,10.0,19
2015-12-24,19.5,331
2015-12-25,21.9,317
2015-12-26,18.0,268
2015-12-27,14.8,332
2015-12-28,22.1,316
2015-12-29,18.3,321
2015-12-30,11.2,299
2015-12-31,18.6,314
2016-01-01,11.5,284
2016-01-02,13.0,261
2016-01-03,12.2,273
2016-01-04,13.3,312
2016-01-05,12.6,328
2016-01-06,16.6,325
2016-01-07,18.9,312
2016-01-08,19.8,302
2016-01-09,16.3,287
2016-01-10,11.8,303
2016-01-11,15.9,337
2016-01-12,15.0,329
2016-01-13,22.8,293
2016-01-14,14.8,288
2016-01-15,8.7,303
2016-01-16,10.5,12
2016-01-17,13.7,52
2016-01-18,30.5,299
2016-01-19,35.1,292
2016-01-20,28.2,321
2016-01-21,19.3,326
2016-01-22,19.7,334
2016-01-23,23.9,319
2016-01-24,35.7,306
2016-01-25,22.5,298
2016-01-26,22.5,277
2016-01-27,14.6,260
2016-01-28,20.1,12
2016-01-29,25.8,28
2016-01-30,22.7,22
2016-01-31,15.0,327
2016-02-01,18.0,328
2016-02-02,19.7,331
2016-02-03,16.4,323
2016-02-04,16.9,301
2016-02-05,15.3,315
2016-02-06,16.4,317
2016-02-07,16.0,316
2016-02-08,24.6,264
2016-02-09,21.9,287
2016-02-10,9.7,24
2016-02-11,11.6,96
2016-02-12,26.3,171
2016-02-13,22.1,190
2016-02-14,26.3,290
2016-02-15,26.5,300
2016-02-16,22.0,276
2016-02-17,17.1,290
2016-02-18,22.0,251
2016-02-19,14.7,252
2016-02-20,18.4,352
2016-02-21,20.4,312
2016-02-22,10.8,275
2016-02-23,20.9,316
2016-02-24,20.4,348
2016-02-25,19.7,317
2016-02-26,20.1,258
2016-02-27,24.0,250
2016-02-28,31.0,241
2016-02-29,29.6,305
2016-03-01,19.4,303
2016-03-02,19.4,255
2016-03-03,15.8,245
2016-03-04,8.7,107
2016-03-05,26.2,177
2016-03-06,28.6,214
2016-03-07,16.1,56
2016-03-08,14.6,340
2016-03-09,23.6,14
2016-03-10,19.3,336
2016-03-11,18.5,335
2016-03-12,14.0,328
2016-03-13,7.4,22
2016-03-14,16.5,14
2016-03-15,13.7,262
2016-03-16,16.5,242
2016-03-17,14.0,238
2016-03-18,16.0,110
2016-03-19,20.0,26
2016-03-20,16.6,56
2016-03-21,12.1,68
2016-03-22,17.3,255
2016-03-23,18.4,42
2016-03-24,22.7,42
2016-03-25,12.4,78
2016-03-26,10.9,152
2016-03-27,14.8,292
2016-03-28,18.4,260
2016-03-29,28.0,232
2016-03-30,18.9,236
2016-03-31,9.2,206
2016-04-01,13.4,35
2016-04-02,11.9,215
2016-04-03,18.4,35
2016-04-04,20.9,43
2016-04-05,13.4,252
2016-04-06,17.5,71
2016-04-07,17.9,11
2016-04-08,15.0,245
2016-04-09,16.0,243
2016-04-10,19.3,42
2016-04-11,21.2,60
2016-04-12,13.4,104
2016-04-13,17.7,175
2016-04-14,11.1,309
2016-04-15,19.6,60
2016-04-16,39.7,165
2016-04-17,43.3,248
2016-04-18,18.6,249
2016-04-19,18.3,235
2016-04-20,13.6,179
2016-04-21,23.2,182
2016-04-22,16.3,247
2016-04-23,8.7,327
2016-04-24,16.1,38
2016-04-25,10.8,50
2016-04-26,17.6,46
2016-04-27,31.2,34
2016-04-28,28.2,20
2016-04-29,14.2,219
2016-04-30,23.7,228
2016-05-01,19.5,229
2016-05-02,19.4,207
2016-05-03,42.7,199
2016-05-04,30.8,245
2016-05-05,17.1,232
2016-05-06,21.3,198
2016-05-07,17.1,309
2016-05-08,14.4,58
2016-05-09,8.8,65
2016-05-10,22.9,28
2016-05-11,16.2,278
2016-05-12,14.5,229
2016-05-13,17.6,17
2016-05-14,18.6,53
2016-05-15,26.4,197
2016-05-16,27.1,267
2016-05-17,10.2,276
2016-05-18,7.4,80
2016-05-19,8.0,41
2016-05-20,13.7,53
2016-05-21,15.7,45
2016-05-22,15.6,48
2016-05-23,10.4,76
2016-05-24,21.5,211
2016-05-25,14.2,244
2016-05-26,12.9,246
2016-05-27,13.4,53
2016-05-28,10.0,231
2016-05-29,12.6,233
2016-05-30,11.8,270
2016-05-31,16.1,262
2016-06-01,20.5,59
2016-06-02,13.1,75
2016-06-03,16.1,227
2016-06-04,14.1,183
2016-06-05,26.5,44
2016-06-06,17.2,50
2016-06-07,8.3,155
2016-06-08,12.7,220
2016-06-09,9.2,83
2016-06-10,9.4,102
2016-06-11,13.9,219
2016-06-12,6.6,218
2016-06-13,11.1,67
2016-06-14,10.9,132
2016-06-15,22.3,202
2016-06-16,13.5,242
2016-06-17,18.8,240
2016-06-18,17.4,215
2016-06-19,20.2,220
2016-06-20,13.5,211
2016-06-21,11.0,57
2016-06-22,11.9,65
2016-06-23,11.4,88
2016-06-24,27.8,224
2016-06-25,22.3,245
2016-06-26,12.1,246
2016-06-27,13.1,215
2016-06-28,12.4,81
2016-06-29,9.7,102
2016-06-30,16.8,226
2016-07-01,30.2,204
2016-07-02,34.8,220
2016-07-03,9.9,227
2016-07-04,13.4,193
2016-07-05,25.4,201
2016-07-06,19.4,223
2016-07-07,11.0,150
2016-07-08,11.9,96
2016-07-09,10.8,160
2016-07-10,10.7,218
2016-07-11,14.8,170
2016-07-12,15.0,216
2016-07-13,15.3,243
2016-07-14,16.0,356
2016-07-15,14.9,69
2016-07-16,17.3,129
2016-07-17,17.7,233
2016-07-18,9.2,236
2016-07-19,16.2,83
2016-07-20,17.7,62
2016-07-21,14.9,73
2016-07-22,12.2,72
2016-07-23,7.6,120
2016-07-24,15.2,223
2016-07-25,11.6,238
2016-07-26,18.3,225
2016-07-27,21.9,224
2016-07-28,23.4,216
2016-07-29,17.4,221
2016-07-30,12.0,227
2016-07-31,8.0,308
2016-08-01,10.3,292
2016-08-02,7.4,359
2016-08-03,8.4,50
2016-08-04,12.7,75
2016-08-05,8.9,75
2016-08-06,8.9,82
2016-08-07,10.4,221
2016-08-08,6.9,16
2016-08-09,17.1,51
2016-08-10,10.9,145
2016-08-11,13.7,203
2016-08-12,12.4,223
2016-08-13,17.3,231
2016-08-14,17.6,236
2016-08-15,6.6,257
2016-08-16,17.2,61
2016-08-17,9.1,56
2016-08-18,15.7,62
2016-08-19,14.9,57
2016-08-20,18.4,45
2016-08-21,17.9,43
2016-08-22,16.3,40
2016-08-23,16.2,59
2016-08-24,18.5,55
2016-08-25,12.1,142
2016-08-26,29.5,36
2016-08-27,25.3,52
2016-08-28,23.0,23
2016-08-29,20.3,334
2016-08-30,22.6,271
2016-08-31,35.3,242
2016-09-01,23.9,211
2016-09-02,17.3,88
2016-09-03,15.2,133
2016-09-04,15.2,35
2016-09-05,12.1,40
2016-09-06,6.8,295
2016-09-07,6.9,352
2016-09-08,8.8,19
2016-09-09,10.0,98
2016-09-10,11.4,65
2016-09-11,13.6,46
2016-09-12,17.7,24
2016-09-13,14.7,41
2016-09-14,10.9,54
2016-09-15,9.0,64
2016-09-16,7.8,34
2016-09-17,23.5,43
2016-09-18,21.9,38
2016-09-19,30.8,41
2016-09-20,31.6,30
2016-09-21,19.9,37
2016-09-22,17.6,30
2016-09-23,12.8,38
2016-09-24,12.8,48
2016-09-25,8.8,41
2016-09-26,10.3,47
2016-09-27,8.6,38
2016-09-28,14.3,24
2016-09-29,24.0,49
2016-09-30,13.6,38
2016-10-01,12.0,46
2016-10-02,10.9,77
2016-10-03,18.7,227
2016-10-04,26.5,41
2016-10-05,43.5,36
2016-10-06,15.5,36
2016-10-07,19.9,74
2016-10-08,12.3,306
2016-10-09,20.8,356
2016-10-10,16.7,34
2016-10-11,11.9,6
2016-10-12,14.0,14
2016-10-13,7.0,56
2016-10-14,8.7,32
2016-10-15,15.0,51
2016-10-16,9.5,77
2016-10-17,10.5,301
2016-10-18,14.6,33
2016-10-19,9.8,352
2016-10-20,21.5,33
2016-10-21,23.4,60
2016-10-22,14.9,43
2016-10-23,31.1,43
2016-10-24,19.1,55
2016-10-25,28.7,229
2016-10-26,10.7,341
2016-10-27,25.1,50
2016-10-28,20.7,22
2016-10-29,19.6,11
2016-10-30,19.5,353
2016-10-31,8.0,332
2016-11-01,24.9,327
2016-11-02,18.5,323
2016-11-03,12.4,286
2016-11-04,13.6,262
2016-11-05,19.7,262
2016-11-06,27.9,49
2016-11-07,15.8,75
2016-11-08,19.4,319
2016-11-09,21.1,358
2016-11-10,15.9,65
2016-11-11,13.8,288
2016-11-12,12.4,280
2016-11-13,9.7,71
2016-11-14,11.5,146
2016-11-15,17.9,337
2016-11-16,10.2,327
2016-11-17,11.6,17
2016-11-18,18.2,60
2016-11-19,16.4,309
2016-11-20,14.0,13
2016-11-21,13.3,38
2016-11-22,20.6,332
2016-11-23,20.0,347
2016-11-24,27.0,326
2016-11-25,17.3,329
2016-11-26,11.4,345
2016-11-27,16.5,338
2016-11-28,15.1,318
2016-11-29,14.7,347
2016-11-30,11.5,7
2016-12-01,19.5,296
2016-12-02,15.3,317
2016-12-03,9.8,303
2016-12-04,12.9,281
2016-12-05,17.3,271
2016-12-06,22.8,320
2016-12-07,14.3,289
2016-12-08,11.5,276
2016-12-09,19.1,299
