date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m),송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m)
2023-01-21,,,33.13936170212766,110.24113475177305,14.336170212765959,,1.0,,1.6,,8.6,284.031914893617,2.9134751773049645,1028.3478723404255,,,,38.92,173.24727272727273,14.015272727272727,,1.2,,1.8,,8.5,281.77338129496405,2.854676258992806,1028.3697841726619,
2023-01-22,,,25.50711743772242,142.36654804270464,14.882562277580071,,1.4,,2.1,,6.1,311.5978647686833,5.152669039145908,1025.6135231316728,,,,41.40642857142857,162.78571428571428,14.205714285714285,,1.2,,1.7,,6.7,196.8892857142857,5.936071428571428,1025.5485714285714,
2023-01-23,,,26.764130434782608,164.45652173913044,14.932971014492754,,0.8,,1.2,,10.3,256.47292418772565,7.344404332129964,1020.1115523465705,,,,42.50938628158845,166.1552346570397,14.264981949458484,,1.3,,10.3,,8.8,255.9892086330935,7.828057553956834,1020.1708633093525,
2023-01-24,,,26.21003584229391,168.41935483870967,14.660931899641577,,1.0,,1.6,,16.5,288.7491039426523,4.570609318996416,1020.8501792114696,,,,44.86474820143885,160.30935251798562,13.75863309352518,,1.6,,2.3,,15.8,309.2114695340502,4.6476702508960575,1021.2132616487455,
2023-01-25,,,24.498576512455518,158.88256227758006,14.229537366548042,,1.1,,1.6,,7.3,267.1814946619217,4.3028469750889675,1027.4391459074734,,,,36.159712230215824,154.86690647482015,13.053956834532373,,1.8,,2.7,,10.6,263.9714285714286,4.073571428571428,1027.6839285714286,
2023-01-26,,,20.759856630824373,167.5448028673835,14.084229390681003,,0.7,,1.1,,8.0,280.4910394265233,3.730824372759857,1023.4767025089606,,,,35.98345323741007,137.74100719424462,13.130215827338128,,1.1,,1.9,,7.0,256.636690647482,3.256834532374101,1023.5820143884891,
2023-01-27,,,16.703956834532374,149.4640287769784,13.83021582733813,,0.5,,0.9,,12.2,308.568345323741,1.7615107913669064,1017.9219424460431,,,,30.106521739130432,154.08333333333334,13.917391304347825,,0.9,,1.4,,14.2,310.33812949640287,1.7888489208633094,1018.1316546762589,
2023-01-28,,,13.45017793594306,138.644128113879,13.44982206405694,,1.0,,1.5,,15.4,283.43060498220643,2.0943060498220643,1020.3007117437722,,,,20.633214285714285,156.71785714285716,13.478214285714285,,1.5,,2.5,,12.0,296.36785714285713,2.29,1020.6489285714287,
2023-01-29,,,10.196466431095406,156.21554770318022,13.553356890459364,,0.6,,0.8,,8.2,264.6148409893993,3.091872791519435,1019.5095406360424,,,,20.062323943661973,122.78169014084507,13.046830985915491,,1.0,,1.7,,9.9,288.50704225352115,3.0193661971830985,1019.8552816901409,
2023-01-30,,,10.391166077738514,140.73144876325088,13.652296819787985,,0.8,,1.2,,9.5,269.1943462897527,4.603886925795053,1021.116961130742,,,,22.819642857142856,115.88571428571429,12.837142857142858,,1.2,,2.1,,8.1,300.7366548042705,4.447330960854092,1021.4281138790035,
2023-01-31,,,19.02302158273381,121.35971223021583,13.047482014388489,,0.7,,1.3,,9.0,258.04676258992805,5.664388489208633,1019.7852517985611,,,,21.470967741935482,95.74910394265233,13.070609318996414,,1.1,,1.7,,9.8,262.65232974910396,6.309677419354839,1020.0043010752688,
2023-02-01,,,12.868705035971223,182.1978417266187,13.317985611510792,,0.7,,1.1,,11.4,267.92446043165467,10.232014388489208,1015.4859712230215,,,,16.913768115942027,111.51449275362319,12.70072463768116,,0.9,,1.4,,10.1,284.31159420289856,10.398913043478261,1015.6398550724637,
2023-02-02,,,15.654121863799283,158.18279569892474,12.62043010752688,,1.2,,1.7,,9.4,246.6107142857143,4.916428571428571,1023.7390681003585,,,,37.06057347670251,97.07885304659499,13.274551971326165,,1.7,,2.6,,8.9,125.63799283154121,5.516129032258065,1023.7594982078854,
2023-02-03,,,22.164157706093192,132.72401433691758,13.621146953405018,,1.0,,1.4,,6.2,260.1505376344086,6.1587813620071685,1020.8143369175627,,,,27.464885496183207,162.08778625954199,13.535114503816793,,1.3,,1.9,,5.4,149.96564885496184,6.823282442748091,1020.9282442748092,
2023-02-04,,,17.077112676056338,172.57746478873239,13.684507042253522,,0.7,,1.1,,5.7,258.3380281690141,4.853169014084507,1022.5538732394366,,,,27.294890510948907,156.2,12.910181818181819,,0.9,,1.5,,8.6,303.7517985611511,5.546402877697842,1022.5874100719424,
2023-02-05,,,16.468197879858657,160.7703180212014,13.680918727915193,,0.7,,1.0,,9.3,244.99293286219083,5.77809187279152,1023.9865724381626,,,,30.75197132616487,152.11469534050178,12.443010752688172,,0.9,,1.4,,9.2,280.9893992932862,6.393992932862191,1024.1395759717313,
2023-02-06,,,20.365703971119135,183.4837545126354,13.628880866425993,,0.4,,0.6,,4.3,248.69424460431654,7.339928057553957,1021.6115107913669,,,,36.08741007194244,143.36690647482015,12.475451263537906,,0.5,,0.9,,4.6,248.81294964028777,7.929136690647483,1021.6446043165469,
2023-02-07,,,23.480645161290322,147.49462365591398,13.836917562724015,,1.1,,1.8,,11.5,224.79928315412187,9.30967741935484,1019.4487455197133,,,,32.52391304347826,157.0108695652174,13.93804347826087,,1.8,,2.7,,11.1,45.9963768115942,9.930797101449276,1019.3721014492754,
2023-02-08,,,19.99679715302491,139.68683274021353,14.22846975088968,,1.0,,1.4,,6.2,217.75177304964538,8.791843971631206,1023.7053191489363,,,,34.34982332155477,165.91519434628975,13.743816254416961,,0.9,,1.5,,6.9,76.42756183745583,9.331448763250885,1023.7441696113074,
2023-02-09,,,19.607773851590107,186.1095406360424,14.122968197879858,,1.9,,2.8,,11.0,171.66901408450704,8.158802816901408,1027.205633802817,,,,31.280281690140846,161.85915492957747,13.459507042253522,,2.1,,2.8,,11.1,61.971830985915496,8.402112676056337,1027.1218309859155,
2023-02-10,,,19.902877697841728,184.16906474820144,14.197841726618705,,1.7,,2.6,,10.3,231.03237410071944,7.474100719424461,1018.4712230215828,,,,28.210469314079422,155.81949458483754,13.381588447653431,,2.5,,3.8,,11.1,74.28158844765343,7.844404332129964,1018.4397111913357,
2023-02-11,,,13.704444444444446,84.75555555555556,14.357777777777779,,0.8,,1.2,,6.3,327.8666666666667,6.213333333333334,1021.3933333333333,,,,33.732608695652175,59.391304347826086,13.273913043478261,,1.1,,1.9,,4.6,84.56521739130434,6.345652173913043,1021.5,
2023-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,,,6.707692307692308,158.47435897435898,14.096103896103898,,1.5,,2.4,,10.5,149.55128205128204,8.205128205128204,1016.1282051282051,,,,8.7825,124.15,13.255,,2.5,,3.7,,12.5,30.7375,8.3125,1016.0151898734177,
2023-02-14,,,10.11841155234657,204.78700361010831,14.050541516245488,,1.6,,2.4,,13.1,186.12996389891697,6.303610108303249,1020.784476534296,,,,18.894160583941606,164.22627737226279,13.393795620437956,,2.2,,3.4,,14.3,86.2992700729927,6.577007299270073,1020.7361313868613,
2023-02-15,,,11.459430604982206,201.1423487544484,13.824199288256228,,1.8,,2.8,,11.0,220.51957295373666,3.7508896797153026,1028.846975088968,,,,16.008214285714285,165.04642857142858,13.422142857142857,,2.2,,3.6,,12.0,36.36071428571429,4.263928571428572,1028.6425000000002,
2023-02-16,,,23.3,234.0,13.5,,1.1,,1.6,,5.5,340.0,4.4,1032.1,,,,24.386785714285715,121.38214285714285,13.578214285714287,,1.5,,2.6,,7.2,159.65714285714284,6.978928571428571,1030.4807142857142,
2023-02-17,,,16.378629032258065,158.24696356275302,14.0,,0.6,,0.9,,6.1,230.74545454545455,8.301818181818183,1027.129927007299,,,,26.074181818181817,160.71636363636364,13.443999999999999,,0.8,,1.2,,4.4,259.37454545454545,8.459272727272728,1027.3054545454545,
2023-02-18,,,21.729562043795617,123.06569343065694,14.066423357664233,,1.0,,1.6,,5.9,256.8649635036496,10.334306569343065,1020.0094890510948,,,,33.76978417266187,152.10071942446044,13.36474820143885,,1.3,,2.2,,6.4,165.2652329749104,10.567025089605734,1020.168100358423,
2023-02-19,,,22.513432835820897,161.67415730337078,14.285663082437276,,1.0,,1.4,,9.1,254.82078853046596,11.463082437275984,1014.994982078853,,,,38.62765957446808,154.25531914893617,13.302127659574468,,1.3,,10.1,,8.2,292.2269503546099,11.259929078014185,1015.3202127659574,
2023-02-20,,,24.90359712230216,165.72661870503597,13.928776978417266,,0.7,,0.9,,11.1,233.68705035971223,5.430935251798561,1022.9917266187051,,,,24.4,69.0,13.2,,0.6,,0.7,,7.1,336.0,7.0,1020.1,
2023-02-21,,,27.727758007117437,163.90391459074732,13.727758007117437,,1.5,,2.3,,10.0,216.51601423487546,3.2576512455516013,1032.1220640569395,,,,44.82365591397849,160.89247311827958,12.89820788530466,,1.9,,2.7,,9.6,91.15053763440861,3.56415770609319,1032.2301075268817,
2023-02-22,,,26.73886925795053,162.36395759717314,13.657950530035334,,1.0,,1.4,,6.5,233.5547703180212,6.29434628975265,1030.1434628975264,,,,44.16842105263158,157.90175438596492,12.807719298245615,,1.4,,2.3,,6.5,177.26315789473685,6.588070175438596,1030.2242105263158,
2023-02-23,,,25.22129963898917,160.06859205776172,13.549819494584838,,0.6,,0.9,,8.9,227.28519855595667,9.455595667870035,1021.9527075812275,,,,42.23586956521739,152.67753623188406,12.792391304347827,,0.7,,1.0,,8.6,247.8985507246377,9.505434782608695,1022.1695652173912,
2023-02-24,,,23.461596958174905,171.08365019011407,13.69809885931559,,0.6,,0.8,,8.8,206.24187725631768,9.364259927797834,1021.1579710144927,,,,36.191335740072205,158.985559566787,12.854151624548736,,1.0,,1.6,,9.7,155.23381294964028,9.846402877697843,1021.2046762589929,
2023-02-25,,,17.421126760563382,180.55633802816902,13.77007042253521,,1.4,,2.0,,11.1,248.58450704225353,5.81830985915493,1028.125,,,,29.77375886524823,159.77304964539007,12.808510638297872,,2.0,,3.1,,9.7,74.38652482269504,6.123404255319149,1028.2241134751773,
2023-02-26,,,14.13525179856115,159.42446043165467,13.651079136690647,,1.0,,1.5,,6.9,245.5071942446043,6.08453237410072,1034.9672661870504,,,,24.610714285714284,147.825,12.782499999999999,,1.3,,2.1,,5.2,171.39642857142857,6.307857142857143,1035.0921428571428,
2023-02-27,,,11.065357142857144,151.41071428571428,13.79892857142857,,0.8,,1.2,,11.0,237.0427046263345,8.494661921708184,1033.4199288256227,,,,19.337545126353792,119.07942238267148,12.630324909747292,,0.8,,1.3,,8.1,275.00361010830323,8.723826714801444,1033.821299638989,
2023-02-28,,,12.228113879003558,110.34163701067615,13.034519572953736,,1.1,,1.7,,11.2,224.48398576512454,10.620284697508897,1026.7594306049823,,,,18.731316725978647,100.27758007117438,12.52491103202847,,1.2,,1.7,,11.3,254.58362989323842,10.848398576512455,1027.1544483985765,
2023-03-01,,,9.069611307420494,116.08480565371025,13.082685512367492,,0.7,,1.1,,11.5,258.23674911660777,11.394346289752649,1019.7318021201413,,,,15.719434628975266,138.96819787985865,12.473144876325089,,0.9,,1.5,,9.9,270.41901408450707,11.525352112676055,1019.9943661971831,
2023-03-02,,,13.757597173144877,116.26501766784452,13.013780918727916,,0.8,,1.4,,9.1,258.1590106007067,6.347349823321554,1024.9618374558304,,,,20.177816901408452,146.97535211267606,12.368309859154929,,1.6,,2.2,,9.1,274.693661971831,6.55,1025.1971830985915,
2023-03-03,,,12.593571428571428,130.75714285714287,13.158214285714287,,0.7,,1.1,,9.3,246.92142857142858,8.112142857142857,1025.98,,,,18.631182795698926,143.74551971326164,12.262724014336918,,1.0,,1.7,,10.2,241.25089605734766,8.519713261648745,1026.168458781362,
2023-03-04,,,16.26950354609929,205.52836879432624,13.256028368794325,,0.8,,1.2,,9.7,188.55830388692578,10.623321554770317,1027.487632508834,,,,28.903180212014135,132.68551236749116,12.96007067137809,,1.3,,2.2,,9.7,127.8943661971831,10.969014084507041,1027.5426056338026,
2023-03-05,,,19.657608695652176,133.58695652173913,13.61123188405797,,1.1,,1.7,,5.4,219.06521739130434,10.328985507246378,1027.5565217391304,,,,23.942960288808663,158.84115523465704,13.35036231884058,,1.4,,2.1,,6.0,176.03971119133573,10.41985559566787,1027.6119133574007,
2023-03-06,,,22.29781818181818,131.15636363636364,13.531636363636363,,0.8,,1.2,,11.9,238.1014492753623,11.472101449275362,1023.1822463768116,,,,33.63823529411765,143.70955882352942,12.825735294117647,,1.1,,1.5,,9.3,262.29411764705884,11.62205882352941,1023.5720588235293,
2023-03-07,,,28.138652482269507,106.85460992907801,13.209574468085107,,1.1,,1.8,,10.4,209.9113475177305,13.773758865248226,1021.081560283688,,,,31.668817204301078,142.6021505376344,12.964516129032258,,1.4,,2.1,,11.6,249.5268817204301,13.08673835125448,1021.6200716845879,
2023-03-08,,,26.551785714285714,109.41785714285714,13.256785714285714,,0.9,,1.5,,10.5,215.0,14.973309608540925,1020.2174377224198,,,,33.65054151624549,150.8014440433213,12.98158844765343,,1.0,,1.8,,10.9,244.65703971119135,14.16101083032491,1020.8285198555957,
2023-03-09,,,24.580575539568343,127.13669064748201,13.16798561151079,,1.7,,14.5,,10.2,208.30575539568346,14.713309352517987,1015.705035971223,,,,35.52563176895307,145.4043321299639,13.143321299638988,,1.2,,1.9,,8.7,241.98194945848377,14.465342960288808,1016.1967509025271,
2023-03-10,,,27.29398148148148,114.13888888888889,13.988532110091743,,0.8,,1.3,,5.1,180.91244239631337,13.4,1020.7190697674419,,,,33.200796812749005,172.65873015873015,13.453174603174602,,1.0,,1.6,,6.8,156.22924901185772,13.288537549407115,1020.3722222222221,
2023-03-11,,,25.30913043478261,93.33478260869565,13.51861471861472,,0.7,,1.2,,10.5,224.07391304347826,13.614347826086957,1022.0399082568808,,,,34.028623188405795,142.93840579710144,13.370289855072464,,0.7,,1.1,,8.9,237.8673835125448,13.836559139784947,1022.6559139784946,
2023-03-12,,,24.914388489208633,112.49280575539568,13.475179856115108,,1.0,,1.5,,12.8,231.32374100719426,12.607553956834533,1018.2323741007193,,,,34.67854545454546,146.88363636363636,13.52007299270073,,1.4,,2.1,,12.2,258.3527272727273,12.469454545454544,1018.5861818181819,
2023-03-13,,,18.5825,130.36785714285713,13.386071428571428,,0.8,,1.2,,11.3,233.88571428571427,5.98,1021.7585714285715,,,,25.12392857142857,148.88214285714287,13.213928571428571,,1.2,,1.8,,9.7,273.8285714285714,6.092142857142857,1022.0375,
2023-03-14,,,15.461921708185054,99.55160142348754,13.233451957295374,,0.8,,1.4,,10.4,218.83274021352312,10.511032028469751,1020.5124555160143,,,,23.092391304347824,131.2572463768116,13.072826086956521,,1.1,,1.8,,8.8,254.4927536231884,10.716304347826087,1020.8771739130434,
2023-03-15,,,18.467625899280577,77.83812949640287,13.215107913669064,,1.8,,3.0,,11.8,217.36917562724014,13.932616487455196,1020.6874551971325,,,,18.808214285714286,114.02857142857142,13.143214285714285,,1.9,,2.7,,9.9,246.7508896797153,13.959430604982206,1021.1010676156584,
2023-03-16,,,13.966071428571428,75.19285714285714,13.159285714285714,,1.0,,1.5,,8.4,126.25978647686833,12.058007117437723,1024.8419928825622,,,,19.64187725631769,133.47292418772562,13.614801444043321,,1.3,,2.0,,9.3,127.06498194945848,12.232851985559567,1024.8628158844765,
2023-03-17,,,17.76099290780142,99.85106382978724,13.63758865248227,,1.2,,1.9,,8.3,161.88652482269504,10.254609929078015,1023.4751773049645,,,,19.086690647482015,153.18705035971223,13.766187050359711,,1.4,,2.2,,9.7,63.681003584229394,10.51899641577061,1023.3544802867384,
2023-03-18,,,18.49820788530466,90.66666666666667,13.847670250896057,,1.3,,1.9,,7.6,226.00716845878136,10.678494623655915,1017.7541218637994,,,,26.06120996441281,142.52313167259786,13.783629893238434,,1.3,,2.1,,7.0,93.40569395017793,10.890747330960854,1017.8227758007118,
2023-03-19,,,14.6,222.0,14.0,,0.6,,0.9,,2.5,297.0,9.3,1018.6,,,,32.60328467153285,156.33941605839416,13.686496350364964,,0.9,,1.5,,7.0,208.67636363636365,11.90690909090909,1019.2483636363636,
2023-03-20,,,31.591111111111108,157.09444444444443,13.921111111111113,,0.4,,0.6,,9.1,241.89444444444445,11.456666666666665,1017.0627777777777,,,,37.55431654676259,152.4496402877698,13.639350180505415,,1.0,,1.6,,8.8,247.78776978417267,13.06474820143885,1016.3672661870503,
2023-03-21,,,30.87579365079365,141.78968253968253,13.745454545454544,,0.6,,1.1,,3.7,113.41666666666667,14.433333333333332,1012.7656,,,,42.46200716845878,152.59139784946237,13.551254480286739,,0.7,,1.2,,5.4,88.59856630824373,14.075985663082436,1012.9494623655914,
2023-03-22,,,27.02226148409894,116.31448763250883,13.906360424028268,,0.8,,1.4,,4.1,86.33568904593639,15.20989399293286,1011.6219081272085,,,,41.5644128113879,158.37722419928826,13.6355871886121,,0.9,,1.6,,6.1,39.6085409252669,14.71779359430605,1011.573665480427,
2023-03-23,,,30.20212014134276,155.46289752650176,15.010954063604242,,1.3,,2.2,,8.4,68.59363957597174,15.144876325088338,1005.8932862190812,,,,65.7,62.0,13.5,,0.6,,0.8,,4.3,33.0,14.5,1008.5,
2023-03-24,,,32.37711267605634,197.71478873239437,15.182042253521127,,1.4,,2.0,,12.3,59.25704225352113,12.844718309859156,1015.344366197183,,,,37.99787985865724,167.65017667844523,14.355123674911662,,2.4,,3.4,,13.3,48.409893992932865,12.779505300353357,1015.2639575971732,
2023-03-25,,,19.757243816254416,174.6113074204947,14.973498233215548,,1.5,,2.6,,10.5,113.06007067137809,11.3886925795053,1019.2219081272084,,,,32.4584229390681,169.32616487455198,14.666666666666666,,2.2,,3.2,,11.6,45.69534050179212,11.494982078853047,1019.1114695340501,
2023-03-26,,,19.865690376569034,171.14644351464435,15.176150627615062,,1.0,,1.6,,5.9,234.0836820083682,11.607112970711297,1016.350209205021,,,,27.927464788732394,148.65140845070422,14.582042253521127,,1.4,,2.3,,5.3,131.36267605633802,11.784859154929578,1016.1975352112676,
2023-03-27,,,15.882142857142858,170.28174603174602,15.186111111111112,,0.5,,0.8,,7.5,213.43650793650792,11.327380952380953,1020.1928571428572,,,,24.18881118881119,145.65034965034965,14.552797202797205,,0.8,,1.6,,5.7,125.38461538461539,11.355594405594404,1019.9898601398601,
2023-03-28,,,12.899082568807339,128.71100917431193,15.171100917431193,,0.5,,1.0,,8.4,247.11009174311926,11.444954128440367,1023.8160550458715,,,,27.215302491103202,103.64056939501779,14.78612099644128,,0.7,,1.1,,7.5,251.80141843971631,12.560638297872341,1023.6595744680851,
2023-03-29,,,15.617667844522968,118.02120141342756,14.503886925795054,,0.4,,0.6,,4.7,226.32155477031802,12.948409893992933,1022.3084805653709,,,,21.53687943262411,98.38652482269504,14.51595744680851,,0.6,,1.0,,3.9,229.29432624113474,13.204255319148936,1022.4205673758864,
2023-03-30,,,16.198251748251746,102.63636363636364,14.431818181818182,,0.3,,0.5,,6.2,243.3846153846154,13.80034965034965,1019.1527972027973,,,,20.151245551601424,98.69039145907473,14.568683274021353,,0.4,,0.7,,4.8,228.7340425531915,14.627304964539006,1019.3858156028368,
2023-03-31,,,14.037894736842105,99.8280701754386,14.478947368421053,,0.5,,0.8,,4.8,209.81052631578947,14.990175438596491,1017.88,,,,22.06241134751773,80.50354609929079,14.50711743772242,,0.6,,1.0,,4.0,123.17667844522968,15.465017667844524,1017.9674911660777,
2023-04-01,,,19.29432624113475,63.659574468085104,15.013829787234041,,0.8,,1.3,,8.7,132.95035460992906,13.722340425531915,1017.3216312056738,,,,20.580714285714286,91.96071428571429,15.668571428571427,,1.4,,2.0,,10.0,77.275,14.162857142857142,1017.2117857142857,
2023-04-02,,,9.853787878787879,190.43560606060606,15.850757575757576,,2.3,,3.5,,13.3,139.3030303030303,14.06060606060606,1019.2916666666666,,,,16.678214285714283,178.9607142857143,15.702857142857143,,2.9,,4.1,,14.9,41.57142857142857,14.17,1019.0432142857142,
2023-04-03,,,17.801809954751132,201.0316742081448,16.070135746606336,,2.0,,3.2,,12.1,23.63348416289593,13.974660633484163,1023.4271493212669,,,,21.861702127659573,168.8404255319149,15.712056737588654,,2.8,,4.4,,13.0,55.06713780918728,13.862897526501767,1023.5427561837455,
2023-04-04,,,19.244230769230768,187.71153846153845,16.446153846153845,,1.3,,2.1,,5.4,201.88076923076923,14.453076923076924,1021.7911538461539,,,,29.193406593406593,152.50915750915752,15.684249084249085,,1.9,,3.0,,10.6,85.31021897810218,14.522262773722627,1021.9218978102189,
2023-04-05,,,23.92676056338028,130.7711267605634,15.984859154929577,,2.9,,4.5,,14.5,197.85915492957747,15.663028169014085,1013.2492957746479,,,,31.838078291814945,146.30249110320284,15.427659574468086,,4.1,,6.1,,15.4,207.7208480565371,15.659010600706713,1013.6632508833923,
2023-04-06,,,19.621830985915494,135.09859154929578,14.086619718309858,,2.2,,2.8,,12.5,223.16549295774647,14.067605633802817,1009.4059859154929,,,,28.80565371024735,158.86572438162545,14.379505300353356,,2.6,,3.5,,11.8,249.74204946996466,13.690106007067138,1010.0706713780919,
2023-04-07,,,22.98409893992933,126.13074204946996,13.90565371024735,,0.8,,1.4,,10.5,233.1731448763251,13.880212014134274,1011.4303886925794,,,,31.751957295373664,152.87900355871886,13.999288256227759,,1.1,,1.8,,10.3,262.64539007092196,13.828368794326241,1011.6971631205673,
2023-04-08,,,23.165248226950357,155.07801418439718,13.460283687943264,,1.0,,1.6,,11.2,276.4432624113475,11.915248226950354,1017.4400709219857,,,,31.62142857142857,152.175,13.65857142857143,,1.1,,1.7,,10.3,288.74642857142857,12.017857142857142,1017.8282142857144,
2023-04-09,,,23.024825174825175,114.45804195804196,13.18951048951049,,1.0,,1.6,,12.5,230.14335664335664,12.194405594405595,1018.8653846153846,,,,35.33802816901409,137.69718309859155,13.554225352112676,,1.1,,2.0,,11.6,235.70526315789473,12.876140350877192,1019.2996491228071,
2023-04-10,,,17.718309859154928,86.73239436619718,12.983561643835616,,0.9,,1.3,,7.6,217.77777777777777,13.07638888888889,1017.7161764705882,,,,30.681205673758868,143.29432624113474,13.35744680851064,,1.1,,1.8,,10.8,245.8049645390071,14.183333333333334,1017.4070921985815,
2023-04-11,,,25.7288256227758,95.70462633451957,12.93202846975089,,1.8,,8.4,,14.0,212.55516014234877,16.226690391459073,1012.5498220640569,,,,26.179432624113478,119.76241134751773,13.437588652482269,,2.1,,3.3,,13.7,246.23674911660777,15.81696113074205,1013.0893992932862,
2023-04-12,,,23.185714285714287,82.41463414634147,13.14390243902439,,1.6,,2.5,,10.1,187.99303135888502,14.343554006968642,1015.2101045296167,,,,26.662323943661974,136.0105633802817,13.829225352112676,,1.7,,2.5,,9.4,197.25352112676057,14.857042253521126,1015.4760563380282,
2023-04-13,,,24.866122448979592,75.34285714285714,13.282926829268293,,0.7,,1.1,,12.0,210.8089430894309,13.383333333333335,1017.4824489795919,,,,20.534519572953737,103.6049822064057,13.927402135231317,,0.7,,1.2,,9.0,215.8932384341637,14.510320284697508,1017.7473309608541,
2023-04-14,,,17.30785714285714,88.51071428571429,13.426785714285714,,0.6,,1.0,,8.3,208.475,15.036785714285715,1014.4596428571429,,,,22.852346570397113,89.49458483754513,13.935507246376812,,0.9,,1.3,,7.8,217.58273381294964,14.942446043165468,1014.7284172661871,
2023-04-15,,,25.197526501766784,91.773851590106,14.242049469964664,,1.6,,2.4,,9.1,146.8374558303887,13.530742049469964,1004.6028268551236,,,,23.314999999999998,132.95714285714286,14.356071428571427,,1.8,,2.9,,10.8,92.19572953736655,13.630249110320284,1004.5348754448398,
2023-04-16,,,20.26276595744681,159.46099290780143,14.253900709219858,,0.7,,1.2,,8.6,205.74204946996466,12.161130742049469,1004.9003546099292,,,,20.220701754385964,145.27719298245614,14.223859649122806,,1.2,,1.8,,10.8,182.9438596491228,12.755087719298245,1004.8922807017543,
2023-04-17,,,22.380165289256198,140.82231404958677,14.238683127572017,,1.0,,1.3,,10.5,226.6694214876033,13.093388429752066,1015.4165289256198,,,,29.299288256227758,149.71530249110322,14.180427046263345,,1.5,,1.9,,8.2,260.968085106383,13.66063829787234,1016.1868794326242,
2023-04-18,,,23.814869888475837,151.6914498141264,14.097026022304833,,1.5,,2.7,,12.4,199.19330855018586,16.197026022304833,1012.596654275093,,,,30.686666666666664,147.02592592592592,14.182222222222222,,2.0,,3.0,,12.2,233.95238095238096,15.861172161172162,1013.1435897435898,
2023-04-19,,,19.0,53.0,13.8,,1.3,,1.9,,3.7,206.0,17.5,1010.9,,,,34.309893992932864,153.14487632508835,14.242049469964664,,1.5,,2.5,,7.7,119.92932862190813,15.412367491166076,1011.1982332155476,
2023-04-20,,,26.81923076923077,148.08041958041957,14.413986013986012,,0.7,,1.1,,10.7,199.23076923076923,16.926573426573427,1008.6083916083916,,,,39.58678571428571,148.74642857142857,14.391428571428571,,0.9,,1.4,,7.8,235.13571428571427,16.818214285714287,1009.0696428571429,
2023-04-21,,,30.398947368421055,199.3438596491228,14.66140350877193,,1.8,,2.5,,13.7,75.0421052631579,15.922456140350876,1012.1210526315789,,,,35.556338028169016,178.98591549295776,14.22394366197183,,2.6,,4.3,,15.2,58.46830985915493,15.304225352112676,1011.9538732394367,
2023-04-22,,,23.1,198.06293706293707,15.022027972027972,,2.4,,3.5,,11.4,31.174825174825173,14.06958041958042,1020.0409090909092,,,,32.11087719298246,175.68421052631578,14.861052631578946,,2.9,,4.3,,13.0,64.10877192982456,14.015438596491228,1019.8901754385965,
2023-04-23,,,17.795804195804198,172.43356643356643,15.120979020979023,,2.5,,3.9,,9.1,75.42657342657343,13.455944055944057,1023.9916083916083,,,,54.1,55.0,14.7,,2.4,,3.2,,10.1,68.0,13.4,1022.2,
2023-04-24,,,18.51118881118881,181.9265734265734,15.171678321678323,,2.5,,3.4,,8.4,70.86713286713287,14.102097902097901,1024.5555944055945,,,,25.97385159010601,164.4558303886926,14.88904593639576,,2.2,,3.6,,9.7,68.28975265017668,14.259363957597174,1024.4257246376812,
2023-04-25,,,21.305445544554455,165.6980198019802,15.123152709359607,,1.7,,2.8,,9.2,285.13366336633663,11.533663366336635,1015.7915841584158,,,,24.03321554770318,157.4558303886926,14.833450704225351,,1.7,,2.5,,8.0,85.11971830985915,11.939436619718311,1015.7408450704227,
2023-04-26,,,12.122222222222222,146.57037037037037,15.155555555555555,,0.9,,1.4,,8.8,248.37638376383765,13.77011070110701,1011.9837638376383,,,,22.1260162601626,116.26422764227642,14.845714285714287,,1.4,,2.1,,9.6,165.0,13.68658536585366,1012.3365853658536,
2023-04-27,,,13.376855895196508,114.6943231441048,15.082608695652175,,0.7,,1.0,,7.5,213.79039301310044,13.73201754385965,1020.6,,,,17.51083916083916,93.9055944055944,14.997902097902097,,1.1,,1.7,,6.2,144.46153846153845,14.525174825174824,1020.6601398601398,
2023-04-28,,,18.335335689045934,116.30742049469964,14.91590106007067,,0.7,,1.1,,10.7,206.73498233215548,15.346289752650177,1017.9766784452297,,,,18.167375886524823,81.7127659574468,15.136170212765956,,0.7,,1.0,,8.3,238.4078014184397,15.645035460992906,1018.4336879432624,
2023-04-29,,,19.462369337979094,93.97212543554006,14.941811846689896,,1.3,,2.0,,10.7,211.99303135888502,16.270383275261324,1007.6895470383276,,,,21.79581881533101,55.52264808362369,15.142160278745646,,1.8,,2.5,,11.2,243.71428571428572,16.17491289198606,1008.0418118466899,
