date,avg_water_temp,gijang_buoy_관측소코드,gijang_buoy_기압(hPa),gijang_buoy_습도(%),gijang_buoy_기온(℃),gijang_buoy_수온(℃),gijang_buoy_최대파고(m),gijang_buoy_풍속(m/s),gijang_buoy_위도,gijang_buoy_경도,meis_buoy_관측소코드,meis_buoy_기압(hPa),meis_buoy_습도(%),meis_buoy_기온(℃),meis_buoy_수온(℃),meis_buoy_최대파고(m),meis_buoy_풍속(m/s),meis_buoy_위도,meis_buoy_경도
2014-08-08,22.4,,,,,,,,,,,,,,,,,,
2014-08-09,23.1,,,,,,,,,,,,,,,,,,
2014-08-10,24.6,,,,,,,,,,,,,,,,,,
2014-08-11,24.4,,,,,,,,,,,,,,,,,,
2014-09-05,22.3,,,,,,,,,,,,,,,,,,
2014-09-06,21.9,,,,,,,,,,,,,,,,,,
2014-09-07,21.8,,,,,,,,,,,,,,,,,,
2014-09-08,22.2,,,,,,,,,,,,,,,,,,
2014-09-09,21.6,,,,,,,,,,,,,,,,,,
2014-09-10,21.7,,,,,,,,,,,,,,,,,,
2014-09-11,22.4,,,,,,,,,,,,,,,,,,
2014-09-12,22.3,,,,,,,,,,,,,,,,,,
2014-09-13,22.6,,,,,,,,,,,,,,,,,,
2014-09-14,23.6,,,,,,,,,,,,,,,,,,
2014-09-15,23.7,,,,,,,,,,,,,,,,,,
2014-09-16,23.7,,,,,,,,,,,,,,,,,,
2014-09-17,23.9,,,,,,,,,,,,,,,,,,
2014-09-18,23.6,,,,,,,,,,,,,,,,,,
2014-09-19,23.2,,,,,,,,,,,,,,,,,,
2014-09-20,23.3,,,,,,,,,,,,,,,,,,
2014-09-21,23.8,,,,,,,,,,,,,,,,,,
2014-09-22,24.1,,,,,,,,,,,,,,,,,,
2014-09-23,24.2,,,,,,,,,,,,,,,,,,
2014-09-24,23.8,,,,,,,,,,,,,,,,,,
2014-09-25,23.5,,,,,,,,,,,,,,,,,,
2014-09-26,23.5,,,,,,,,,,,,,,,,,,
2014-09-27,23.5,,,,,,,,,,,,,,,,,,
2014-09-28,23.5,,,,,,,,,,,,,,,,,,
2014-09-29,23.6,,,,,,,,,,,,,,,,,,
2014-09-30,23.6,,,,,,,,,,,,,,,,,,
2014-10-01,23.2,,,,,,,,,,,,,,,,,,
2014-10-02,23.1,,,,,,,,,,,,,,,,,,
2014-10-03,23.1,,,,,,,,,,,,,,,,,,
2014-10-04,22.8,,,,,,,,,,,,,,,,,,
2014-10-05,22.5,,,,,,,,,,,,,,,,,,
2014-10-06,22.2,,,,,,,,,,,,,,,,,,
2014-10-07,22.1,,,,,,,,,,,,,,,,,,
2014-10-08,22.1,,,,,,,,,,,,,,,,,,
2014-10-09,21.9,,,,,,,,,,,,,,,,,,
2014-10-10,21.6,,,,,,,,,,,,,,,,,,
2014-10-11,21.5,,,,,,,,,,,,,,,,,,
2014-10-12,21.4,,,,,,,,,,,,,,,,,,
2014-10-13,21.5,,,,,,,,,,,,,,,,,,
2014-10-14,21.4,,,,,,,,,,,,,,,,,,
2014-10-15,21.5,,,,,,,,,,,,,,,,,,
2014-10-16,21.2,,,,,,,,,,,,,,,,,,
2014-10-17,21.2,,,,,,,,,,,,,,,,,,
2014-10-18,21.1,,,,,,,,,,,,,,,,,,
2014-10-19,21.1,,,,,,,,,,,,,,,,,,
2014-10-20,21.1,,,,,,,,,,,,,,,,,,
2014-10-21,20.9,,,,,,,,,,,,,,,,,,
2014-10-22,20.8,,,,,,,,,,,,,,,,,,
2014-10-23,20.8,,,,,,,,,,,,,,,,,,
2014-10-24,20.8,,,,,,,,,,,,,,,,,,
2014-10-25,20.8,,,,,,,,,,,,,,,,,,
2014-10-26,20.6,,,,,,,,,,,,,,,,,,
2014-10-27,20.5,,,,,,,,,,,,,,,,,,
2014-10-28,20.3,,,,,,,,,,,,,,,,,,
2014-10-29,20.4,,,,,,,,,,,,,,,,,,
2014-10-30,20.4,,,,,,,,,,,,,,,,,,
2014-10-31,20.3,,,,,,,,,,,,,,,,,,
2014-11-01,20.3,,,,,,,,,,,,,,,,,,
2014-11-02,20.2,,,,,,,,,,,,,,,,,,
2014-11-03,19.7,,,,,,,,,,,,,,,,,,
2014-11-04,19.4,,,,,,,,,,,,,,,,,,
2014-11-05,19.0,,,,,,,,,,,,,,,,,,
2014-11-06,18.8,,,,,,,,,,,,,,,,,,
2014-11-07,18.8,,,,,,,,,,,,,,,,,,
2014-11-08,18.9,,,,,,,,,,,,,,,,,,
2014-11-09,18.7,,,,,,,,,,,,,,,,,,
2014-11-10,18.5,,,,,,,,,,,,,,,,,,
2014-11-11,18.3,,,,,,,,,,,,,,,,,,
2014-11-12,17.6,,,,,,,,,,,,,,,,,,
2014-11-13,16.5,,,,,,,,,,,,,,,,,,
2014-11-14,16.1,,,,,,,,,,,,,,,,,,
2014-11-15,16.8,,,,,,,,,,,,,,,,,,
2014-11-16,17.1,,,,,,,,,,,,,,,,,,
2014-11-17,16.9,,,,,,,,,,,,,,,,,,
2014-11-18,16.7,,,,,,,,,,,,,,,,,,
2014-11-19,16.4,,,,,,,,,,,,,,,,,,
2014-11-20,16.3,,,,,,,,,,,,,,,,,,
2014-11-21,16.1,,,,,,,,,,,,,,,,,,
2014-11-22,16.0,,,,,,,,,,,,,,,,,,
2014-11-23,16.1,,,,,,,,,,,,,,,,,,
2014-11-24,16.1,,,,,,,,,,,,,,,,,,
2014-11-25,16.3,,,,,,,,,,,,,,,,,,
2014-11-26,16.6,,,,,,,,,,,,,,,,,,
2014-11-27,16.6,,,,,,,,,,,,,,,,,,
2014-11-28,16.9,,,,,,,,,,,,,,,,,,
2014-11-29,16.9,,,,,,,,,,,,,,,,,,
2014-11-30,16.8,,,,,,,,,,,,,,,,,,
2014-12-01,16.6,,,,,,,,,,,,,,,,,,
2014-12-02,15.7,,,,,,,,,,,,,,,,,,
2014-12-03,15.0,,,,,,,,,,,,,,,,,,
2014-12-04,14.8,,,,,,,,,,,,,,,,,,
2014-12-05,14.7,,,,,,,,,,,,,,,,,,
2014-12-06,14.5,,,,,,,,,,,,,,,,,,
2014-12-07,14.3,,,,,,,,,,,,,,,,,,
2014-12-08,14.4,,,,,,,,,,,,,,,,,,
2014-12-09,14.7,,,,,,,,,,,,,,,,,,
2014-12-10,14.9,,,,,,,,,,,,,,,,,,
2014-12-11,15.0,,,,,,,,,,,,,,,,,,
2014-12-12,14.8,,,,,,,,,,,,,,,,,,
2014-12-13,14.5,,,,,,,,,,,,,,,,,,
2014-12-14,14.6,,,,,,,,,,,,,,,,,,
2014-12-15,14.2,,,,,,,,,,,,,,,,,,
2014-12-16,14.1,,,,,,,,,,,,,,,,,,
2014-12-17,13.7,,,,,,,,,,,,,,,,,,
2014-12-18,14.2,,,,,,,,,,,,,,,,,,
2014-12-19,14.6,,,,,,,,,,,,,,,,,,
2014-12-20,15.3,,,,,,,,,,,,,,,,,,
2014-12-21,14.9,,,,,,,,,,,,,,,,,,
2014-12-22,14.5,,,,,,,,,,,,,,,,,,
2014-12-23,14.3,,,,,,,,,,,,,,,,,,
2014-12-24,14.1,,,,,,,,,,,,,,,,,,
2014-12-25,13.9,,,,,,,,,,,,,,,,,,
2014-12-26,13.8,,,,,,,,,,,,,,,,,,
2014-12-27,14.0,,,,,,,,,,,,,,,,,,
2014-12-28,14.0,,,,,,,,,,,,,,,,,,
2014-12-29,13.9,,,,,,,,,,,,,,,,,,
2014-12-30,13.7,,,,,,,,,,,,,,,,,,
2014-12-31,13.7,,,,,,,,,,,,,,,,,,
2015-01-01,13.4,,,,,,,,,,,,,,,,,,
2015-01-02,13.8,,,,,,,,,,,,,,,,,,
2015-01-03,13.8,,,,,,,,,,,,,,,,,,
2015-01-04,13.6,,,,,,,,,,,,,,,,,,
2015-01-05,13.4,,,,,,,,,,,,,,,,,,
2015-01-06,13.4,,,,,,,,,,,,,,,,,,
2015-01-07,13.2,,,,,,,,,,,,,,,,,,
2015-01-08,13.0,,,,,,,,,,,,,,,,,,
2015-01-09,12.9,,,,,,,,,,,,,,,,,,
2015-01-10,12.9,,,,,,,,,,,,,,,,,,
2015-01-11,12.8,,,,,,,,,,,,,,,,,,
2015-01-12,12.8,,,,,,,,,,,,,,,,,,
2015-01-13,12.8,,,,,,,,,,,,,,,,,,
2015-01-14,13.1,,,,,,,,,,,,,,,,,,
2015-01-15,12.9,,,,,,,,,,,,,,,,,,
2015-01-16,12.8,,,,,,,,,,,,,,,,,,
2015-01-17,12.5,,,,,,,,,,,,,,,,,,
2015-01-18,12.3,,,,,,,,,,,,,,,,,,
2015-01-19,12.1,,,,,,,,,,,,,,,,,,
2015-01-20,12.0,,,,,,,,,,,,,,,,,,
2015-01-21,12.2,,,,,,,,,,,,,,,,,,
2015-01-22,12.1,,,,,,,,,,,,,,,,,,
2015-01-23,12.1,,,,,,,,,,,,,,,,,,
2015-01-24,12.1,,,,,,,,,,,,,,,,,,
2015-01-25,12.2,,,,,,,,,,,,,,,,,,
2015-01-26,12.4,,,,,,,,,,,,,,,,,,
2015-01-27,12.6,,,,,,,,,,,,,,,,,,
2015-01-28,12.4,,,,,,,,,,,,,,,,,,
2015-01-29,12.7,,,,,,,,,,,,,,,,,,
2015-01-30,13.3,,,,,,,,,,,,,,,,,,
2015-01-31,12.9,,,,,,,,,,,,,,,,,,
2015-02-01,12.6,,,,,,,,,,,,,,,,,,
2015-02-02,12.3,,,,,,,,,,,,,,,,,,
2015-02-03,12.7,,,,,,,,,,,,,,,,,,
2015-02-04,12.8,,,,,,,,,,,,,,,,,,
2015-02-05,12.1,,,,,,,,,,,,,,,,,,
2015-02-06,11.8,,,,,,,,,,,,,,,,,,
2015-02-07,11.7,,,,,,,,,,,,,,,,,,
2015-02-08,11.5,,,,,,,,,,,,,,,,,,
2015-02-09,11.1,,,,,,,,,,,,,,,,,,
2015-02-10,11.0,,,,,,,,,,,,,,,,,,
2015-02-11,10.9,,,,,,,,,,,,,,,,,,
2015-02-12,10.9,,,,,,,,,,,,,,,,,,
2015-02-13,11.1,,,,,,,,,,,,,,,,,,
2015-02-14,11.2,,,,,,,,,,,,,,,,,,
2015-02-15,11.0,,,,,,,,,,,,,,,,,,
2015-02-16,11.5,,,,,,,,,,,,,,,,,,
2015-02-17,11.8,,,,,,,,,,,,,,,,,,
2015-02-18,11.7,,,,,,,,,,,,,,,,,,
2015-02-19,11.7,,,,,,,,,,,,,,,,,,
2015-02-20,11.7,,,,,,,,,,,,,,,,,,
2015-02-21,11.8,,,,,,,,,,,,,,,,,,
2015-02-22,12.0,,,,,,,,,,,,,,,,,,
2015-02-23,12.0,,,,,,,,,,,,,,,,,,
2015-02-24,12.0,,,,,,,,,,,,,,,,,,
2015-02-25,12.1,,,,,,,,,,,,,,,,,,
2015-02-26,12.2,,,,,,,,,,,,,,,,,,
2015-02-27,11.9,,,,,,,,,,,,,,,,,,
2015-02-28,11.7,,,,,,,,,,,,,,,,,,
2015-03-01,11.7,,,,,,,,,,,,,,,,,,
2015-03-02,11.6,,,,,,,,,,,,,,,,,,
2015-03-03,11.6,,,,,,,,,,,,,,,,,,
2015-03-04,11.5,,,,,,,,,,,,,,,,,,
2015-03-05,12.7,,,,,,,,,,,,,,,,,,
2015-03-06,13.2,,,,,,,,,,,,,,,,,,
2015-03-07,13.0,,,,,,,,,,,,,,,,,,
2015-03-08,12.8,,,,,,,,,,,,,,,,,,
2015-03-09,12.7,,,,,,,,,,,,,,,,,,
2015-03-10,12.3,,,,,,,,,,,,,,,,,,
2015-03-11,12.0,,,,,,,,,,,,,,,,,,
2015-03-12,11.6,,,,,,,,,,,,,,,,,,
2015-03-13,11.4,,,,,,,,,,,,,,,,,,
2015-03-14,11.6,,,,,,,,,,,,,,,,,,
2015-03-15,12.1,,,,,,,,,,,,,,,,,,
2015-03-16,12.0,,,,,,,,,,,,,,,,,,
2015-03-17,12.0,,,,,,,,,,,,,,,,,,
2015-03-18,11.8,,,,,,,,,,,,,,,,,,
2015-03-19,11.8,,,,,,,,,,,,,,,,,,
2015-03-20,12.1,,,,,,,,,,,,,,,,,,
2015-03-21,12.3,,,,,,,,,,,,,,,,,,
2015-03-22,12.5,,,,,,,,,,,,,,,,,,
2015-03-23,12.6,,,,,,,,,,,,,,,,,,
2015-03-24,12.8,,,,,,,,,,,,,,,,,,
2015-03-25,12.8,,,,,,,,,,,,,,,,,,
2015-03-26,12.8,,,,,,,,,,,,,,,,,,
2015-03-27,12.7,,,,,,,,,,,,,,,,,,
2015-03-28,12.5,,,,,,,,,,,,,,,,,,
2015-03-29,12.5,,,,,,,,,,,,,,,,,,
2015-03-30,12.8,,,,,,,,,,,,,,,,,,
2015-03-31,12.8,,,,,,,,,,,,,,,,,,
2015-04-01,12.7,,,,,,,,,,,,,,,,,,
2015-04-02,12.7,,,,,,,,,,,,,,,,,,
2015-04-03,12.6,,,,,,,,,,,,,,,,,,
2015-04-04,12.8,,,,,,,,,,,,,,,,,,
2015-04-05,12.9,,,,,,,,,,,,,,,,,,
2015-04-06,12.7,,,,,,,,,,,,,,,,,,
2015-04-07,12.6,,,,,,,,,,,,,,,,,,
2015-04-08,12.6,,,,,,,,,,,,,,,,,,
2015-04-09,12.7,,,,,,,,,,,,,,,,,,
2015-04-10,12.9,,,,,,,,,,,,,,,,,,
2015-04-11,13.1,,,,,,,,,,,,,,,,,,
2015-04-12,13.6,,,,,,,,,,,,,,,,,,
2015-04-13,13.8,,,,,,,,,,,,,,,,,,
2015-04-14,13.8,,,,,,,,,,,,,,,,,,
2015-04-15,13.6,,,,,,,,,,,,,,,,,,
2015-04-16,13.1,,,,,,,,,,,,,,,,,,
2015-04-17,12.7,,,,,,,,,,,,,,,,,,
2015-04-18,12.7,,,,,,,,,,,,,,,,,,
2015-04-19,12.7,,,,,,,,,,,,,,,,,,
2015-04-20,13.0,,,,,,,,,,,,,,,,,,
2015-04-21,13.3,,,,,,,,,,,,,,,,,,
2015-04-22,13.2,,,,,,,,,,,,,,,,,,
2015-04-23,13.0,,,,,,,,,,,,,,,,,,
2015-04-24,13.0,,,,,,,,,,,,,,,,,,
2015-04-25,13.3,,,,,,,,,,,,,,,,,,
2015-04-26,13.1,,,,,,,,,,,,,,,,,,
2015-04-27,13.1,,,,,,,,,,,,,,,,,,
2015-04-28,13.2,,,,,,,,,,,,,,,,,,
2015-04-29,13.9,,,,,,,,,,,,,,,,,,
2015-04-30,14.1,,,,,,,,,,,,,,,,,,
2015-05-01,14.0,,,,,,,,,,,,,,,,,,
2015-05-02,14.0,,,,,,,,,,,,,,,,,,
2015-05-03,13.5,,,,,,,,,,,,,,,,,,
2015-05-04,13.3,,,,,,,,,,,,,,,,,,
2015-05-05,13.4,,,,,,,,,,,,,,,,,,
2015-05-06,13.5,,,,,,,,,,,,,,,,,,
2015-05-07,13.6,,,,,,,,,,,,,,,,,,
2015-05-08,13.9,,,,,,,,,,,,,,,,,,
2015-05-09,14.0,,,,,,,,,,,,,,,,,,
2015-05-10,14.7,,,,,,,,,,,,,,,,,,
2015-05-11,15.2,,,,,,,,,,,,,,,,,,
2015-05-12,14.5,,,,,,,,,,,,,,,,,,
2015-05-13,13.7,,,,,,,,,,,,,,,,,,
2015-05-14,13.5,,,,,,,,,,,,,,,,,,
2015-05-15,13.8,,,,,,,,,,,,,,,,,,
2015-05-16,14.4,,,,,,,,,,,,,,,,,,
2015-05-17,14.1,,,,,,,,,,,,,,,,,,
2015-05-18,14.0,,,,,,,,,,,,,,,,,,
2015-05-19,14.2,,,,,,,,,,,,,,,,,,
2015-05-20,14.5,,,,,,,,,,,,,,,,,,
2015-05-21,14.8,,,,,,,,,,,,,,,,,,
2015-05-22,14.9,,,,,,,,,,,,,,,,,,
2015-05-23,14.8,,,,,,,,,,,,,,,,,,
2015-05-24,15.1,,,,,,,,,,,,,,,,,,
2015-05-25,15.4,,,,,,,,,,,,,,,,,,
2015-05-26,15.5,,,,,,,,,,,,,,,,,,
2015-05-27,15.8,,,,,,,,,,,,,,,,,,
2015-05-28,16.7,,,,,,,,,,,,,,,,,,
2015-05-29,17.4,,,,,,,,,,,,,,,,,,
2015-05-30,17.0,,,,,,,,,,,,,,,,,,
2015-05-31,17.1,,,,,,,,,,,,,,,,,,
2015-06-01,17.0,,,,,,,,,,,,,,,,,,
2015-06-02,16.5,,,,,,,,,,,,,,,,,,
2015-06-03,16.3,,,,,,,,,,,,,,,,,,
2015-06-04,16.2,,,,,,,,,,,,,,,,,,
2015-06-05,16.1,,,,,,,,,,,,,,,,,,
2015-06-06,16.5,,,,,,,,,,,,,,,,,,
2015-06-07,16.5,,,,,,,,,,,,,,,,,,
2015-06-08,16.9,,,,,,,,,,,,,,,,,,
2015-06-09,16.7,,,,,,,,,,,,,,,,,,
2015-06-10,16.4,,,,,,,,,,,,,,,,,,
2015-06-11,16.9,,,,,,,,,,,,,,,,,,
2015-06-12,16.4,,,,,,,,,,,,,,,,,,
2015-06-13,15.8,,,,,,,,,,,,,,,,,,
2015-06-14,15.8,,,,,,,,,,,,,,,,,,
2015-06-15,15.6,,,,,,,,,,,,,,,,,,
2015-06-16,15.7,,,,,,,,,,,,,,,,,,
2015-06-17,16.1,,,,,,,,,,,,,,,,,,
2015-06-18,17.9,,,,,,,,,,,,,,,,,,
2015-06-19,18.7,,,,,,,,,,,,,,,,,,
2015-06-20,18.9,,,,,,,,,,,,,,,,,,
2015-06-21,18.9,,,,,,,,,,,,,,,,,,
2015-06-22,18.5,,,,,,,,,,,,,,,,,,
2015-06-23,18.3,,,,,,,,,,,,,,,,,,
2015-06-24,19.1,,,,,,,,,,,,,,,,,,
2015-06-25,20.1,,,,,,,,,,,,,,,,,,
2015-06-26,20.3,,,,,,,,,,,,,,,,,,
2015-06-27,20.2,,,,,,,,,,,,,,,,,,
2015-06-28,20.5,,,,,,,,,,,,,,,,,,
2015-06-29,20.8,,,,,,,,,,,,,,,,,,
2015-06-30,20.4,,,,,,,,,,,,,,,,,,
2015-07-01,19.9,,,,,,,,,,,,,,,,,,
2015-07-02,19.3,,,,,,,,,,,,,,,,,,
2015-07-03,18.3,,,,,,,,,,,,,,,,,,
2015-07-04,18.5,,,,,,,,,,,,,,,,,,
2015-07-05,18.7,,,,,,,,,,,,,,,,,,
