date,해운대해수욕장_정점명,해운대해수욕장_정점코드,해운대해수욕장_유속(cm/s),해운대해수욕장_유향(deg),해운대해수욕장_수온(℃),해운대해수욕장_염분(PSU),해운대해수욕장_유의파고(m),해운대해수욕장_유의파주기(sec),해운대해수욕장_최대파고(m),해운대해수욕장_최대파주기(sec),해운대해수욕장_풍속(m/s),해운대해수욕장_풍향(deg),해운대해수욕장_기온(℃),해운대해수욕장_기압(hPa),해운대해수욕장_시정(m)
2016-01-17,,,12.209407665505227,13.0,75.48529411764706,30.611846689895472,1.5,,2.2,,9.5,,8.410801393728223,1015.5073170731706,
2016-01-18,,,13.648611111111112,12.965277777777779,72.16504854368932,30.521874999999998,0.9,,1.4,,14.9,,4.751041666666667,1008.5406250000001,
2016-01-19,,,14.056794425087109,12.174216027874564,67.78350515463917,30.70696864111498,0.9,,1.5,,16.2,,1.7216027874564461,1015.947386759582,
2016-01-20,,,13.098257839721255,12.20979020979021,73.77358490566037,30.7993006993007,2.4,,2.8,,8.2,,2.1850174216027876,1025.4024390243903,
2016-01-21,,,14.281533101045296,12.258741258741258,74.77142857142857,30.969230769230773,1.8,,2.2,,7.7,,1.4770034843205575,1024.0289198606272,
2016-01-22,,,17.145454545454548,12.34965034965035,75.0,31.068881118881123,1.2,,1.8,,8.4,,2.6681818181818184,1025.8772727272728,
2016-01-23,,,19.24355400696864,12.21602787456446,86.98,31.031358885017422,1.0,,1.5,,10.3,,1.5780487804878047,1025.31393728223,
2016-01-24,,,19.980701754385965,12.228070175438596,79.73584905660377,31.25052631578947,0.8,,1.2,,16.3,,6.135438596491228,1021.4343859649123,
2016-01-25,,,20.694425087108016,12.181184668989546,73.83928571428571,31.31219512195122,0.9,,1.3,,16.1,,2.6010452961672472,1025.6473867595819,
2016-01-26,,,20.381944444444443,12.027777777777779,85.17647058823529,31.44340277777778,0.7,,1.0,,9.8,,2.8031249999999996,1025.7371527777777,
2016-01-27,,,19.30173611111111,12.0,83.06557377049181,31.572916666666668,0.7,,1.2,,7.2,,5.538888888888889,1028.5618055555556,
2016-01-28,,,17.3,12.0,83.36585365853658,31.478321678321677,0.6,,1.0,,8.7,,5.846153846153846,1027.1807692307693,
2016-01-29,,,13.336458333333333,12.0,78.36206896551724,31.161458333333332,1.6,,2.8,,9.1,,6.228472222222222,1021.6312499999999,
2016-01-30,,,10.018181818181818,12.0,72.97826086956522,30.968181818181815,2.0,,2.7,,7.8,,6.824825174825175,1023.2192307692308,
2016-01-31,,,2.7,12.0,,31.2,1.1,,1.3,,2.9,,6.3,1025.6,
2016-02-01,,,10.237412587412587,12.020979020979022,89.78947368421052,31.515734265734267,0.6,,1.1,,7.8,,3.3853146853146856,1024.5185314685314,
2016-02-02,,,9.959722222222222,12.0,81.89887640449439,31.560416666666665,1.0,,1.3,,8.9,,2.7222222222222223,1024.5111111111112,
2016-02-03,,,8.229861111111111,12.131944444444445,85.14864864864865,31.73090277777778,0.8,,1.3,,7.8,,3.638327526132404,1025.1773519163764,
2016-02-04,,,10.31637630662021,12.020905923344948,69.43,31.807317073170733,0.4,,0.7,,7.6,,4.514634146341463,1023.802787456446,
2016-02-05,,,14.921478873239437,12.028169014084508,87.18279569892474,31.814788732394366,0.4,,0.7,,8.6,,5.712323943661971,1020.7507042253521,
2016-02-06,,,15.337282229965158,12.0,88.475,31.908362369337983,0.4,,0.7,,8.0,,3.3954703832752613,1020.1595818815331,
2016-02-07,,,17.82326388888889,12.0,83.09756097560975,32.03472222222222,1.2,,1.8,,5.2,,4.077430555555555,1020.7996527777777,
2016-02-08,,,21.265625,12.0,85.35384615384615,32.013888888888886,1.2,,1.9,,9.2,,5.154513888888889,1017.3850694444445,
2016-02-09,,,23.83263888888889,12.0,78.21875,31.969791666666666,1.3,,2.2,,11.4,,7.247916666666667,1018.9881944444444,
2016-02-10,,,23.246689895470382,12.0,76.625,31.954703832752614,0.6,,0.9,,7.8,,6.57177700348432,1025.9188153310106,
2016-02-11,,,22.626132404181185,12.0,80.83333333333333,31.995121951219513,0.7,,1.2,,5.1,,9.504181184668989,1027.1668989547038,
2016-02-14,,,18.260416666666668,12.0,83.78873239436619,31.712152777777778,1.8,,2.6,,11.2,,8.287847222222222,1007.9815972222223,
2016-02-15,,,17.62222222222222,11.663194444444445,77.07692307692308,31.640625,1.1,,1.5,,12.8,,1.1864583333333334,1017.2586805555555,
2016-02-16,,,17.75993031358885,11.0,84.54782608695652,31.483275261324046,1.2,,1.7,,9.8,,2.778745644599303,1018.1783972125436,
2016-02-17,,,13.203472222222222,11.0,85.51136363636364,31.346874999999997,0.8,,1.3,,7.1,,4.551388888888889,1023.0475694444444,
2016-02-18,,,17.475694444444443,11.0,84.4608695652174,31.403125000000003,0.9,,1.3,,9.4,,6.150347222222222,1023.2989583333333,
2016-02-19,,,15.509722222222223,11.086805555555555,72.43529411764706,31.262500000000003,0.8,,1.4,,8.0,,9.526041666666666,1025.1590277777777,
2016-02-20,,,16.351041666666667,11.006944444444445,81.9,31.19097222222222,0.7,,1.0,,9.6,,8.410416666666666,1019.8163194444444,
2016-02-21,,,17.970175438596492,11.0,85.23076923076923,30.976491228070174,0.5,,0.9,,9.9,,4.732280701754386,1027.4743859649122,
2016-02-22,,,18.89055944055944,11.0,79.75,30.834965034965034,0.5,,0.8,,4.9,,7.081118881118881,1029.2776223776225,
2016-02-23,,,19.347719298245615,11.031578947368422,84.82142857142857,30.76456140350877,0.5,,0.8,,8.5,,8.64842105263158,1026.0564912280702,
2016-02-24,,,17.66015625,11.00390625,83.41304347826087,30.594140625,1.1,,2.0,,8.0,,3.98828125,1029.094140625,
2016-02-25,,,21.948022598870057,11.022346368715084,80.29032258064517,30.743016759776538,0.6,,1.0,,6.1,,5.022346368715084,1032.1435754189945,
2016-02-26,,,18.933333333333334,11.158974358974358,84.46153846153847,30.727179487179487,0.7,,1.3,,8.9,,7.488265306122449,1028.1066326530613,
2016-02-27,,,17.153658536585368,11.519163763066203,74.8970588235294,30.709059233449477,1.6,,2.3,,9.1,,10.662717770034842,1023.0031358885018,
2016-02-28,,,16.84425087108014,11.94773519163763,71.43,30.670731707317074,1.7,,2.3,,13.1,,10.407317073170733,1019.9114982578396,
2016-03-01,,,11.919163763066203,11.278745644599303,81.77358490566037,30.804529616724736,1.2,,1.7,,8.8,,3.0264808362369338,1026.0937282229966,
2016-03-02,,,2.9,13.0,2.0,31.4,0.9,,1.1,,6.4,,4.5,1026.0,
2016-03-03,,,12.208680555555555,12.010416666666666,80.38095238095238,30.119444444444444,1.1,,1.7,,8.0,,11.14375,1024.070486111111,
2016-03-04,,,11.785069444444444,12.0,77.70270270270271,29.934722222222224,0.7,,1.3,,6.3,,11.460069444444445,1025.5187500000002,
2016-03-05,,,15.2259649122807,12.028070175438597,71.79338842975207,29.48982456140351,2.1,,3.1,,12.4,,12.749824561403509,1022.8140350877193,
2016-03-06,,,16.790243902439023,12.19163763066202,73.56896551724138,29.027874564459932,2.3,,3.4,,13.8,,12.948432055749128,1017.3658536585366,
2016-03-07,,,20.28298611111111,12.083333333333334,85.89473684210526,29.38888888888889,0.7,,1.1,,8.2,,10.947916666666666,1018.1812500000001,
2016-03-08,,,22.03076923076923,12.188811188811188,77.86206896551724,29.528321678321678,0.5,,0.8,,5.7,,11.09020979020979,1018.8083916083916,
2016-03-09,,,23.61149825783972,12.0,87.63157894736842,29.184320557491287,1.0,,1.5,,7.6,,7.031010452961673,1018.7567944250872,
2016-03-10,,,23.92361111111111,12.0,83.5,29.078472222222224,1.1,,1.5,,6.9,,6.6,1021.3809027777778,
2016-03-11,,,25.02822299651568,12.0,91.5625,28.977351916376307,0.7,,1.1,,8.3,,3.691289198606272,1022.7222996515679,
2016-03-12,,,22.964808362369336,12.0,86.13953488372093,28.962369337979098,0.4,,0.7,,6.7,,5.436933797909408,1024.2480836236934,
2016-03-13,,,19.654166666666665,12.0,90.11904761904762,28.80173611111111,0.5,,0.7,,4.6,,8.06388888888889,1022.8093749999999,
2016-03-14,,,15.868881118881118,12.0,84.13157894736842,28.61118881118881,0.8,,1.1,,10.5,,7.762587412587412,1019.5979020979021,
2016-03-15,,,14.568292682926831,12.0,81.31521739130434,28.14843205574913,0.7,,1.0,,5.6,,7.828919860627178,1022.8,
2016-03-16,,,15.40625,12.0,77.77083333333333,27.547222222222224,0.8,,1.2,,9.2,,10.908680555555556,1020.7868055555555,
2016-03-17,,,12.841463414634147,12.0,75.41791044776119,26.97351916376307,0.6,,0.9,,6.9,,11.765156794425087,1020.0773519163763,
2016-03-18,,,11.67027972027972,12.0,52.613207547169814,26.115384615384617,1.4,,2.2,,4.3,,12.594405594405595,1012.1772727272728,
2016-03-19,,,15.142857142857142,12.0,85.95652173913044,26.233797909407667,0.9,,1.6,,11.9,,12.22048611111111,1012.8916666666667,
2016-03-20,,,16.803819444444443,12.0,78.32558139534883,26.694791666666667,0.9,,1.5,,8.4,,9.945833333333333,1021.0965277777777,
2016-03-21,,,17.50451388888889,12.0,81.97222222222223,26.696180555555557,0.8,,1.2,,6.9,,9.808333333333334,1023.1902777777777,
2016-03-22,,,18.893706293706295,12.0,77.58441558441558,26.582867132867133,1.0,,1.7,,9.4,,11.390909090909092,1017.3923076923078,
2016-03-23,,,19.79303135888502,12.0,80.0677966101695,26.949477351916375,0.8,,1.3,,9.6,,10.394444444444444,1017.3222222222222,
2016-03-24,,,17.5212543554007,12.0,79.0,27.040766550522648,1.5,,2.3,,10.6,,8.114285714285716,1022.5341463414634,
2016-03-25,,,18.71219512195122,12.013937282229966,78.5,26.670034843205574,1.2,,1.7,,5.0,,8.352264808362369,1024.1742160278745,
2016-03-26,,,18.97326388888889,12.02787456445993,86.10909090909091,26.08780487804878,0.6,,1.1,,6.3,,7.7020833333333325,1020.9145833333334,
2016-03-27,,,18.702777777777776,12.225694444444445,76.98076923076923,25.576736111111114,0.9,,1.8,,8.7,,9.226736111111112,1018.3319444444444,
2016-03-28,,,17.58736842105263,12.24561403508772,77.22222222222223,25.12877192982456,0.9,,1.5,,9.3,,11.893684210526315,1020.4136842105264,
2016-03-29,,,16.014634146341464,12.024390243902438,79.79797979797979,24.563066202090592,1.3,,2.2,,11.0,,13.014634146341463,1020.7031358885017,
2016-03-30,,,12.98303886925795,12.528169014084508,72.57471264367815,24.130985915492957,1.3,,2.1,,6.9,,13.835563380281691,1018.7165492957746,
2016-03-31,,,11.254355400696864,13.0,75.91764705882353,23.50871080139373,0.7,,1.3,,3.4,,13.621254355400698,1016.5233449477353,
2016-04-01,,,13.28780487804878,13.0,68.44827586206897,22.914285714285715,0.6,,1.2,,10.2,,14.075261324041811,1014.6076655052266,
2016-04-02,,,14.2,13.0,,22.4,0.4,,0.6,,3.7,,14.0,1018.0,
2016-04-03,,,13.763541666666667,13.0,79.57142857142857,21.98263888888889,0.6,,0.9,,9.7,,13.514930555555557,1016.9555555555556,
2016-04-04,,,15.84390243902439,13.0,79.0,21.567247386759583,1.5,,2.3,,9.4,,11.786411149825783,1013.0578397212543,
2016-04-05,,,20.308680555555554,13.0,77.46341463414635,21.4,0.9,,1.3,,7.9,,13.424652777777778,1015.1256944444444,
2016-04-06,,,23.90902777777778,13.0,83.67441860465117,21.259722222222223,0.7,,0.9,,8.0,,13.899999999999999,1016.7038194444444,
2016-04-07,,,25.730313588850176,13.0,78.60377358490567,20.685714285714287,1.8,,3.1,,9.7,,12.75609756097561,1007.2602787456447,
2016-04-08,,,26.834146341463413,13.003484320557492,88.2,20.43658536585366,1.0,,1.6,,5.3,,14.525783972125435,1014.1895470383276,
2016-04-09,,,25.987108013937284,13.006968641114982,85.75,20.33658536585366,0.5,,1.0,,8.1,,14.64773519163763,1013.5289198606272,
2016-04-10,,,21.06153846153846,13.0,85.66666666666667,20.204545454545453,0.7,,1.3,,12.6,,13.806293706293706,1012.8503496503497,
2016-04-11,,,18.18450704225352,13.0,88.28421052631579,19.892226148409893,1.4,,2.1,,9.6,,10.269366197183098,1020.3549295774648,
2016-04-12,,,16.247569444444444,13.29513888888889,81.14634146341463,19.734375,1.3,,2.1,,7.3,,11.886111111111111,1018.0565972222222,
2016-04-13,,,14.73263888888889,13.229166666666666,70.9396551724138,19.26736111111111,1.5,,2.3,,4.7,,14.331944444444446,1008.1204861111112,
2016-04-14,,,13.23623693379791,13.634146341463415,52.8,18.974564459930313,0.9,,1.3,,7.7,,15.359930313588851,1009.2818815331011,
2016-04-15,,,9.181249999999999,14.0,76.25531914893617,18.611805555555556,0.8,,1.2,,10.4,,13.877430555555556,1020.1281250000001,
2016-04-16,,,11.314583333333333,14.0,65.51428571428572,18.234027777777776,2.8,,4.0,,10.8,,14.085763888888888,1012.7472222222223,
2016-04-17,,,18.266083916083918,13.76923076923077,74.15254237288136,17.794755244755244,3.8,,5.6,,16.4,,16.317482517482517,1002.9821678321679,
2016-04-18,,,18.051748251748254,13.020979020979022,81.02830188679245,17.57972027972028,1.0,,1.7,,8.1,,14.553496503496504,1014.4374125874125,
2016-04-19,,,15.742857142857142,13.45993031358885,73.0125,17.51114982578397,0.8,,1.3,,7.8,,14.095121951219513,1021.8519163763066,
2016-04-20,,,18.882867132867133,14.006993006993007,73.42622950819673,16.947202797202795,0.7,,0.9,,4.7,,14.271328671328671,1020.7772727272727,
2016-04-21,,,19.44006968641115,14.0,71.24761904761905,16.300696864111497,2.4,,3.6,,8.2,,15.026132404181185,1005.8745644599303,
2016-04-22,,,20.974652777777777,14.0,83.74766355140187,15.64236111111111,1.5,,2.4,,8.6,,15.27222222222222,1008.5100694444445,
2016-04-23,,,20.090625000000003,13.993055555555555,77.85964912280701,15.375,0.8,,1.1,,8.0,,15.874305555555557,1011.6677083333333,
2016-04-24,,,17.74843205574913,13.905923344947736,83.33898305084746,15.16376306620209,0.6,,0.9,,10.0,,15.437630662020908,1014.3693379790941,
2016-04-25,,,18.653658536585368,14.003484320557492,80.10144927536231,14.795121951219512,0.5,,0.8,,6.2,,14.821602787456447,1017.3066202090592,
2016-04-26,,,17.70867924528302,14.045112781954888,85.8529411764706,25.894360902255638,0.9,,1.5,,11.7,,14.878798586572438,1015.8159010600707,
2016-04-27,,,14.353658536585366,14.0,82.27659574468085,34.32717770034843,1.5,,2.5,,12.6,,12.293402777777779,1007.7305555555556,
2016-04-28,,,11.550526315789474,14.203508771929824,83.08955223880596,34.38912280701754,1.6,,2.4,,9.3,,13.169122807017542,1006.2673684210527,
2016-04-29,,,13.38466898954704,14.494773519163763,63.74242424242424,34.22334494773519,1.2,,1.8,,7.1,,14.285365853658535,1012.8536585365854,
2016-04-30,,,14.695470383275262,14.930313588850174,69.82781456953643,34.12578397212544,1.1,,1.9,,9.7,,15.605923344947733,1013.2968641114983,
2016-05-02,,,14.159090909090908,14.646853146853147,75.91735537190083,34.28391608391609,0.6,,1.0,,6.7,,17.274475524475523,1015.1874125874125,
2016-05-03,,,2.9,15.0,,34.5,0.4,,0.7,,0.9,,17.1,1010.9,
2016-05-04,,,26.859027777777776,14.809027777777779,80.01388888888889,33.605555555555554,1.8,,2.7,,14.2,,18.459027777777777,1004.2635416666667,
2016-05-05,,,22.754195804195803,15.0,74.93617021276596,34.435664335664335,1.4,,2.1,,7.6,,17.197902097902098,1014.9590909090908,
2016-05-06,,,24.863541666666666,15.0,84.90196078431373,34.433680555555554,1.7,,3.0,,6.8,,15.950000000000001,1008.6076388888889,
2016-05-07,,,24.460763888888888,15.0,68.3225806451613,34.37951388888889,1.0,,1.5,,7.7,,17.786458333333332,1011.0621527777779,
2016-05-08,,,22.96306620209059,15.0,70.96825396825396,34.34791666666666,0.5,,0.7,,8.5,,17.784374999999997,1016.7809027777779,
2016-05-09,,,21.64425087108014,15.0,75.43181818181819,34.27560975609756,0.6,,1.0,,4.6,,16.502787456445994,1010.7261324041813,
2016-05-10,,,19.009756097560977,15.0,84.3061224489796,34.20383275261324,0.8,,1.2,,9.7,,15.105226480836237,1004.4470383275261,
2016-05-11,,,17.321875,15.072916666666666,81.17582417582418,34.05694444444444,0.8,,1.2,,4.2,,14.860416666666667,1009.1489583333334,
2016-05-12,,,16.503496503496503,15.37979094076655,72.36363636363636,33.970034843205575,0.7,,1.0,,6.9,,16.28850174216028,1013.8341463414635,
2016-05-13,,,15.661428571428571,15.20357142857143,78.06557377049181,33.96178571428572,0.7,,1.0,,10.2,,16.507142857142856,1018.9525,
2016-05-14,,,12.652961672473868,15.376306620209059,85.79545454545455,33.669686411149826,0.7,,1.1,,11.9,,15.288850174216027,1022.990243902439,
2016-05-15,,,13.166058394160585,15.693430656934307,67.55,33.682116788321174,1.0,,1.6,,8.9,,17.16872727272727,1013.7072727272728,
2016-05-16,,,13.71013986013986,15.444055944055943,67.47552447552448,33.826573426573425,1.7,,2.7,,10.2,,15.937762237762238,1008.2136363636363,
2016-05-17,,,15.1006993006993,15.409090909090908,65.11290322580645,33.87342657342657,0.5,,0.8,,4.0,,17.014685314685313,1015.024125874126,
2016-05-18,,,15.55347222222222,15.743055555555555,79.62,33.73645833333333,0.4,,0.6,,4.2,,17.70590277777778,1017.6680555555556,
2016-05-19,,,17.350871080139374,15.773519163763066,70.0246913580247,33.74494773519164,0.4,,0.8,,6.2,,17.866898954703835,1018.0432055749129,
2016-05-20,,,20.4602787456446,16.06597222222222,84.81012658227849,33.644444444444446,0.5,,1.1,,10.8,,17.697916666666668,1017.9187499999999,
2016-05-21,,,17.998958333333334,16.319444444444443,77.64220183486239,33.59930555555556,0.6,,0.9,,9.3,,19.117361111111112,1018.3545138888888,
2016-05-22,,,15.628571428571428,16.142857142857142,85.41666666666667,33.67142857142857,0.5,,0.7,,6.2,,18.65952380952381,1017.6690476190475,
2016-05-23,,,18.218402777777776,17.32638888888889,71.29166666666667,33.78194444444444,0.6,,0.9,,6.3,,17.811458333333334,1014.2781249999999,
2016-05-24,,,19.102105263157895,16.978947368421053,82.83561643835617,33.73298245614035,1.2,,2.0,,8.1,,18.680701754385964,1007.6940350877193,
2016-05-25,,,18.914982578397215,16.501742160278745,63.166666666666664,33.73170731707317,0.9,,1.3,,5.2,,18.417421602787456,1009.1829268292682,
2016-05-26,,,17.682867132867134,16.48951048951049,68.79746835443038,33.69615384615385,0.4,,0.7,,5.3,,18.644055944055943,1009.0346153846154,
2016-05-27,,,18.05972222222222,16.71875,75.42857142857143,33.58472222222222,0.4,,0.6,,8.8,,19.70659722222222,1010.951736111111,
2016-05-28,,,14.613286713286712,16.62937062937063,77.28205128205128,33.49685314685315,0.5,,0.8,,6.2,,18.875174825174827,1007.7629370629371,
2016-05-29,,,15.402083333333334,16.18402777777778,80.57142857142857,33.412499999999994,0.3,,0.7,,5.4,,18.672222222222224,1003.8135416666667,
2016-05-30,,,15.896853146853147,16.395104895104897,80.97058823529412,33.180769230769236,0.4,,0.8,,7.7,,19.30034965034965,1005.5213286713285,
2016-05-31,,,17.28710801393728,16.609756097560975,75.33333333333333,32.74459930313589,0.6,,0.9,,9.6,,19.705226480836235,1005.960975609756,
2018-01-01,,,,,13.150871080139373,29.278397212543553,,,,,,,4.195121951219512,,
2018-01-02,,,,,12.933680555555556,28.501041666666666,,,,,,,5.665972222222222,,
2018-01-03,,,,,13.066202090592334,28.82752613240418,,,,,,,4.3846689895470385,,
2018-01-04,,,,,13.277700348432056,28.594425087108014,,,,,,,3.9275261324041812,,
2018-01-05,,,,,13.574652777777779,27.86111111111111,,,,,,,5.952777777777778,,
2018-01-06,,,,,13.450871080139374,29.149825783972126,,,,,,,5.332055749128919,,
2018-01-07,,,,,13.372569444444444,29.39131944444445,,,,,,,6.910763888888889,,
2018-01-08,,,,,13.486062717770034,30.782229965156795,,,,,,,8.246341463414634,,
2018-01-09,,,,,13.003135888501742,30.274216027874566,,,,,,,3.652961672473868,,
2018-01-10,,,,,12.589930555555556,30.896180555555556,,,,,,,1.6875,,
2018-01-11,,,,,12.533449477351915,30.20696864111498,,,,,,,3.0121951219512195,,
2018-01-12,,,,,12.211805555555555,30.326736111111114,,,,,,,3.054861111111111,,
2018-01-13,,,,,12.5,29.2,,,,,,,1.6,,
2018-01-14,,,,,12.505226480836237,30.099651567944253,,,,,,,4.795470383275261,,
2018-01-15,,,,,12.685714285714287,31.656794425087107,,,,,,,10.074564459930313,,
2018-01-16,,,,,12.709440559440559,31.74965034965035,,,,,,,10.245454545454544,,
2018-01-17,,,,,12.972822299651567,32.05296167247387,,,,,,,8.568989547038328,,
2018-01-18,,,,,12.976736111111112,32.253125,,,,,,,8.779166666666667,,
2018-01-19,,,,,12.828472222222224,32.22777777777778,,,,,,,7.637847222222222,,
2018-01-20,,,,,12.633101045296167,32.073519163763066,,,,,,,6.4243902439024385,,
2018-01-21,,,,,12.442307692307692,32.02797202797203,,,,,,,7.347222222222222,,
2018-01-22,,,,,12.289930555555555,32.142361111111114,,,,,,,7.72986111111111,,
2018-01-23,,,,,11.897222222222222,30.956249999999997,,,,,,,2.423611111111111,,
2018-01-24,,,,,11.322648083623694,32.059233449477354,,,,,,,4.988111888111888,,
2018-01-25,,,,,10.993379790940766,32.1418118466899,,,,,,,3.5700348432055744,,
2018-01-26,,,,,11.653472222222222,32.36388888888889,,,,,,,3.6260416666666666,,
2018-01-27,,,,,12.178397212543553,32.470034843205575,,,,,,,3.3331010452961674,,
2018-01-28,,,,,12.069686411149826,32.40487804878049,,,,,,,2.921951219512195,,
2018-01-29,,,,,11.680902777777778,31.782638888888886,,,,,,,1.5559027777777779,,
2018-01-30,,,,,11.213588850174217,32.440766550522646,,,,,,,2.232752613240418,,
2018-01-31,,,,,11.146341463414634,32.458536585365856,,,,,,,3.218466898954704,,
2018-02-01,,,,,11.206620209059233,32.378397212543554,,,,,,,4.279094076655052,,
2018-02-02,,,,,11.181944444444445,32.54375,,,,,,,4.465624999999999,,
2018-02-03,,,,,11.053125000000001,32.30243055555556,,,,,,,2.0277777777777777,,
2018-02-04,,,,,10.537500000000001,32.348958333333336,,,,,,,3.097916666666667,,
2018-02-05,,,,,10.188194444444443,32.341319444444444,,,,,,,3.0319444444444446,,
2018-02-06,,,,,10.378819444444444,29.687847222222224,,,,,,,3.7944444444444443,,
2018-02-07,,,,,10.590972222222222,32.09722222222222,,,,,,,3.1197916666666665,,
2018-02-08,,,,,10.906968641114982,32.06202090592334,,,,,,,2.6470383275261327,,
2018-02-09,,,,,11.636805555555556,32.58402777777778,,,,,,,7.076388888888889,,
2018-02-10,,,,,11.902090592334496,32.078048780487805,,,,,,,8.046689895470383,,
2018-02-11,,,,,11.528125,31.80486111111111,,,,,,,1.4527777777777777,,
2018-02-12,,,,,11.145993031358886,32.328919860627174,,,,,,,1.1804878048780487,,
2018-02-13,,,,,11.2,32.4,,,,,,,0.1,,
2018-02-14,,,,,10.935069444444444,31.89409722222222,,,,,,,9.237847222222221,,
2018-02-15,,,,,11.062807017543859,32.345263157894735,,,,,,,8.37824561403509,,
2018-02-16,,,,,10.999651567944252,32.508710801393725,,,,,,,7.683972125435541,,
2018-02-17,,,,,10.974564459930313,32.31254355400697,,,,,,,5.004529616724739,,
2018-02-18,,,,,10.98263888888889,32.15138888888889,,,,,,,5.265277777777778,,
2018-02-19,,,,,11.115972222222222,32.221875,,,,,,,7.47326388888889,,
2018-02-20,,,,,11.25226480836237,31.681533101045297,,,,,,,8.59198606271777,,
2018-02-21,,,,,11.263541666666667,32.12083333333333,,,,,,,6.009722222222222,,
2018-02-22,,,,,11.176388888888887,31.009375000000002,,,,,,,4.839583333333334,,
2018-02-23,,,,,11.209090909090909,32.2,,,,,,,7.523776223776224,,
2018-02-24,,,,,11.335438596491228,26.60280701754386,,,,,,,9.024912280701754,,
2018-02-25,,,,,11.488888888888889,32.01284722222223,,,,,,,8.95138888888889,,
2018-02-26,,,,,11.774999999999999,32.16041666666667,,,,,,,7.6156250000000005,,
2018-02-27,,,,,12.1993006993007,29.723426573426572,,,,,,,9.805944055944057,,
2018-02-28,,,,,12.293031358885017,31.31149825783972,,,,,,,11.013588850174216,,
2018-03-01,,,,,12.144097222222221,28.390625,,,,,,,8.819791666666667,,
2018-03-02,,,,,11.910763888888889,28.46284722222222,,,,,,,5.584027777777778,,
2018-03-03,,,,,11.865972222222222,29.437152777777776,,,,,,,10.003472222222221,,
2018-03-04,,,,,11.912500000000001,31.759027777777778,,,,,,,13.090625,,
2018-03-05,,,,,11.797212543554007,31.7780487804878,,,,,,,7.66076388888889,,
2018-03-06,,,,,11.774295774647888,31.96549295774648,,,,,,,6.489122807017544,,
2018-03-07,,,,,11.874652777777778,31.95381944444445,,,,,,,8.279166666666667,,
2018-03-08,,,,,11.93623693379791,32.36515679442508,,,,,,,6.401393728222996,,
2018-03-09,,,,,12.068402777777777,32.30763888888889,,,,,,,5.797916666666667,,
2018-03-10,,,,,12.067247386759583,31.978048780487807,,,,,,,8.15644599303136,,
2018-03-11,,,,,12.256491228070175,31.95964912280702,,,,,,,10.146666666666667,,
2018-03-12,,,,,12.417361111111111,32.11840277777778,,,,,,,11.314583333333333,,
